drivers,Response,Estimate,Est.Error,Q0.5,Q99.5,Q2.5,Q97.5,Q5,Q95,Q10,Q90
sN_Est,RaoQ,0.03185608,0.0180953,-0.015373671,0.079331142,-0.003815484,0.067591757,0.002104683,0.061972041,0.008828838,0.055155313
sN_mean,RaoQ,0.043519809,0.019546192,-0.006382751,0.093635861,0.005147889,0.081411347,0.011384026,0.07597394,0.018156826,0.068274288
surban_meanPerc_upstr,RaoQ,-0.001088989,0.010249058,-0.027005556,0.025732846,-0.021085994,0.019445534,-0.017715329,0.01607725,-0.014192427,0.011981903
scrop_meanPerc_upstr,RaoQ,-0.016306269,0.015043898,-0.054477781,0.022472991,-0.04563932,0.01288563,-0.041136421,0.008670142,-0.035781948,0.00302703
scrop_Est,RaoQ,0.024451696,0.009142213,0.001669133,0.048665853,0.006624831,0.042487608,0.009244774,0.039680278,0.012632265,0.0360989
surban_Est,RaoQ,0.018171764,0.011878748,-0.012764223,0.048742498,-0.005595872,0.040970245,-0.001775065,0.037343937,0.00283684,0.033154118
sdam_impact_score_lessthan100km,RaoQ,0.022147852,0.008925791,-0.001021325,0.046249395,0.004760254,0.03967088,0.007429285,0.036763762,0.010749332,0.033380796
Intercept,FRed,0.000591968,0.000772075,-0.001630476,0.002789141,-0.000911866,0.002111698,-0.000655086,0.001851188,-0.000353367,0.001548175
sppt_Est,FRed,0.000153678,6.62E-06,0.000136538,0.00017033,0.000140572,0.000166622,0.000142638,0.000164532,0.000145107,0.00016212
stmax_Est,FRed,0.000204481,8.30E-06,0.000182693,0.000225827,0.000188181,0.000220217,0.000190724,0.00021812,0.000193868,0.000215204
sppt_mm_12moPrior,FRed,-0.000809376,1.01E-05,-0.000835626,-0.000783511,-0.000829056,-0.000789613,-0.00082597,-0.000792993,-0.000822221,-0.000796567
stmax_C_12moPrior,FRed,4.35E-05,1.30E-05,1.00E-05,7.63E-05,1.82E-05,6.89E-05,2.23E-05,6.47E-05,2.69E-05,6.01E-05
sstrahler_streamOrder,FRed,-2.74E-05,4.77E-06,-3.93E-05,-1.51E-05,-3.66E-05,-1.79E-05,-3.52E-05,-1.95E-05,-3.35E-05,-2.12E-05
saccumulation_atPoint,FRed,0.0001141,4.43E-06,0.000102729,0.000125536,0.000105367,0.000122782,0.0001068,0.000121365,0.00010842,0.000119688
selevation_atPoint,FRed,0.000280133,7.40E-06,0.000260861,0.000299419,0.000265745,0.000294511,0.000268071,0.000292126,0.000270729,0.000289559
sslope_mean,FRed,0.000186748,5.57E-06,0.000171915,0.000201104,0.000175752,0.000197711,0.000177543,0.000195899,0.000179663,0.000193938
sN_Est,FRed,-0.000276236,8.34E-06,-0.000297237,-0.00025487,-0.000292442,-0.000259896,-0.000289904,-0.000262604,-0.000286907,-0.00026536
sN_mean,FRed,-0.000573029,8.44E-06,-0.000595254,-0.000552016,-0.000589794,-0.000556847,-0.000587175,-0.00055927,-0.000583864,-0.000562177
surban_meanPerc_upstr,FRed,2.50E-05,4.44E-06,1.36E-05,3.66E-05,1.62E-05,3.37E-05,1.77E-05,3.22E-05,1.94E-05,3.07E-05
scrop_meanPerc_upstr,FRed,0.00011245,6.70E-06,9.54E-05,0.00012928,9.95E-05,0.000125478,0.000101412,0.000123444,0.000103749,0.000121168
scrop_Est,FRed,0.000169276,6.28E-06,0.000152893,0.000185186,0.000156909,0.000181436,0.000158889,0.000179467,0.000161199,0.000177242
surban_Est,FRed,7.50E-05,6.43E-06,5.86E-05,9.14E-05,6.22E-05,8.73E-05,6.42E-05,8.54E-05,6.67E-05,8.31E-05
sdam_impact_score_lessthan100km,FRed,-0.000142424,3.97E-06,-0.000152657,-0.000132296,-0.0001504,-0.000134509,-0.000149017,-0.000135774,-0.000147494,-0.000137376
Intercept,alien_SppRich,0.037399095,0.017210375,-0.010178896,0.083980757,0.002740343,0.071855435,0.009230407,0.06531523,0.015945339,0.058577144
sppt_Est,alien_SppRich,-0.006660041,0.004693416,-0.018819446,0.005870482,-0.015707234,0.002636337,-0.014247396,0.001162051,-0.012666174,-0.000631909
stmax_Est,alien_SppRich,-0.007430488,0.003596885,-0.017022587,0.001855756,-0.014501434,-0.000544614,-0.013310946,-0.001532246,-0.011972325,-0.002788816
sppt_mm_12moPrior,alien_SppRich,-0.002913101,0.010694174,-0.030937846,0.024346487,-0.024232599,0.018007439,-0.020840663,0.014704355,-0.016751777,0.010762454
stmax_C_12moPrior,alien_SppRich,0.035753214,0.015792726,-0.001870876,0.080826999,0.006942031,0.070207838,0.011207319,0.064033813,0.016486892,0.056553757
sstrahler_streamOrder,alien_SppRich,0.018370904,0.00381776,0.008063146,0.028044901,0.010781141,0.025735486,0.01204429,0.024508962,0.013448786,0.023259656
saccumulation_atPoint,alien_SppRich,0.010743213,0.002620726,0.003829962,0.017641042,0.005576964,0.015981122,0.006513221,0.015059863,0.007451067,0.014054901
selevation_atPoint,alien_SppRich,0.018036998,0.007449108,-0.000474337,0.038833801,0.003679288,0.03324086,0.00607126,0.030316057,0.008630989,0.027481507
sslope_mean,alien_SppRich,0.002941791,0.005908575,-0.012289491,0.018201711,-0.008603952,0.014585859,-0.00672225,0.012730902,-0.004666284,0.0106305
sN_Est,alien_SppRich,-0.007351287,0.003726069,-0.016753815,0.002069843,-0.014635506,2.29E-05,-0.013484798,-0.001154453,-0.012151602,-0.002579366
sN_mean,alien_SppRich,0.015444073,0.006587145,-0.001869112,0.031839986,0.002353984,0.02833758,0.004446116,0.026236232,0.007059139,0.023936088
surban_meanPerc_upstr,alien_SppRich,0.004839984,0.003741894,-0.004936449,0.014296553,-0.002513901,0.012114651,-0.001396317,0.010880435,2.19E-05,0.00963476
scrop_meanPerc_upstr,alien_SppRich,-0.006935286,0.006133229,-0.023342815,0.008815565,-0.018968141,0.005027447,-0.017063353,0.003050081,-0.014793433,0.000827656
scrop_Est,alien_SppRich,0.006622954,0.002776693,-0.000653629,0.013788915,0.0011829,0.012068973,0.00204955,0.011170045,0.003050625,0.010176263
surban_Est,alien_SppRich,0.012977448,0.003320255,0.004217256,0.021916731,0.006356798,0.019446788,0.007508236,0.018395603,0.008793818,0.017199422
sdam_impact_score_lessthan100km,alien_SppRich,-0.006575569,0.003673075,-0.016012597,0.002792724,-0.013904791,0.000566496,-0.012626219,-0.000485801,-0.01126255,-0.001925734
Intercept,alien_abund,0.022882559,0.012191477,-0.009881193,0.055023678,-0.001239301,0.047554599,0.002759463,0.04320228,0.007819831,0.038224438
sppt_Est,alien_abund,0.000488351,0.000513394,-0.000797707,0.00179441,-0.000516065,0.001472809,-0.00036812,0.001330647,-0.000183547,0.001154122
stmax_Est,alien_abund,-0.004104523,0.000459246,-0.005273227,-0.002894478,-0.005004368,-0.003214297,-0.004864392,-0.0033498,-0.004692938,-0.003519203
sppt_mm_12moPrior,alien_abund,-0.002525858,0.000922497,-0.004913155,-0.000236737,-0.004384078,-0.000753118,-0.004086149,-0.001032414,-0.003703674,-0.001352783
stmax_C_12moPrior,alien_abund,0.005137842,0.002233567,-0.000474681,0.010585536,0.000754199,0.009454574,0.001496675,0.008735213,0.002287655,0.008128021
sstrahler_streamOrder,alien_abund,0.004135901,0.00037512,0.003150019,0.005124796,0.00339836,0.00488317,0.003530023,0.004763774,0.003665871,0.00462182
saccumulation_atPoint,alien_abund,0.001818851,0.000219157,0.001243156,0.002396314,0.001384471,0.002245054,0.001454488,0.002180653,0.001541293,0.002096461
selevation_atPoint,alien_abund,0.007381701,0.000972446,0.004860062,0.009927099,0.005446379,0.00926521,0.005737534,0.008944023,0.006127798,0.008609499
sslope_mean,alien_abund,-0.003050322,0.000657228,-0.004726377,-0.001328756,-0.004337078,-0.001745368,-0.004147309,-0.001968451,-0.003891361,-0.002209584
sN_Est,alien_abund,0.000839872,0.000508828,-0.000472347,0.002158072,-0.00017131,0.001838551,8.24E-06,0.001673642,0.000198579,0.001489634
sN_mean,alien_abund,0.006837061,0.000571063,0.005336564,0.0083101,0.005736805,0.007967937,0.005897008,0.007795354,0.006119626,0.007567859
surban_meanPerc_upstr,alien_abund,0.002151302,0.000367475,0.001207216,0.003098081,0.001423831,0.002868143,0.001546577,0.002756793,0.001690672,0.002623004
scrop_meanPerc_upstr,alien_abund,0.000921982,0.000612646,-0.000651843,0.002532307,-0.000265,0.002137197,-6.91E-05,0.001936586,0.000140758,0.001719909
scrop_Est,alien_abund,0.001651358,0.00036215,0.000734486,0.00258674,0.00095608,0.00237744,0.001060148,0.00225725,0.001190766,0.00212434
surban_Est,alien_abund,0.005605484,0.000405424,0.00460362,0.006674597,0.004837432,0.006388203,0.004952202,0.006266751,0.00508117,0.006127113
sdam_impact_score_lessthan100km,alien_abund,0.001679704,0.000401293,0.000629971,0.00274697,0.000882432,0.00246402,0.001020554,0.002337245,0.001171947,0.00219233
Intercept,native_SppRich,0.24736496,0.145697271,-0.075257304,0.579728787,-0.002408288,0.566888923,0.037592955,0.540979174,0.082446813,0.492763418
sppt_Est,native_SppRich,0.016629621,0.011561389,-0.010311976,0.047205382,-0.00410477,0.040140122,-0.000441504,0.036634401,0.003235515,0.032413297
stmax_Est,native_SppRich,0.059786593,0.013911175,0.024229359,0.089660144,0.03231525,0.082163967,0.03652236,0.079764262,0.041398154,0.077123571
sppt_mm_12moPrior,native_SppRich,-0.059679233,0.01909469,-0.109271695,-0.0079635,-0.096536951,-0.021279686,-0.090304007,-0.027548192,-0.084202554,-0.034808131
stmax_C_12moPrior,native_SppRich,0.02154576,0.038040226,-0.076749835,0.123890603,-0.053778954,0.095301495,-0.041132031,0.08596003,-0.025468763,0.073224037
sstrahler_streamOrder,native_SppRich,-0.010961698,0.009950811,-0.032479002,0.014477694,-0.029656779,0.008479455,-0.0267225,0.005302073,-0.024743995,0.0017201
saccumulation_atPoint,native_SppRich,-0.021411954,0.006016981,-0.037058923,-0.005979103,-0.033821527,-0.009324681,-0.031674837,-0.0113984,-0.029240965,-0.013923282
selevation_atPoint,native_SppRich,-0.00611927,0.020009432,-0.061358596,0.045557676,-0.04783181,0.033720381,-0.040707581,0.027160218,-0.032427506,0.019147664
sslope_mean,native_SppRich,0.072996281,0.013624334,0.037088531,0.110730475,0.046315899,0.100752044,0.05080351,0.096135893,0.056543359,0.090674037
sN_Est,native_SppRich,0.050829081,0.015467949,0.009741851,0.088841269,0.020513517,0.083738943,0.025750241,0.076747585,0.0308031,0.070026625
sN_mean,native_SppRich,0.00749082,0.017197466,-0.03787494,0.052240619,-0.027549725,0.040564693,-0.022170428,0.034728688,-0.015325422,0.02809998
surban_meanPerc_upstr,native_SppRich,-0.001810103,0.010720239,-0.024126431,0.022981927,-0.022084615,0.017739656,-0.020765818,0.014871676,-0.018812408,0.011426651
scrop_meanPerc_upstr,native_SppRich,-0.026560697,0.01527658,-0.062159746,0.013241519,-0.053326742,0.004376064,-0.049652713,-0.00049147,-0.044369888,-0.00638899
scrop_Est,native_SppRich,-0.007983057,0.007086864,-0.023606007,0.008953052,-0.020996089,0.0049382,-0.019715192,0.002914951,-0.018746499,0.000792569
surban_Est,native_SppRich,0.005189175,0.009337708,-0.017445065,0.030225816,-0.012716239,0.023850762,-0.010306019,0.020877685,-0.00666162,0.01727271
sdam_impact_score_lessthan100km,native_SppRich,-0.00193078,0.011450787,-0.028775971,0.029079983,-0.02413126,0.021272027,-0.019990961,0.017343129,-0.015424247,0.013140578
Intercept,native_abund,0.00423572,0.004947474,-0.008205735,0.017778933,-0.005300427,0.014066227,-0.00376812,0.012244676,-0.002096829,0.010509113
sppt_Est,native_abund,0.005277585,0.000231882,0.004698477,0.005872354,0.004824941,0.005732116,0.004893651,0.005660233,0.004983143,0.005575162
stmax_Est,native_abund,0.001579985,0.000266106,0.000903028,0.002268585,0.00106169,0.002103953,0.001142608,0.002016394,0.00123847,0.001916281
sppt_mm_12moPrior,native_abund,-0.002730846,0.000376808,-0.003692472,-0.001792819,-0.003457151,-0.002001012,-0.003349945,-0.002116881,-0.003220726,-0.002238846
stmax_C_12moPrior,native_abund,-0.010696118,0.000812945,-0.012811579,-0.008589151,-0.012308948,-0.009099854,-0.012024379,-0.009355505,-0.01172905,-0.009647778
sstrahler_streamOrder,native_abund,-0.001752902,0.000181396,-0.002224012,-0.001281168,-0.002116537,-0.001399363,-0.002054279,-0.001456314,-0.001984668,-0.001523734
saccumulation_atPoint,native_abund,-0.00108599,0.000143002,-0.001461133,-0.000712251,-0.001369643,-0.000805947,-0.001324453,-0.000850506,-0.00126693,-0.000903729
selevation_atPoint,native_abund,-0.00265084,0.000404998,-0.003717907,-0.001606147,-0.003451546,-0.001870511,-0.003321169,-0.001996585,-0.003169087,-0.002133394
sslope_mean,native_abund,-0.002362979,0.000288376,-0.003106938,-0.001598352,-0.002927603,-0.001794352,-0.002834474,-0.001883827,-0.002726935,-0.001997021
sN_Est,native_abund,0.001419435,0.000249133,0.00076702,0.002064831,0.000929702,0.001910293,0.001010024,0.001829211,0.001099863,0.001737984
sN_mean,native_abund,-0.000799325,0.000295427,-0.001554867,-1.32E-05,-0.001375744,-0.000209236,-0.001283389,-0.000303601,-0.001175722,-0.000418076
surban_meanPerc_upstr,native_abund,0.001577133,0.000194422,0.001069754,0.002075987,0.001193851,0.001949577,0.001257573,0.001890165,0.001327385,0.001825041
scrop_meanPerc_upstr,native_abund,0.001981824,0.000272997,0.001280278,0.00268623,0.001450216,0.002515633,0.001534389,0.002427443,0.001627601,0.002328855
scrop_Est,native_abund,-4.12E-05,0.000208518,-0.000580434,0.000494437,-0.000449392,0.000375158,-0.000387435,0.000304424,-0.000308831,0.000226649
surban_Est,native_abund,-9.11E-05,0.000225916,-0.000675888,0.000496405,-0.000526915,0.000351629,-0.00046458,0.000281161,-0.000382053,0.000198304
sdam_impact_score_lessthan100km,native_abund,0.000480589,0.000217164,-6.65E-05,0.001031163,5.84E-05,0.000907358,0.000125436,0.000839501,0.000201123,0.000757472
Intercept,EPT_SppRich,0.059481005,0.04830014,-0.070130096,0.183384754,-0.03974075,0.152829354,-0.020523069,0.137532696,-0.001849288,0.119901109
sppt_Est,EPT_SppRich,0.018687972,0.008355634,-0.002652505,0.040032603,0.002750542,0.035132599,0.00499922,0.032274528,0.007852372,0.029359717
stmax_Est,EPT_SppRich,0.004622738,0.008897412,-0.018495961,0.026862107,-0.012703691,0.022045657,-0.010186974,0.019333036,-0.006702573,0.016012133
sppt_mm_12moPrior,EPT_SppRich,-0.028306138,0.014665693,-0.067531318,0.009755028,-0.057076731,0.000371316,-0.052200132,-0.004327443,-0.047072306,-0.009735786
stmax_C_12moPrior,EPT_SppRich,0.023234853,0.019712359,-0.027255473,0.074409499,-0.015139445,0.062447503,-0.008924343,0.055735442,-0.001986369,0.048935919
sstrahler_streamOrder,EPT_SppRich,0.00701558,0.007857384,-0.013512764,0.027258744,-0.008833517,0.022506038,-0.005907711,0.019855717,-0.002970048,0.017104444
saccumulation_atPoint,EPT_SppRich,-0.012817676,0.00697326,-0.031032753,0.00587064,-0.026203169,0.000842024,-0.02411109,-0.001349189,-0.021666961,-0.003857399
selevation_atPoint,EPT_SppRich,-0.008818275,0.011964146,-0.039379721,0.022071468,-0.031720037,0.014970365,-0.028498987,0.011403168,-0.024307323,0.006556248
sslope_mean,EPT_SppRich,0.014348853,0.009601032,-0.010443966,0.040151915,-0.004339489,0.033345124,-0.00119793,0.030269544,0.002107482,0.026708417
sN_Est,EPT_SppRich,0.036910169,0.009666673,0.01183518,0.062007012,0.018404325,0.056135671,0.021097378,0.052863114,0.024441865,0.049188289
sN_mean,EPT_SppRich,0.02478433,0.013045909,-0.007873492,0.058684713,-0.000431353,0.050341129,0.00324614,0.046308142,0.008131831,0.041749797
surban_meanPerc_upstr,EPT_SppRich,-0.003524261,0.007804637,-0.024281761,0.016436154,-0.018843223,0.0113502,-0.016473788,0.009304931,-0.013573289,0.006507131
scrop_meanPerc_upstr,EPT_SppRich,-0.023388442,0.010906853,-0.050800667,0.004276386,-0.044829115,-0.002034795,-0.041547761,-0.005527016,-0.037523004,-0.009306151
scrop_Est,EPT_SppRich,0.008844053,0.007166043,-0.009779073,0.027462283,-0.005184761,0.022616264,-0.003106406,0.020481241,-0.000455649,0.017894929
surban_Est,EPT_SppRich,0.007143541,0.008477983,-0.013891898,0.028735719,-0.009360014,0.024074896,-0.006784589,0.021556933,-0.003661044,0.018097204
sdam_impact_score_lessthan100km,EPT_SppRich,-0.008804351,0.006698539,-0.025704379,0.007793056,-0.021795326,0.004147688,-0.019690212,0.002215276,-0.017528463,-9.34E-05
Intercept,EPT_abund,0.010981628,0.005007849,-0.003685841,0.023901029,0.000370149,0.020355686,0.00228136,0.018777733,0.004565035,0.017040181
sppt_Est,EPT_abund,0.002325995,0.001551163,-0.00168099,0.006241182,-0.000739096,0.005381069,-0.000241887,0.004902405,0.000334494,0.004323895
stmax_Est,EPT_abund,-0.001722871,0.001562521,-0.005901994,0.002249248,-0.00481492,0.001336868,-0.004313816,0.000826257,-0.003734236,0.00026713
sppt_mm_12moPrior,EPT_abund,-0.001678435,0.002560752,-0.008254979,0.004901857,-0.00657592,0.003318453,-0.005842156,0.002496827,-0.00494779,0.001610276
stmax_C_12moPrior,EPT_abund,0.005703536,0.00302287,-0.002360553,0.013477076,-0.000291193,0.011627385,0.000769734,0.010641739,0.001876173,0.009606142
sstrahler_streamOrder,EPT_abund,0.000297184,0.001478765,-0.003573596,0.004179062,-0.002583402,0.003233698,-0.002119692,0.002731525,-0.001590832,0.002200666
saccumulation_atPoint,EPT_abund,-0.000711993,0.0013663,-0.004183076,0.002781529,-0.003402758,0.001937189,-0.002975319,0.001523798,-0.002476083,0.001050193
selevation_atPoint,EPT_abund,0.000852479,0.001967636,-0.004227712,0.006027201,-0.003013356,0.004699421,-0.002393808,0.004046856,-0.001665353,0.00336446
sslope_mean,EPT_abund,-0.000759977,0.001793793,-0.005454563,0.003823226,-0.004280518,0.002758193,-0.003723691,0.002155199,-0.003048398,0.001528295
sN_Est,EPT_abund,0.002249749,0.001686514,-0.00221123,0.006632807,-0.000996708,0.00559472,-0.000476023,0.005040839,0.000113511,0.00440582
sN_mean,EPT_abund,-0.002918589,0.002408103,-0.009013078,0.003263918,-0.007638711,0.00186061,-0.006850975,0.001059839,-0.005959509,0.000159378
surban_meanPerc_upstr,EPT_abund,0.000605299,0.001446184,-0.003122369,0.004315115,-0.002213421,0.003414586,-0.001782153,0.002946711,-0.001273996,0.002467736
scrop_meanPerc_upstr,EPT_abund,-0.001352681,0.002059334,-0.006611438,0.003908261,-0.005372421,0.002639682,-0.004720763,0.002035726,-0.003982806,0.001299129
scrop_Est,EPT_abund,0.003556811,0.001422371,-0.000104678,0.00719654,0.000770897,0.006335334,0.001226451,0.005898915,0.001754102,0.005390437
surban_Est,EPT_abund,0.004536439,0.001617664,0.00031276,0.008721482,0.0013889,0.007756747,0.001905333,0.007206138,0.002491348,0.006610095
sdam_impact_score_lessthan100km,EPT_abund,-0.002448293,0.001290768,-0.0058122,0.000901227,-0.004971224,8.13E-05,-0.004581908,-0.000329378,-0.004086893,-0.000787372
Intercept,insect_SppRich,0.153754362,0.080595571,-0.068901344,0.370890824,-0.00739709,0.31083267,0.023388053,0.288692513,0.053427113,0.252910868
sppt_Est,insect_SppRich,-0.000998629,0.006222528,-0.016534477,0.0148523,-0.01299744,0.011269221,-0.011110184,0.009343496,-0.008996046,0.007133325
stmax_Est,insect_SppRich,0.019413526,0.00771015,-0.000139981,0.039671334,0.004508646,0.034553139,0.00684008,0.032057049,0.009506702,0.029273903
sppt_mm_12moPrior,insect_SppRich,-0.011757586,0.010539886,-0.038692558,0.015171776,-0.032122407,0.009092431,-0.029546888,0.005935417,-0.025426905,0.001555995
stmax_C_12moPrior,insect_SppRich,0.032943691,0.014525163,-0.005729438,0.069193062,0.003903936,0.061068622,0.009044542,0.056468817,0.014485565,0.051682554
sstrahler_streamOrder,insect_SppRich,-0.004334816,0.004341283,-0.015345288,0.00672067,-0.012936558,0.004134557,-0.011543763,0.002835484,-0.009887706,0.001257533
saccumulation_atPoint,insect_SppRich,-0.007728946,0.003336175,-0.016206038,0.000465885,-0.014184363,-0.000835688,-0.01319558,-0.002128274,-0.011974454,-0.003430443
selevation_atPoint,insect_SppRich,0.004018955,0.008248961,-0.017376285,0.025335899,-0.012100461,0.020155888,-0.009662436,0.017552752,-0.006553523,0.014793243
sslope_mean,insect_SppRich,0.001884428,0.005792302,-0.012824679,0.016336264,-0.009295528,0.014015869,-0.007512891,0.011601515,-0.005465922,0.00928208
sN_Est,insect_SppRich,0.04096711,0.009645188,0.015074798,0.064789459,0.02160784,0.05936495,0.024848589,0.056448169,0.028454861,0.053264791
sN_mean,insect_SppRich,0.026384642,0.009573316,0.000309404,0.051218434,0.007294084,0.045066998,0.010402929,0.041900867,0.014229354,0.038519288
surban_meanPerc_upstr,insect_SppRich,-0.009539023,0.004019094,-0.019763153,0.000705035,-0.01757374,-0.001763823,-0.016344131,-0.003026756,-0.014667288,-0.004412013
scrop_meanPerc_upstr,insect_SppRich,-0.056416765,0.007402631,-0.075257107,-0.037806435,-0.070943736,-0.042225299,-0.068430511,-0.044429464,-0.066094885,-0.046931463
scrop_Est,insect_SppRich,0.00220634,0.003104069,-0.005443739,0.010589259,-0.00380712,0.008287575,-0.002835391,0.007368299,-0.001809587,0.006199758
surban_Est,insect_SppRich,0.005739403,0.004625158,-0.006024922,0.017611594,-0.003351089,0.014857421,-0.001882831,0.013415816,-0.000210397,0.011712307
sdam_impact_score_lessthan100km,insect_SppRich,-0.027527466,0.00401381,-0.037606485,-0.017052138,-0.035397242,-0.019693394,-0.034051718,-0.020833659,-0.032556003,-0.022364809
Intercept,insect_abund,0.008468428,0.004667177,-0.003862182,0.021147239,-0.000898079,0.017560021,0.000743516,0.015889154,0.002613499,0.014368459
sppt_Est,insect_abund,0.001351904,0.000227248,0.000772429,0.001943566,0.000910183,0.001795803,0.000982152,0.001728261,0.001060616,0.001643609
stmax_Est,insect_abund,-0.000461023,0.000286849,-0.001178644,0.000273965,-0.001021514,0.000107148,-0.000933319,9.96E-06,-0.000830922,-8.94E-05
sppt_mm_12moPrior,insect_abund,-0.002407133,0.000339701,-0.003282005,-0.001571862,-0.003066091,-0.001744085,-0.002965165,-0.001838546,-0.002838566,-0.001964372
stmax_C_12moPrior,insect_abund,0.002709509,0.000484911,0.00149238,0.003949915,0.001762229,0.003651573,0.001912263,0.00351619,0.002092112,0.003330938
sstrahler_streamOrder,insect_abund,0.001520705,0.000180502,0.001061161,0.001976531,0.001173479,0.001872656,0.00122784,0.001817916,0.001286408,0.001754599
saccumulation_atPoint,insect_abund,-0.001526348,0.000194572,-0.002031337,-0.001037267,-0.001902201,-0.001147431,-0.001845625,-0.00120472,-0.001774517,-0.001271361
selevation_atPoint,insect_abund,0.001286768,0.000273951,0.000576452,0.001972005,0.000748911,0.001823498,0.000836659,0.001741385,0.000937574,0.001636567
sslope_mean,insect_abund,0.000796489,0.000210855,0.000243688,0.001343413,0.000383887,0.001203984,0.000449045,0.001140683,0.000525491,0.001062595
sN_Est,insect_abund,0.003267026,0.000269585,0.002582474,0.003962738,0.002747733,0.00379097,0.002821022,0.003705871,0.002916953,0.003609433
sN_mean,insect_abund,5.43E-05,0.000295078,-0.000691466,0.000803354,-0.000539113,0.000611804,-0.000436184,0.000525754,-0.000330095,0.000432957
surban_meanPerc_upstr,insect_abund,0.001736139,0.000170724,0.001306495,0.002177852,0.001402354,0.002071785,0.001452724,0.002014336,0.001517515,0.001953535
scrop_meanPerc_upstr,insect_abund,0.000194369,0.000250011,-0.000448729,0.000830689,-0.000298168,0.000683499,-0.000219867,0.000605784,-0.000124964,0.000517391
scrop_Est,insect_abund,0.002526857,0.000199461,0.002018102,0.003031991,0.002138075,0.002912806,0.00220164,0.002857197,0.002270726,0.002781577
surban_Est,insect_abund,0.001274181,0.000235542,0.000680999,0.001894714,0.000819203,0.001737508,0.00088391,0.001668469,0.000976476,0.00158074
sdam_impact_score_lessthan100km,insect_abund,-0.002109859,0.000157416,-0.002517538,-0.001700072,-0.00241575,-0.001797967,-0.002369536,-0.001850479,-0.002309827,-0.00190641
