"","Response","StartYear","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"36","abundance","2012",-0.0150804173361763,0.0194115990366297,-0.0793583984798371,0.0438415634289733,-0.0550260074773678,0.0243347860758925,-0.0455011601121343,0.0164794047265957,-0.0367883906962564,0.00813330764542475
"37","abundance","2013",-0.00792314243802886,0.039797357018945,-0.0887403781418481,0.166423262898665,-0.062721351465827,0.137253999091928,-0.052493620966954,0.0563961172684791,-0.0428184924566692,0.0291015411528659
"38","abundance","2014",-0.0103940183427812,0.0382237075544627,-0.125888421803518,0.112576690370986,-0.0900129194276906,0.0667513588202054,-0.0720759978168053,0.0506625611305286,-0.0561426663149322,0.0346594970702146
"39","alien_SppRich","1977",-0.104202838962637,1.43324390392029,-4.49962578589872,3.73511788276787,-4.05814419679769,2.6708288240835,-2.59749796643768,2.03885905583381,-1.94711834904343,1.49699829330632
"40","alien_SppRich","1978",0.0917627879834486,1.26949683173442,-3.82796150436399,3.97574377241556,-2.64423264841378,2.74783217488289,-2.05308312061148,2.21354794388545,-1.41081898444246,1.6395121162238
"41","alien_SppRich","1979",0.113287942682411,1.30959499131735,-3.87785777519854,4.31730709706594,-2.60672287641657,2.91559255040874,-2.01146977178916,2.54046080957319,-1.41529565518537,1.72259632402164
"42","alien_SppRich","1980",-0.156603765359691,1.33034067119395,-4.0323502402145,3.64900120760613,-3.68041309027031,2.48182632554709,-2.93998436692694,1.79858146941057,-1.7147491851592,1.29532169301354
"43","alien_SppRich","1981",0.0122503724554778,1.24734123411819,-3.80639696876936,3.85890105370391,-2.62723227781242,3.09831141803642,-2.09562468713493,2.10735159916796,-1.47142970358767,1.38175663398186
"44","alien_SppRich","1982",-0.030912550601281,1.104753610179,-3.57357309135549,3.2492380624866,-2.5296728448034,2.26133691027767,-1.98709971792961,1.77430433923632,-1.32319260527657,1.25417615418975
"45","alien_SppRich","1983",0.136840711999809,1.26324195506011,-3.56847626243518,4.75534332327801,-2.43741817085433,2.88203650372808,-1.8759427926688,2.20373025321745,-1.28686047370366,1.5020736165492
"46","alien_SppRich","1984",0.0914621847082891,1.1913432402846,-3.39537858202064,3.94846698951564,-2.32883047475784,2.76274263864259,-1.84871235759746,2.14436684793887,-1.34826529712074,1.54808344375668
"47","alien_SppRich","1985",0.0883772595739184,1.14310212032456,-3.39607396167792,3.39228576791213,-2.37432779301355,2.40599870598412,-1.89534695530751,1.96887016298747,-1.28846895182019,1.45120814958894
"48","alien_SppRich","1986",0.107961497552778,1.20819929388625,-3.94474101397198,3.54744623826078,-2.65384708064356,2.59987649073665,-1.97399024947998,2.09241939464374,-1.32984585752828,1.53025630240523
"49","alien_SppRich","1987",0.151682476527239,1.18671437201843,-3.39823216134968,3.6512156605679,-2.46627587611745,2.58080311420448,-1.8687564485809,2.20794930962403,-1.28326653865508,1.6514696255007
"50","alien_SppRich","1988",0.00529849331443863,0.00545800479062697,-0.00709987245093891,0.0149072722573014,-0.00647524616569428,0.0145563720563876,-0.00446335649508308,0.0140651479927934,-0.00142894252020492,0.0132234474298635
"51","alien_SppRich","1989",-0.00247169967879107,0.00175758400825589,-0.00666491517427236,0.000366449428703405,-0.00640501307058924,-4.73447899993781e-05,-0.00612902664112516,-0.000326958200682755,-0.00543826516890412,-0.000538787028186968
"52","alien_SppRich","1990",0.00267232622377395,0.00186867906177862,3.8297001835689e-05,0.00688546948202134,0.000173544713348585,0.0066771274203044,0.00027494377927991,0.00651899856820841,0.00071228792398798,0.00604421433384894
"53","alien_SppRich","1991",-0.000521258197984424,0.00287860118142733,-0.00431623272828041,0.00491764080138437,-0.00410747491722501,0.00450117584353739,-0.00394256906945563,0.00403313977745274,-0.00375459373473065,0.00376281799370141
"54","alien_SppRich","1992",-0.000888391083649117,0.00277810819458659,-0.00608801287841394,0.00306270225025178,-0.005657941378361,0.00287593060126184,-0.00504693794189864,0.00270912066727956,-0.00423596449465073,0.00215889754498327
"55","alien_SppRich","1993",-0.000410973080057657,0.00190417627376878,-0.00415175135297566,0.00388003300539562,-0.00386290407290654,0.00352865479794255,-0.00356183474970295,0.00316627335819391,-0.00274274793529344,0.00274374700703336
"56","alien_SppRich","1994",-0.00120208418436989,0.00178332086455,-0.00477775771104627,0.00181908780169831,-0.00463689735590809,0.00155999279692079,-0.00449332570345905,0.00141829061195005,-0.00382508396036334,0.000975812733181604
"57","alien_SppRich","1995",-0.0010257492047532,0.00105914442062758,-0.00267399479940431,0.00176635120952598,-0.00254250969937703,0.00156224388790499,-0.00236008182039304,0.0014425684830098,-0.00209728270931512,0.000971607838638273
"58","alien_SppRich","1996",-0.000255016922763372,0.00124573647332013,-0.00253915393678483,0.00282197782053851,-0.0023626562476954,0.00234139992101656,-0.00209878762607821,0.00183788601944288,-0.00185252824463169,0.00150278357372114
"59","alien_SppRich","1997",0.00141685724611778,0.00170989996619415,-0.001836159307153,0.00398266944197807,-0.00168982874716248,0.00382013958066112,-0.00161302374596441,0.0033517843815392,-0.00149744494242246,0.00316639696111912
"60","alien_SppRich","1998",-0.000793164300789138,0.000659533985487157,-0.00269890433410519,0.00026664836862901,-0.00228124257251217,0.000103783894565321,-0.00206705562756772,2.67989881847924e-05,-0.00188316174621845,-7.29395027201928e-05
"61","alien_SppRich","1999",-0.000396613347628387,0.000774110859307939,-0.00203301817516279,0.00119298284466774,-0.0018157871960861,0.00105270448851194,-0.00166035292068768,0.000736824770171007,-0.00151265917147662,0.000553731521802784
"62","alien_SppRich","2000",-0.00160630563725751,0.00207578104094655,-0.00436193970880773,0.002480922627226,-0.00420791223368292,0.00227903022741239,-0.0040233741653299,0.00218836437330631,-0.00374039515476095,0.00200590626738368
"63","alien_SppRich","2001",-0.000960096495982859,0.00143047312693247,-0.00354920620334087,0.00153776319082715,-0.00343777454687852,0.00131534355696915,-0.00334532780985989,0.00119142018024985,-0.00309956490928878,0.000851164167155597
"64","alien_SppRich","2002",0.00131309702317754,0.00157188254507912,-0.0014218382639196,0.0044018997670799,-0.000966301219955972,0.00425589902880936,-0.000596663161540107,0.00411020222182382,-0.000457767777711319,0.00377137763595193
"65","alien_SppRich","2003",0.00128238119669892,0.00115101104413601,-0.00113462665926624,0.00367730147474252,-0.000862818450464504,0.00322266162194511,-0.000694179876876197,0.00299500764011723,-0.00051945971101961,0.00273703345239068
"66","alien_SppRich","2004",2.04277961913252e-05,0.00141004211991429,-0.00231896569486356,0.00264735531065663,-0.0021612828704418,0.00248568150847854,-0.00201681885850712,0.0023138101439359,-0.00183120710088053,0.00203091830886997
"67","alien_SppRich","2005",0.00096271730971513,0.00174347248507508,-0.00234385776707718,0.0049551055226274,-0.00172626344377708,0.00467600085381273,-0.00151328793797204,0.00419277234193656,-0.00130710961246356,0.00341866389924254
"68","alien_SppRich","2006",-0.00177255698512725,0.00133411594570278,-0.0037989346909937,0.00119106717469983,-0.0036228731419629,0.000942890158765478,-0.00351486215546376,0.00077171773043453,-0.00333049282624055,5.04665698980458e-05
"69","alien_SppRich","2007",-0.000274148819261918,0.00256095956585803,-0.00509340838063584,0.0035056429430617,-0.00493470526921042,0.00338408294095695,-0.00480893478192528,0.00329185370037213,-0.0044834638369836,0.00310316573188279
"70","alien_SppRich","2008",0.000311637299705699,0.00243687393114278,-0.00323325584961037,0.00488166784916033,-0.00291137032481838,0.00466003629032543,-0.00272236114110475,0.00428382241100385,-0.00242652528196502,0.00391460225715954
"71","alien_SppRich","2009",-0.000364957161427765,0.001109431153537,-0.00305388925984917,0.00149178496445981,-0.00276566800603084,0.0012822199600108,-0.00260319352470879,0.00118493421972262,-0.00174316208199971,0.00100090379382001
"72","alien_SppRich","2010",-0.000223013616700384,0.00207467954667037,-0.00295915251437879,0.0034956362713698,-0.00284916381214455,0.00337094015090691,-0.00270961978279077,0.00328414100103221,-0.00241832910450635,0.0031269208621424
"73","alien_SppRich","2011",-0.000669651105306035,0.00160927187335759,-0.00382984217662395,0.00191159312119512,-0.00349070923041938,0.00159986266246768,-0.00327712172310132,0.00143659856484974,-0.00309388061774567,0.00118186520262327
"74","alien_SppRich","2012",-0.000997526821342681,0.00150038756277824,-0.00333714557752297,0.00349571973265751,-0.00312946873955387,0.0031156338729547,-0.00293037573546837,0.00182374811100663,-0.00266471238428265,0.000831992367398749
"75","alien_SppRich","2013",-0.000135459538490657,0.00290597893863697,-0.0050757657989669,0.00613613340916708,-0.0046894156006544,0.00559525953592705,-0.00400253402215745,0.00515303868289855,-0.00334762883156798,0.0042040157450668
"76","alien_SppRich","2014",-0.00328129357856627,0.00343723912973963,-0.00983313279704755,0.0022481092777516,-0.00944532101492344,0.00196540516492707,-0.00912194313166272,0.00152057458024531,-0.00861059045232261,0.00121216426398137
"77","E10","1990",-0.00165176224123721,0.00944848523701754,-0.0308408139476824,0.0352814746792142,-0.0200382167575184,0.0178729751791696,-0.0157066857181395,0.0135517644902613,-0.0115321776503241,0.00918409559417167
"78","E10","1991",-0.00204129161550779,0.00728831936076648,-0.0248052487751911,0.0196614462623686,-0.0170744796397661,0.0133628759159236,-0.0135617373216173,0.00998409317534056,-0.0101029925603932,0.00657600049749738
"79","E10","1992",-0.00343423514974277,0.00513077095743574,-0.0199068033102017,0.0131992389474323,-0.0141050192518407,0.00688818025167484,-0.0116255159005435,0.00470579326821037,-0.0094014584600721,0.00249637863199072
"80","E10","1993",-0.00126079575544151,0.00428209472839519,-0.0159680876628343,0.0108715810301715,-0.0104264951946658,0.00691062577855701,-0.00841659404275519,0.00517489239423584,-0.00633609050155456,0.00362879679046993
"81","E10","1994",-0.00351000508814313,0.00370729583964317,-0.0139490559999687,0.00793229937719397,-0.0111358607283301,0.00393191738881288,-0.00967746708192534,0.00238478705864939,-0.00803296544878964,0.000844839808068214
"82","E10","1995",-0.00352393787821489,0.00387384045297464,-0.0144293686871853,0.00887878752990454,-0.0110878160618604,0.00466916317091815,-0.00974953784291256,0.00273502805329814,-0.00822044709600391,0.00107587011594433
"83","E10","1996",-0.00499605939504156,0.00346618168392068,-0.0150140061764025,0.00482688527338296,-0.0118227666619453,0.00203144423939757,-0.0105269911702554,0.000681179185206642,-0.00916683234772097,-0.000727130625504664
"84","E10","1997",-0.00255312900542399,0.00422765358501211,-0.0146231893013444,0.0105848475332989,-0.0111491790146786,0.00610506865974003,-0.00918092257965033,0.00436212739650651,-0.00751385971973106,0.00259477698065492
"85","E10","1998",-0.00434295493341456,0.0045079669895449,-0.0169066654441269,0.00935095727459593,-0.0129243934348737,0.00565483445152229,-0.0111094327898331,0.00349867649335928,-0.00952967539823635,0.00119979623251615
"86","E10","1999",-0.00335576768869769,0.00485529417603311,-0.0167586958971865,0.0133754547436254,-0.0123926975774572,0.00728625469251312,-0.010833255279563,0.00464295548824985,-0.00901183937477097,0.00260536988633507
"87","E10","2000",-0.00193550782493965,0.00485922044443188,-0.0148180798274493,0.0149735106180153,-0.010863933566083,0.00876501648463653,-0.00904663030011982,0.00647894552936397,-0.00748732108244183,0.00407517269501215
"88","E10","2001",-0.000991866914881968,0.00347994871978207,-0.0102274162529983,0.0100277446225664,-0.00752575905220123,0.00679727548075177,-0.00617228730212727,0.00517699353262836,-0.00495989105467214,0.00340164908707587
"89","E10","2002",0.000571844021023946,0.00416922132023161,-0.0167592583492443,0.0125495532249804,-0.00774424572297678,0.00842153000242958,-0.00581313223756924,0.00678873777545167,-0.0038885777373359,0.00528873331501875
"90","E10","2003",0.00131999814890059,0.00340702891728629,-0.00867571660952582,0.0112266906484274,-0.00535883669326202,0.00838110551180381,-0.00406032240856626,0.00704462233793992,-0.00265476866267961,0.00549331736228156
"91","E10","2004",-0.000416188771820658,0.00329980883770976,-0.00967453276673306,0.010247975378138,-0.0065091989428292,0.00696041204578221,-0.00537444376899024,0.00518066287686578,-0.00425413786563767,0.00363453848185687
"92","E10","2005",-0.00153746229364861,0.00414659586248091,-0.0125962262407011,0.0116079107777634,-0.00941171125186323,0.00740179463166184,-0.00796904089752759,0.00549669229183355,-0.00639221434585743,0.00360671451749315
"93","E10","2006",-0.00233739759751222,0.00471005739758068,-0.0218335159742433,0.0124703352275435,-0.0131262129775742,0.00679202802823948,-0.00866948695106655,0.00460661957548537,-0.00657454940880971,0.00236933967764365
"94","E10","2007",-0.00191338160420914,0.0050733637716236,-0.0173698524966883,0.0130980343167871,-0.0117012037795419,0.0086369182312845,-0.00967234870530333,0.006686950474961,-0.00772378486060083,0.00446621462014593
"95","E10","2008",-0.00059082457786602,0.00370721133049962,-0.0115209147819078,0.0111190112390945,-0.00779517263278299,0.00728328302229844,-0.00624355458348222,0.00576163121563938,-0.00481190710219957,0.00398345639388369
"96","E10","2009",-0.00139749753471377,0.00352981474591982,-0.0106019655279262,0.0148726142515673,-0.007333421115605,0.00695477961589636,-0.00607248613197139,0.00460667379027468,-0.00502009591039102,0.00267293983338494
"97","E10","2010",2.53868783002023e-07,0.00369461739646708,-0.00999830848136782,0.0123935954002764,-0.00689037996608615,0.00820682935232117,-0.00555465302631909,0.0062570680750881,-0.00427335066539273,0.0044480148501265
"98","E10","2011",0.000840261725193732,0.00416947924172223,-0.0117090497705285,0.0145180785163086,-0.0076577535974361,0.00944715341323789,-0.00593514123865245,0.00748264698890979,-0.0040004406877108,0.00568273899826608
"99","E10","2012",0.000359434777164747,0.00587452359960432,-0.0173742874956003,0.0225113664333976,-0.0115648454256786,0.0125814714283653,-0.00880442147933087,0.00950636413872702,-0.00638910944632244,0.00671932691882788
"100","E10","2013",0.00241971064296382,0.0148712868708021,-0.0554220343776626,0.0440659368334618,-0.0342826878485936,0.0252742511505757,-0.0235599557161985,0.0205285961287215,-0.0140611910003994,0.0161993967221249
"101","E10","2014",0.00452283947117642,0.0187799978481706,-0.0587719307914177,0.0644804845665422,-0.0358020781482888,0.043026768551675,-0.0262608896942474,0.0346469596558637,-0.0175771430034125,0.0254352362035544
"102","F_to","1990",-0.00976775976769683,0.0359110951324634,-0.131858949046232,0.114078102914316,-0.0867153060223009,0.0689287220634113,-0.0655026131137698,0.0481830273780861,-0.0488230066817374,0.0302675880928631
