"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"79","saccumulation_atPoint","func_turnover",0.000958890846923944,0.00170527380414192,-0.00352446359439828,0.00543616227691654,-0.00238728338694165,0.00433604776803847,-0.00180832861508602,0.00374963996582481,-0.00117865266615522,0.00313446484491916
"80","selevation_atPoint","func_turnover",-0.000381933064080174,0.00262457880387511,-0.00732403292604865,0.00616843445647516,-0.00550830882571699,0.00464379767821824,-0.00469952196207752,0.00387151380555171,-0.00376321116148564,0.00295854761576319
"81","sslope_mean","func_turnover",0.0015241957013165,0.00212480339813531,-0.00399809259308879,0.0071501526466714,-0.00261293095914755,0.00573490520546912,-0.00196351120246032,0.00507608759848118,-0.00118970761404707,0.00422162904754913
"82","surban_meanPerc_upstr","func_turnover",-0.000119155942297642,0.00169515045180332,-0.00462298200745463,0.00435561719032978,-0.00349452395517832,0.0032148419809369,-0.00291885340236445,0.00267481633343445,-0.00228080565569372,0.00204253833894584
"83","scrop_meanPerc_upstr","func_turnover",0.00719654471820987,0.00231987052240359,0.00127652540830252,0.0131350763852612,0.00265687708805674,0.0117384586648912,0.00339935141883427,0.0110491586634402,0.00426259258806344,0.0102096075530746
"84","sdam_impact_score_lessthan100km","func_turnover",0.000301557917172254,0.00160061626297649,-0.00403773685799275,0.00444852449396952,-0.00283156608792596,0.00341750429336032,-0.00234254445469199,0.0029254089431426,-0.00173523903148036,0.00232717947084256
"85","Intercept","func_rich",0.0115739641771312,0.00603299787415456,-0.00570281560186358,0.02792488536608,-0.000878000989179528,0.023182392766715,0.00152607819648083,0.0211873196032648,0.00398025191784878,0.0189453667058222
"86","sppt_Est","func_rich",-0.00155014018438904,0.00129558966641588,-0.00485752969761905,0.00178218941905615,-0.00411832418535479,0.000995929980310051,-0.00369879671756579,0.000578688884359784,-0.00322669186543493,0.000104295128636042
"87","stmax_Est","func_rich",-0.00391761262724026,0.00132092768893633,-0.00729957561991534,-0.000601940138088341,-0.00650835620404551,-0.00135550779327738,-0.00610440386998947,-0.00177699055234179,-0.00562630038241647,-0.00222328405491439
"88","sppt_mm_12moPrior","func_rich",0.000247488791312796,0.00216688859449069,-0.00528042619521425,0.0060689419162557,-0.00388321873585678,0.00455610112021251,-0.00329606282341475,0.0038490036096364,-0.00253449812248479,0.00303894146520032
"89","stmax_C_12moPrior","func_rich",0.00420138304652166,0.00276927537931515,-0.00284466364485475,0.011468827362563,-0.00110967727252001,0.00983969720873846,-0.000258775095062769,0.0088193266723915,0.000691719550931262,0.00778834099186046
"90","sstrahler_streamOrder","func_rich",0.00219150293953759,0.00122412963528701,-0.00096764278047601,0.0053524325821961,-0.000236844709534527,0.00458939787248023,0.000175622811494876,0.00417530157260066,0.000621752347536941,0.00375485775486051
"91","saccumulation_atPoint","func_rich",-0.000864565621165399,0.00115132894354003,-0.00380177085388576,0.00205470915530978,-0.00309367102288657,0.0013885500092371,-0.00273855359942642,0.00100561436146019,-0.00235201206791317,0.000622853564289837
"92","selevation_atPoint","func_rich",-0.000115379967333711,0.00181036067984452,-0.00462449786793461,0.00451674280122154,-0.0035906685367471,0.00346377065614242,-0.00302238714308775,0.00293646343768094,-0.00240370975124541,0.00226895445569703
"93","sslope_mean","func_rich",0.00244276488047673,0.00148618957192616,-0.00141702574488852,0.00632046944090012,-0.000415338948024949,0.00530914784946308,2.91021667111607e-05,0.00489012996943115,0.000564258218765983,0.00435174088858263
"94","surban_meanPerc_upstr","func_rich",-0.000240030599851059,0.00116410545807678,-0.00325141924033872,0.00274208412107712,-0.00252627434835512,0.00204732979227253,-0.00216138313253412,0.00166735773120808,-0.00171855976998183,0.00124066695369869
"95","scrop_meanPerc_upstr","func_rich",-0.00201901295886392,0.00159641613845297,-0.00607928301009079,0.00201213961346141,-0.00510760679640159,0.0011112259989725,-0.00464292268768446,0.000622501512789447,-0.00406484196848484,4.77045062751863e-05
