"","site","tmax_Est"
"201",100000205,0.0200545370214847
"202",100000206,0.0445799731126284
"203",100000207,0.0231064789104908
"204",100000208,0.0330866944448851
"205",100000209,0.0429572656335159
"206",100000210,0.0352625153777856
"207",100000211,0.0397571942668165
"208",100000212,0.0365618944333804
"209",100000213,0.0276905124650726
"210",100000214,0.0373585121881888
"211",100000215,0.0164746492866218
"212",100000216,0.0394374597961153
"213",100000217,0.0427641656263976
"214",100000218,0.0370100999752485
"215",100000219,0.0394616740793489
"216",100000220,0.0313120892590377
"217",100000221,0.046278561740555
"218",100000222,0.040007733162314
"219",100000223,0.0312418554777806
"220",100000224,0.0321554858074132
"221",100000225,0.0401344916415009
"222",100000226,0.0372935325926835
"223",100000227,0.0411722312754765
"224",100000228,0.0415285530254342
"225",100000229,0.042447038157544
"226",100000230,0.0385308599811191
"227",100000231,0.0428691111862012
"228",100000232,0.0420055487378072
"229",100000233,0.0473043155621521
"230",100000234,0.0409848227382098
"231",100000235,0.041351456645545
"232",100000236,0.0407977885109563
"233",100000237,0.0355894614382927
"234",100000238,0.0412578241939056
"235",100000239,0.0302817358226671
"236",100000240,0.0352402610982879
"237",100000241,0.0328950575809038
"238",100000242,0.0312060080563653
"239",100000243,0.0292162635947258
"240",100000244,0.0389636491761689
"241",100000245,0.0398767438665762
"242",100000246,0.0239690602517321
"243",100000247,0.0356842713095669
"244",100000248,0.0305738596576524
"245",100000249,0.0276403802117451
"246",100000250,0.0214340636920439
"247",100000251,0.0197379217326371
"248",100000252,0.0393479306676303
"249",100000253,0.0229996322392084
"250",100000254,0.0371088959762049
"251",100000255,0.0316548489294172
"252",100000256,0.0224226510831997
"253",100000257,0.0204819330336315
"254",100000258,0.0272990002595075
"255",100000259,0.0206293936837159
"256",100000260,0.0308591322859168
"257",100000261,0.0295938997016888
"258",100000262,0.0321011997988447
"259",100000263,0.0249899241828269
"260",100000264,0.025584572740514
"261",100000265,0.0269266717238733
"262",100000266,0.0228556082762723
"263",100000267,0.0291325624332865
"264",100000269,0.0362316386412407
"265",100000270,0.0274601201333714
"266",100000271,0.0312901255261602
"267",100000272,0.0333073158180887
"268",100000273,0.0418837013992679
"269",100000274,0.0416740022439498
"270",100000275,0.0422243150233553
"271",100000276,0.0381078938292109
"272",100000277,0.0375007612758511
"273",100000278,0.024742328233913
"274",100000279,0.0356686490370614
"275",100000280,0.034864314174032
"276",100000281,0.0361648309895168
"277",100000282,0.0252473450068138
"278",100000283,0.0358862628807573
"279",100000284,0.0290510769321627
"280",100000285,0.0254345343358008
"281",100000286,0.0162055904240078
"282",100000287,0.0353824619920992
"283",100000288,0.0231466841722326
"284",100000289,0.0289187449183154
"285",100000290,0.0325546504240264
"286",100000291,0.0343681643969052
"287",100000292,0.0371836212904677
"288",100000293,0.0389332155247012
"289",100000294,0.0384924455610486
"290",100000295,0.0368115030559611
"291",100000296,0.0379331258783671
"292",100000297,0.0382394723846193
"293",100000298,0.0397358027486697
"294",100000299,0.0405122434944728
"295",100000300,0.0339088601819428
"296",100000301,0.0388941660606421
"297",100000302,0.0403545284315869
"298",100000303,0.0288976602849974
"299",100000305,0.0163211390284708
"300",100000306,0.0374649902300924
"301",100000307,0.0277449028923262
"302",100000308,0.0453193024084344
"303",100000309,0.0452490173105412
"304",100000310,0.0442815838556332
"305",100000311,0.0420321421309013
"306",100000312,0.0448536620067487
"307",100000313,0.0483407501163045
"308",101000001,0.0479704304936712
"309",101000002,0.0195648551859752
"310",101000003,0.105845290842068
"311",101000004,0.0631216319674347
"312",101000005,0.0452385278468271
"313",101000006,0.0198762661748294
"314",101000007,0.0390196596443308
"315",101000008,0.0406210726411896
"316",101000009,0.0423319578257951
"317",101000010,0.0765396663129551
"318",102000002,0.0331089473312789
"319",102000003,0.0335686154433779
"320",103000031,0.0761896379793663
"321",103000046,0.145037638943924
"322",103000056,0.0865853046294714
"323",103000058,0.0858224725217879
"324",103000059,0.0829625945865147
"325",103000060,0.0864933539247043
"326",103000061,0.0794162207571908
"327",103000064,0.0850298193278234
"328",103000070,0.130714638891429
"329",103000075,0.0783473923314956
"330",103000078,0.0767580890873101
"331",103000079,0.0574146383143688
"332",103000082,0.0537969423647407
"333",103000085,0.0577264463105527
"334",103000087,0.0566248009558863
"335",103000094,0.0830291303113713
"336",103000096,0.0533460980674466
"337",103000100,0.079320606234933
"338",103000103,0.0779712412698507
"339",103000107,0.0804515700757703
"340",103000118,0.053922717067294
"341",103000121,0.0501836716798441
"342",103000122,0.133190411314694
"343",103000123,0.051521604507422
"344",103000124,0.0577558069222008
"345",103000128,0.0807615805856747
"346",103000129,0.0425966869578414
"347",103000130,0.0511483204713966
"348",103000170,0.130397271850418
"349",103000177,0.0614462652452562
"350",103000205,0.132859767527038
"351",103000210,0.0540286356104273
"352",103000213,0.0535208655266937
"353",103000214,0.0583082310899516
"354",103000216,0.0724046034456029
"355",103000234,0.0408859482204043
"356",103000243,0.0730549301101815
"357",103000262,0.127195174419392
"358",103000516,0.0307593248918603
"359",103000517,0.0746775068748991
"360",103000518,0.0629791782719328
"361",103000519,0.024569226097048
"362",103000520,0.0609102247423626
"363",103000521,-0.00153755070710331
"364",103000522,0.0365067479458314
"365",103000523,0.0279202749147905
"366",103000524,0.0298539775064125
"367",103000525,0.0298354034402053
"368",103000526,0.0261833411927011
"369",103000527,0.0616482427795911
"370",103000528,0.000757251706244715
"371",103000529,0.0362493751666913
"372",103000530,0.02511865983845
"373",103000531,0.0653395784760444
"374",103000532,0.0288631168197643
"375",103000533,0.0455350143862844
"376",103000534,0.029473401934687
"377",103000535,0.0249157213635293
"378",103000536,0.0613893619098454
"379",103000537,0.0842752420778406
"380",103000538,0.0251047207558824
"381",103000539,0.0630451473312734
"382",103000540,0.0478264883705678
"383",103000541,0.0253260762908523
"384",103000542,0.0930742178821526
"385",103000543,0.0622179796966104
"386",103000544,0.0376315479444199
"387",103000545,0.0310103917208309
"388",103000546,0.0559528157640951
"389",103000547,0.0325974163450152
"390",103000548,0.0253149443565957
"391",103000549,0.0351870942009141
"392",103000550,0.0295285991695419
"393",103000551,0.0312011063715811
"394",103000552,0.0376487773562714
"395",103000553,0.0349340076041574
"396",103000554,0.0290971015985783
"397",103000555,0.0306950463657735
"398",103000556,0.0294198939943873
"399",103000557,0.0632363155286985
"400",103000558,0.0252247494330923
"401",103000559,0.0355529665882021
"402",103000560,0.0496733924037818
"403",103000561,0.0625037447538088
"404",103000562,0.0252883718144633
"405",103000563,0.0289669799206926
"406",103000564,0.0633887916250205
"407",103000565,0.0597550768200667
"408",103000566,0.0635767369721677
"409",103000567,0.0334743525971617
"410",103000568,0.0115985463117432
"411",103000569,0.0298194070986667
"412",103000570,0.029722046824693
"413",103000571,0.0367114972970077
"414",103000572,0.0608660908241878
"415",103000573,0.0469068798930707
"416",103000574,0.0291197382135478
"417",103000575,0.0493132639852786
"418",103000576,0.0513307465358683
"419",103000577,0.0288484059613926
"420",103000578,0.0281871739044261
"421",103000579,0.0636938574412634
"422",103000580,0.0284673169050784
"423",103000581,0.0621864303749469
"424",103000582,0.0368877323606396
"425",103000583,0.0260103565542815
"426",103000584,0.0626995996404566
"427",103000585,0.0637858500810783
"428",103000586,0.0630409176001526
"429",103000587,0.0623261113825401
"430",103000588,0.0302600499970299
"431",103000589,0.0546677407281627
"432",103000590,0.0287195407269511
"433",103000591,0.0625710987887256
"434",103000592,0.0458267528576351
"435",103000593,0.0651774769618887
"436",103000594,-0.00457860919788116
"437",103000595,0.059465306225859
"438",103000596,0.0466639265450169
"439",103000597,0.0304693134759155
"440",103000598,0.0394197721185789
"441",103000599,0.0656910672257501
"442",103000600,0.0326534536125136
"443",103000601,0.0264835760421705
"444",103000602,0.0295712789229158
"445",103000603,0.0364275852559463
"446",103000604,0.0621314114986474
"447",103000605,0.0307554378927205
"448",103000606,0.0628702734195181
"449",103000607,0.0315729766286204
"450",103000608,0.0577561695139355
"451",103000609,0.0353270649560204
"452",103000610,0.0437239486624565
"453",103000611,0.0291078962185275
"454",103000612,0.040991529167411
"455",103000613,0.0288383011960429
"456",103000614,0.0587065204711524
"457",103000615,0.0335949312420915
"458",103000616,0.0637134168906003
"459",103000617,0.0829749902975501
"460",103000618,0.0645913925402749
"461",103000619,0.0378797028421607
"462",103000620,0.0698146906470862
"463",103000621,0.0397862895183317
"464",103000622,0.0438815382613649
"465",103000623,0.0611522279311379
"466",103000624,0.0634433803819964
"467",103000625,0.0618083396300159
"468",103000626,0.0296154264422223
"469",103000627,0.0474886922713356
"470",103000628,0.0246969167066461
"471",103000629,0.0405560516644529
"472",103000630,0.0621485679342942
"473",103000631,0.0636385477579794
"474",103000632,0.0419335392714811
"475",103000633,0.0597469664648844
"476",103000634,0.0608322439933456
"477",103000635,0.0274174304101965
"478",103000636,0.0666172222799046
"479",103000637,0.0300752364896518
"480",103000638,0.0299920070493799
"481",103000640,0.0305478835819022
"482",103000641,0.0337969300871654
"483",103000642,0.0277713629243399
"484",103000643,0.0298392277315143
"485",103000644,0.0333697710439116
"486",103000645,0.0191773494349607
"487",103000646,0.0280257438835427
"488",103000647,0.0362595019602718
"489",103000648,0.0277485811960757
"490",103000649,0.030708074329843
"491",103000650,0.0341129772019282
"492",103000651,0.0287793619568913
"493",103000652,0.0412634599665936
"494",103000653,0.00734457513057386
"495",103000654,0.0299229392651671
"496",103000655,0.0289091702436794
"497",103000656,0.0459210228554938
"498",103000657,0.0295331541089148
"499",103000658,0.0337009652221709
"500",103000659,0.0266318473256358
"501",103000660,0.0271616629603027
"502",103000661,0.0276704443220151
"503",103000662,0.0290848783405668
"504",103000663,0.0338315667590033
"505",103000664,0.00577081505648455
"506",103000665,0.0291033655684417
"507",103000666,0.0280787959176191
"508",103000667,0.0329865321585571
"509",103000668,0.0296038727104995
"510",103000669,0.0325896061215922
"511",103000670,0.0335843441891162
"512",103000671,0.0278993526730886
"513",103000672,0.0357582442590723
"514",103000673,0.0316979468737673
"515",103000674,0.0324385688892091
"516",103000675,0.0324624734874481
"517",103000676,0.0249105872059722
"518",103000677,0.0288700707838663
"519",103000678,0.0315545944636747
"520",103000679,0.0264299278912384
"521",103000680,0.0301136509547923
"522",103000681,0.032977202245558
"523",103000682,0.031569204994543
"524",103000683,0.0548605425689157
"525",103000684,0.0285663397980136
"526",103000685,0.0300963337282987
"527",103000686,0.031040181294375
"528",103000687,0.0303547571913845
"529",103000688,0.030928156575358
"530",103000689,0.130659381316252
"531",103000690,0.0338716845510681
"532",103000691,0.0194075012201348
"533",103000692,0.026407439727121
"534",103000693,0.030434451301951
"535",103000694,0.0386833955464954
"536",103000695,0.0409448973279675
"537",103000696,0.0293799349550803
"538",103000697,0.0279582682384602
"539",103000698,0.0298772818328145
"540",103000699,0.0285959732612719
"541",103000700,0.0268447230357464
"542",103000701,0.0275303776267227
"543",103000702,0.0282082696061043
"544",103000703,0.029442855344364
"545",103000704,0.0324913351999158
"546",103000705,0.0341527873590102
"547",103000706,0.0345856761845747
"548",103000707,0.0320833750720993
"549",103000708,0.0341592800633829
"550",103000709,0.0214485404814691
"551",103000710,0.0350902975734776
"552",103000711,0.0678195207635626
"553",103000712,0.0714963284433998
"554",103000713,0.0619571795441977
"555",103000714,0.0639898165362089
"556",103000715,0.06361546101521
"557",103000716,0.0603472978039201
