Estimate,Est.Error,l.95..CI,u.95..CI,Rhat,Bulk_ESS,Tail_ESS,country,Response,percEstimate,percEst.Error,percQ2.5,percQ97.5
0.000985336,0.00245256,-0.003997273,0.005460483,1.255382438,14,32,Germany,FDiv,0.144328871,0.359243278,-0.585507925,0.799834268
-0.000133771,0.002769844,-0.006056902,0.005406983,1.338493049,12,59,Hungary,FDiv,-0.0195943,0.405717987,-0.887195742,0.791997769
0.001710415,0.003291186,-0.006010152,0.007341409,1.391212668,10,15,Ireland,FDiv,0.250536169,0.482082488,-0.880347999,1.075346357
0.002598186,0.003076451,-0.002408086,0.010527056,1.333798246,11,54,Italy,FDiv,0.380574124,0.450628804,-0.352728845,1.541969768
0.001233647,0.002067832,-0.002369086,0.006867406,1.146144168,21,62,Latvia,FDiv,0.180700763,0.302889481,-0.347016157,1.005915815
0.001062687,0.00292218,-0.004335337,0.006974461,1.303893413,13,45,Luxembourg,FDiv,0.155659054,0.428031613,-0.63502639,1.021596998
0.000408137,0.003183604,-0.007427586,0.005909475,1.206676573,16,22,Netherlands,FDiv,0.059782626,0.466324232,-1.087969193,0.86560123
0.000833983,0.002996021,-0.005529668,0.006170266,1.243025095,14,49,Norway,FDiv,0.122159195,0.438847662,-0.809968184,0.903800964
0.000352998,0.002842801,-0.005683011,0.005157415,1.427775208,10,26,Portugal,FDiv,0.051706031,0.416404436,-0.832429403,0.755441783
-0.002123457,0.002832872,-0.008053262,0.002524549,1.260529658,15,39,Spain,FDiv,-0.311037194,0.414950088,-1.179616332,0.369787954
0.001898892,0.002884401,-0.003725454,0.007417603,1.106488766,28,83,Sweden,FDiv,0.278143667,0.422497849,-0.545692719,1.086506962
0.000924784,0.002602638,-0.004836385,0.005641497,1.331605801,12,46,Switzerland,FDiv,0.135459413,0.381226147,-0.7084183,0.826348606
-0.000472038,0.003010293,-0.006148844,0.004521463,1.341217072,11,96,United Kingdom,FDiv,-0.069142639,0.440938119,-0.900663171,0.662289603
-0.000928809,0.003806401,-0.010785545,0.006560507,1.338603594,11,16,Austria,FEve,-0.179337674,0.734952903,-2.08250989,1.266725043
-0.002468802,0.011723578,-0.023214986,0.023732815,2.557863157,6,13,Belgium,FEve,-0.476684625,2.26362834,-4.48242862,4.582412772
-0.006799184,0.00696492,-0.021922271,0.005481273,1.523303986,9,16,Bulgaria,FEve,-1.312809689,1.344810541,-4.23282676,1.058342967
-0.004078734,0.003478982,-0.013217558,0.00077735,1.564084009,8,31,Cyprus,FEve,-0.787535934,0.67173362,-2.552091223,0.150093372
-0.002201156,0.005798279,-0.013432781,0.009634842,1.860575894,7,16,Czech Republic,FEve,-0.425006705,1.119551392,-2.593647097,1.860328161
0.00033975,0.003506637,-0.006230455,0.010570546,1.505448281,14,14,Denmark,FEve,0.065600042,0.677073417,-1.202997556,2.040997145
-0.008048246,0.008588519,-0.027607548,-0.001009753,2.293781387,6,20,Estonia,FEve,-1.553982836,1.658300553,-5.330559574,-0.194966591
-0.00345271,0.00729509,-0.016123968,0.01907992,2.373686935,6,13,Finland,FEve,-0.666661104,1.408560906,-3.113270639,3.684015917
-0.001164824,0.005856697,-0.012030701,0.012143026,2.511381174,6,18,France,FEve,-0.224908117,1.130830968,-2.32292869,2.344616846
0.006563269,0.012271825,-0.016976227,0.034365893,2.447509279,6,13,Germany,FEve,1.267258285,2.369485835,-3.277827746,6.635483882
-0.00206498,0.010380273,-0.02372369,0.016389828,2.666435367,6,13,Hungary,FEve,-0.398713286,2.004258525,-4.580650931,3.164603899
-0.006216324,0.013508102,-0.047052255,0.012890909,2.588684198,6,14,Ireland,FEve,-1.200269118,2.608190357,-9.085009899,2.489020593
-0.0072355,0.00559408,-0.017540206,0.00431386,2.149100561,6,17,Italy,FEve,-1.397055029,1.080123984,-3.386722815,0.83293474
-0.005923134,0.005962359,-0.021410929,0.003872746,1.488641623,12,43,Latvia,FEve,-1.143658856,1.151232529,-4.134095212,0.747763049
-0.007593282,0.009087607,-0.034344968,0.001392498,2.526260572,6,14,Luxembourg,FEve,-1.466136811,1.754666216,-6.631443462,0.268868304
-0.004381506,0.006209329,-0.019657737,0.003713074,2.035487971,7,15,Netherlands,FEve,-0.845996067,1.198918389,-3.795582911,0.716933078
-0.003780186,0.010973878,-0.027945748,0.010043718,1.968720261,7,15,Norway,FEve,-0.729891232,2.118873795,-5.395860397,1.939275273
-0.005701081,0.007671943,-0.027712482,0.00493956,2.250945613,6,13,Portugal,FEve,-1.100784162,1.481324956,-5.350820562,0.953747137
-0.006358012,0.009100851,-0.028730939,0.007063573,2.290661635,6,14,Spain,FEve,-1.22762671,1.757223341,-5.547467718,1.363858686
0.004364023,0.011835738,-0.013973536,0.036937023,2.684282461,6,16,Sweden,FEve,0.842620472,2.285284558,-2.698057928,7.131926256
0.001630532,0.018382907,-0.033638406,0.037003931,2.560904034,6,23,Switzerland,FEve,0.314828719,3.549434393,-6.495018089,7.144845249
-1.69E-05,0.008446332,-0.016314066,0.01642674,2.519991271,6,13,United Kingdom,FEve,-0.003253985,1.630846487,-3.149975434,3.171730885
0.010340846,0.026740047,-0.02036752,0.068330203,1.79446537,7,29,Austria,FRed,3.551775307,9.184416472,-6.995641476,23.46940691
0.008773044,0.031814725,-0.050727466,0.059633333,2.521082311,6,32,Belgium,FRed,3.013281467,10.92741839,-17.4233866,20.48228897
-0.008587268,0.073872732,-0.092764126,0.130815917,3.15656218,6,21,Bulgaria,FRed,-2.949472911,25.37310183,-31.86173787,44.93140433
-0.007841733,0.028399128,-0.059593747,0.037485203,2.787601399,6,16,Cyprus,FRed,-2.693403845,9.754261663,-20.46869233,12.87506005
-0.000146728,0.041035705,-0.064301031,0.069794951,2.519006414,6,23,Czech Republic,FRed,-0.050396899,14.09455285,-22.08550512,23.97250439
-0.018916675,0.023445487,-0.067932423,0.022338204,2.507596722,6,14,Denmark,FRed,-6.497319379,8.052832314,-23.33278116,7.672513407
-0.032459786,0.035019824,-0.107461291,0.018253885,2.690455052,6,27,Estonia,FRed,-11.14897804,12.02827527,-36.90977976,6.269670312
0.031080962,0.039841252,-0.043893168,0.096269147,2.805940711,6,14,Finland,FRed,10.67539256,13.68429346,-15.07600684,33.06560907
0.024259919,0.047615233,-0.074723046,0.080455291,2.341137326,6,13,France,FRed,8.332565807,16.35442639,-25.66515947,27.63401644
0.01589246,0.030338122,-0.026291625,0.072434995,2.838254588,6,15,Germany,FRed,5.458590827,10.42024884,-9.030396705,24.87928156
-0.008139678,0.048247186,-0.09483726,0.061964139,2.579755575,6,13,Hungary,FRed,-2.795738872,16.57148353,-32.57379824,21.28285188
-0.026817929,0.050835123,-0.102812794,0.043262963,2.699911297,6,23,Ireland,FRed,-9.211166665,17.46036334,-35.31315857,14.85955015
0.032272917,0.038112516,-0.037691938,0.090709667,2.708016485,6,13,Italy,FRed,11.08479407,13.09052373,-12.94606763,31.15609188
0.007205167,0.032929493,-0.054421738,0.058642913,2.591698415,6,15,Latvia,FRed,2.474761921,11.31030823,-18.69225973,20.14210878
-0.035890089,0.027561648,-0.081132351,0.014070608,2.17288228,6,13,Luxembourg,FRed,-12.32718576,9.466612028,-27.86656643,4.832838399
0.014005237,0.046408172,-0.04789682,0.079624768,2.560995018,6,17,Netherlands,FRed,4.810385436,15.93983654,-16.45114305,27.34875645
0.068956202,0.045029444,-0.00073239,0.14031922,2.763130237,6,13,Norway,FRed,23.68441889,15.4662842,-0.251554257,48.19550811
-0.02315682,0.061726677,-0.165371683,0.039216168,3.197983035,6,13,Portugal,FRed,-7.953683931,21.20129073,-56.8002894,13.46959547
-0.011527945,0.062265996,-0.103414936,0.096131069,2.462092063,6,31,Spain,FRed,-3.959508572,21.38653068,-35.51997658,33.01818329
0.027654094,0.028633168,-0.019728221,0.080525695,2.454509893,6,14,Sweden,FRed,9.498364636,9.834647539,-6.776061414,27.65819817
-0.002531315,0.022261653,-0.040127869,0.0360128,2.084716326,7,15,Switzerland,FRed,-0.869432115,7.646220497,-13.78273782,12.36933336
-0.001682807,0.024771993,-0.033786247,0.047575419,2.077928599,7,22,United Kingdom,FRed,-0.57799459,8.508447883,-11.60457817,16.34075157
0.009402677,0.00347264,0.00156449,0.014911709,1.399413215,11,18,Austria,FRic,0.940267727,0.347263983,0.156449014,1.491170934
0.007726462,0.004532174,-0.002215539,0.016036512,1.432954707,10,18,Belgium,FRic,0.77264625,0.453217428,-0.221553918,1.603651219
0.009230316,0.003766717,0.002638161,0.016162831,1.421865894,10,45,Bulgaria,FRic,0.92303158,0.376671712,0.263816149,1.616283074
0.010918527,0.002816968,0.005428434,0.015896586,1.329461083,12,51,Cyprus,FRic,1.091852656,0.281696836,0.542843371,1.589658623
0.010180641,0.003394189,0.002835264,0.016221773,1.60864321,8,39,Czech Republic,FRic,1.018064132,0.339418861,0.283526427,1.622177323
0.009954377,0.004775628,0.00022536,0.017658346,1.850807703,7,20,Denmark,FRic,0.995437653,0.477562845,0.022536024,1.76583464
0.010925378,0.004713313,0.002576061,0.020547074,1.558246878,8,16,Estonia,FRic,1.09253777,0.471331271,0.257606096,2.05470735
0.009400439,0.004311075,0.001602273,0.017935964,1.622176381,8,21,Finland,FRic,0.940043853,0.431107459,0.160227291,1.793596449
0.009167812,0.003765415,0.001605331,0.016616762,1.455137344,10,30,France,FRic,0.9167812,0.376541457,0.160533079,1.661676243
0.012120594,0.006333941,0.0024772,0.024162234,1.611442853,8,50,Germany,FRic,1.212059387,0.633394146,0.24771998,2.416223353
0.010475356,0.003358194,0.002650507,0.016066641,1.547512956,9,30,Hungary,FRic,1.047535609,0.335819442,0.265050659,1.606664071
0.010525437,0.003778433,0.00359692,0.017332206,1.397967257,10,64,Ireland,FRic,1.052543725,0.377843254,0.359692011,1.733220566
0.010760127,0.003584025,0.002104967,0.017567657,1.295849543,13,29,Italy,FRic,1.076012726,0.358402517,0.210496703,1.756765744
0.010111095,0.003254182,0.004726087,0.017195015,1.693944956,8,16,Latvia,FRic,1.011109521,0.325418158,0.472608674,1.719501459
0.010879919,0.003560531,0.003591168,0.017454726,1.564411114,9,37,Luxembourg,FRic,1.087991899,0.356053137,0.359116819,1.745472568
0.009922903,0.003812591,0.00211493,0.016381241,1.389875873,11,79,Netherlands,FRic,0.99229028,0.381259145,0.211493027,1.638124066
0.007894984,0.004301144,0.000998392,0.016463245,1.394923792,11,42,Norway,FRic,0.78949842,0.430114377,0.099839163,1.646324537
0.009994329,0.00387409,0.00350866,0.017603684,1.304045716,12,39,Portugal,FRic,0.999432869,0.387408972,0.350866039,1.760368437
0.007649228,0.006194924,-0.002854613,0.019380685,1.626865594,8,22,Spain,FRic,0.764922797,0.619492376,-0.285461251,1.938068477
0.010982275,0.005088148,0.001216026,0.018585711,1.292038183,12,31,Sweden,FRic,1.098227515,0.508814777,0.121602571,1.858571088
0.010840839,0.003006713,0.004836218,0.016117073,1.372047294,11,44,Switzerland,FRic,1.084083949,0.300671312,0.483621811,1.61170728
0.008385098,0.007016299,-0.003119946,0.024697952,1.774638441,7,16,United Kingdom,FRic,0.838509781,0.701629935,-0.311994556,2.46979517
0.006874794,0.003819808,-0.000100525,0.014768099,1.324643095,12,45,Austria,insect_Abund,0.687479417,0.38198077,-0.010052487,1.476809875
0.006277299,0.003792923,-0.001414412,0.013403836,1.774295869,7,34,Belgium,insect_Abund,0.627729903,0.379292291,-0.141441207,1.3403836
0.006564219,0.003576066,-0.000347081,0.013133711,1.120822508,22,120,Bulgaria,insect_Abund,0.656421937,0.357606636,-0.0347081,1.313371088
0.008070808,0.003409128,0.001402072,0.01445479,1.288904579,13,44,Cyprus,insect_Abund,0.807080839,0.340912845,0.140207196,1.445478988
0.007264076,0.004133677,-0.000542938,0.016419716,1.459933387,9,23,Czech Republic,insect_Abund,0.72640758,0.413367723,-0.054293808,1.641971633
0.007117545,0.004258389,-0.00098877,0.015457443,1.231853722,14,59,Denmark,insect_Abund,0.711754478,0.425838857,-0.098876976,1.545744305
0.006083774,0.004708071,-0.001675755,0.015996366,1.34663898,11,18,Estonia,insect_Abund,0.608377376,0.470807109,-0.167575545,1.599636568
0.006472593,0.004067389,-0.000575464,0.013877838,1.23385207,14,62,Finland,insect_Abund,0.647259319,0.406738921,-0.057546417,1.387783814
0.007179838,0.00363349,-0.001284235,0.014134877,1.186790918,19,17,France,insect_Abund,0.717983767,0.363348974,-0.128423548,1.413487657
0.007193832,0.004618435,-0.000553371,0.016230257,1.723766623,8,37,Germany,insect_Abund,0.719383195,0.461843485,-0.055337114,1.623025701
0.006213821,0.002998487,-8.44E-05,0.011233843,1.146427153,43,66,Hungary,insect_Abund,0.621382115,0.299848678,-0.008442767,1.123384288
0.009608471,0.003735029,0.001975435,0.017162302,1.145669729,25,45,Ireland,insect_Abund,0.960847121,0.373502899,0.197543516,1.716230182
0.005244772,0.003956847,-0.003783523,0.01272029,1.100919594,27,43,Italy,insect_Abund,0.524477171,0.395684714,-0.378352333,1.27202897
0.006311829,0.003284074,6.42E-05,0.01225841,1.100790076,32,78,Latvia,insect_Abund,0.631182868,0.3284074,0.006423818,1.225840975
0.007601474,0.0040901,0.000727012,0.014971942,1.417941944,10,58,Luxembourg,insect_Abund,0.760147371,0.409010035,0.072701199,1.497194204
0.00655811,0.004463735,-0.001392805,0.01474764,1.176622406,17,47,Netherlands,insect_Abund,0.655810993,0.446373495,-0.139280453,1.474763962
0.006240151,0.005302177,-0.003546677,0.017689376,1.147828646,20,71,Norway,insect_Abund,0.624015128,0.530217683,-0.35466765,1.768937642
0.008919993,0.003416109,0.001952464,0.014842862,1.183506264,22,49,Portugal,insect_Abund,0.891999325,0.341610947,0.19524637,1.484286184
0.007337742,0.00392437,-0.000395332,0.014690843,1.583073274,9,40,Spain,insect_Abund,0.733774174,0.392436986,-0.03953324,1.469084272
0.008220419,0.003949404,0.000653321,0.015455315,1.248887949,14,50,Sweden,insect_Abund,0.822041934,0.394940356,0.065332105,1.545531471
0.007025372,0.003718884,0.000785224,0.014231224,1.192536836,17,81,Switzerland,insect_Abund,0.702537193,0.371888414,0.078522445,1.423122379
0.00595505,0.003901107,-0.001596039,0.013065573,1.105042335,34,85,United Kingdom,insect_Abund,0.595505027,0.390110668,-0.15960388,1.306557261
0.131847845,0.049476022,0.044529589,0.232378649,1.004298245,262,179,Austria,insect_SppRich,0.686830398,0.257733722,0.231966439,1.210522022
0.143360926,0.072332662,0.005554224,0.292046696,1.02079479,264,188,Belgium,insect_SppRich,0.746805091,0.376800025,0.028933424,1.521348705
0.142287489,0.065406149,0.027153688,0.281857273,1.029490795,459,160,Bulgaria,insect_SppRich,0.741213273,0.34071798,0.141450764,1.468269298
0.144950163,0.061423056,0.024101631,0.255962696,1.020345173,289,155,Cyprus,insect_SppRich,0.75508385,0.31996899,0.125551788,1.333377577
0.131928333,0.066657496,-0.004769005,0.253089878,1.010752199,173,156,Czech Republic,insect_SppRich,0.68724968,0.347236577,-0.024843014,1.318412306
0.133553469,0.065043099,0.005429088,0.261172826,1.004087479,206,159,Denmark,insect_SppRich,0.695715446,0.338826754,0.02828156,1.360518527
0.15312667,0.059268865,0.043592966,0.276698347,1.007743788,334,186,Estonia,insect_SppRich,0.797677443,0.308747239,0.227087325,1.441395087
0.13779014,0.067390766,0.007519989,0.264209078,1.00936672,263,192,Finland,insect_SppRich,0.717785389,0.351056377,0.039173618,1.376335171
0.138184209,0.071244715,-3.82E-05,0.263344836,0.993414767,273,191,France,insect_SppRich,0.719838201,0.371132621,-0.000199224,1.371833106
0.136519451,0.068397511,0.014931991,0.262676707,1.000320272,240,194,Germany,insect_SppRich,0.711166031,0.356300777,0.077784704,1.368352645
0.132762295,0.057581015,0.01823308,0.241358258,1.009058752,242,162,Hungary,insect_SppRich,0.691594012,0.299954779,0.09498095,1.257299188
0.142543291,0.064829728,0.019842131,0.278217874,1.01248542,460,155,Ireland,insect_SppRich,0.742545811,0.337715248,0.103362925,1.449310707
0.162746274,0.052083223,0.063746379,0.262571004,1.049242071,326,186,Italy,insect_SppRich,0.847788513,0.271315323,0.332071798,1.36780201
0.126958429,0.062485823,0.000380544,0.232318502,1.026734715,124,138,Latvia,insect_SppRich,0.661360135,0.325505228,0.001982355,1.210208701
0.127035432,0.064746421,0.002207926,0.257374763,1.006236669,181,157,Luxembourg,insect_SppRich,0.661761262,0.337281284,0.011501671,1.340733409
0.130221882,0.059820032,0.033550207,0.265222219,1.021538442,218,172,Netherlands,insect_SppRich,0.678360324,0.311618415,0.174771926,1.38161289
0.14148896,0.072476932,0.001095846,0.275468293,1.001838019,278,238,Norway,insect_SppRich,0.737053522,0.377551566,0.005708554,1.434987409
0.142891597,0.064839267,0.025347653,0.271629709,1.020611702,198,133,Portugal,insect_SppRich,0.744360232,0.337764939,0.132042648,1.414991205
0.149847765,0.058122138,0.042426491,0.261745874,1.016963476,210,156,Spain,insect_SppRich,0.780596755,0.302773633,0.221010844,1.363503689
0.133772929,0.068141329,-0.008963598,0.274577867,1.004098602,380,105,Sweden,insect_SppRich,0.696858671,0.35496626,-0.046693759,1.430348941
0.129810366,0.068508423,-0.00827243,0.251816604,1.028397344,310,192,Switzerland,insect_SppRich,0.676216632,0.356878548,-0.043093283,1.311779485
0.114162108,0.066651928,-0.024534189,0.228551194,1.024020728,373,172,United Kingdom,insect_SppRich,0.594700702,0.347207573,-0.127805098,1.190583793
0.074796866,0.054318137,-0.045346055,0.180175774,1.008820614,373,227,Austria,RaoQ,0.198348178,0.14404218,-0.12024979,0.477794575
0.095049543,0.066229408,-0.036408358,0.204884265,1.015785634,324,132,Belgium,RaoQ,0.25205473,0.175628783,-0.096548585,0.543317161
0.07209658,0.055561034,-0.064017229,0.170669903,1.012511342,248,215,Bulgaria,RaoQ,0.191187494,0.147338124,-0.169762472,0.45258667
0.072679949,0.059085485,-0.065016749,0.192717316,1.037249335,338,119,Cyprus,RaoQ,0.192734487,0.15668435,-0.172413024,0.511052547
0.084198016,0.059033081,-0.018042498,0.216734913,1.028434218,352,166,Czech Republic,RaoQ,0.223278381,0.156545385,-0.047845541,0.574743004
0.078561617,0.063341756,-0.062578445,0.192119784,1.013283664,258,147,Denmark,RaoQ,0.20833164,0.167971235,-0.165947069,0.509467995
0.069524412,0.064363036,-0.065600279,0.189191391,1.011650272,333,194,Estonia,RaoQ,0.184366556,0.170679492,-0.173960443,0.50170241
0.05935327,0.053393353,-0.051999019,0.148912983,1.018811044,460,215,Finland,RaoQ,0.157394469,0.141589813,-0.137892284,0.394891131
0.060159369,0.067212568,-0.063376438,0.173405374,1.047472406,70,112,France,RaoQ,0.159532104,0.178235951,-0.168063207,0.459840659
0.064031987,0.065301644,-0.063490733,0.172858093,1.019622638,157,132,Germany,RaoQ,0.169801607,0.173168516,-0.168366297,0.458389367
0.072546886,0.060810353,-0.044812679,0.175356497,1.000667028,231,134,Hungary,RaoQ,0.192381626,0.161258398,-0.11883537,0.465014696
0.082603299,0.057209128,-0.051690131,0.173258577,0.996338001,338,129,Ireland,RaoQ,0.219049471,0.151708581,-0.137073168,0.459451381
0.095637081,0.047680649,0.007073255,0.183494404,1.030952291,256,157,Italy,RaoQ,0.253612776,0.126440725,0.018757032,0.486594999
0.071718518,0.057772258,-0.056802959,0.170594207,1.006109686,201,123,Latvia,RaoQ,0.190184939,0.153201904,-0.150631491,0.452385939
0.090492516,0.055930604,-0.022382089,0.194683434,0.999871601,404,158,Luxembourg,RaoQ,0.239970292,0.148318158,-0.059353377,0.516266347
0.064380999,0.05532589,-0.048427823,0.166338711,1.006557599,313,177,Netherlands,RaoQ,0.170727125,0.146714563,-0.128422099,0.441101108
0.055555872,0.058274572,-0.074428491,0.174584446,1.028694088,136,118,Norway,RaoQ,0.147324435,0.154533951,-0.197371315,0.462967352
0.093262522,0.05347936,-0.000755396,0.19286679,1.005473392,140,228,Portugal,RaoQ,0.247315862,0.141817891,-0.002003178,0.511448925
0.066654667,0.071308211,-0.081447816,0.210113306,0.994828577,280,230,Spain,RaoQ,0.176756495,0.189096877,-0.215985333,0.557183662
0.071877375,0.072185919,-0.089204395,0.194817436,0.997679759,266,129,Sweden,RaoQ,0.190606201,0.191424406,-0.236554422,0.516621696
0.072227972,0.064641845,-0.069529045,0.194783562,1.024601979,233,170,Switzerland,RaoQ,0.191535923,0.171418843,-0.184378841,0.516531869
0.097399005,0.073366168,-0.048742815,0.245104729,1.019612845,187,240,United Kingdom,RaoQ,0.258285091,0.194554218,-0.129257402,0.649974782
0.004923828,0.00218068,3.98E-05,0.008615729,1.390223965,10,38,Austria,shannonsH,0.248900409,0.110233779,0.00201395,0.43552667
0.004832382,0.002849974,-0.001196242,0.009803553,1.156977552,23,39,Belgium,shannonsH,0.244277772,0.144066718,-0.06047024,0.495571385
0.004595571,0.002114818,0.000897786,0.00888493,1.160640002,21,70,Bulgaria,shannonsH,0.232306964,0.106904432,0.045383231,0.449134817
0.00399756,0.002964755,-0.001622264,0.010854357,1.351660858,11,26,Cyprus,shannonsH,0.202077361,0.149868904,-0.082005728,0.548689708
0.005129316,0.002543423,-0.000505466,0.010003837,1.268705483,13,31,Czech Republic,shannonsH,0.259287828,0.128570498,-0.025551401,0.50569578
0.003792783,0.003579342,-0.002397662,0.011918739,1.413022052,10,18,Denmark,shannonsH,0.191725858,0.180936367,-0.121202269,0.602494411
0.00656275,0.002414214,0.002654321,0.011998098,1.18925651,19,27,Estonia,shannonsH,0.331748219,0.12203893,0.134176387,0.606505999
0.006328409,0.003032813,-0.000215228,0.012667511,1.353316293,11,24,Finland,shannonsH,0.319902226,0.153309235,-0.010879831,0.640344989
0.002945862,0.004839187,-0.006827072,0.011861277,1.430193872,10,21,France,shannonsH,0.148913844,0.244621799,-0.345109741,0.599589711
0.005478219,0.002450299,0.001002918,0.010755969,1.199949937,19,78,Germany,shannonsH,0.276924967,0.123863059,0.050697694,0.543716168
0.005841616,0.00287093,-0.00052258,0.010773479,1.526943393,9,35,Hungary,shannonsH,0.295294744,0.145126033,-0.026416501,0.544601296
0.005144219,0.003501674,-0.00199852,0.011607342,1.329033005,12,28,Ireland,shannonsH,0.260041217,0.177010263,-0.101025563,0.586753254
0.005087259,0.002577838,-0.000323314,0.009770569,1.359200724,12,27,Italy,shannonsH,0.257161844,0.13031018,-0.016343594,0.493904006
0.00444023,0.002401708,-0.000223112,0.008551161,1.115440592,31,85,Latvia,shannonsH,0.22445443,0.121406764,-0.011278346,0.43226274
0.005769237,0.002228662,0.000717881,0.009595108,1.134091714,25,76,Luxembourg,shannonsH,0.291635983,0.112659273,0.036289022,0.485034434
0.004365793,0.002602028,-0.001569441,0.00915605,1.139960138,21,56,Netherlands,shannonsH,0.22069163,0.131532963,-0.079335541,0.462839957
0.005521192,0.00293256,0.000674109,0.011030757,1.221388509,17,46,Norway,shannonsH,0.279097251,0.148241415,0.034076316,0.557606767
0.005499098,0.002802214,-1.78E-05,0.009730868,1.471892153,10,57,Portugal,shannonsH,0.27798038,0.141652435,-0.00089857,0.491897119
0.005597152,0.0024262,0.001321906,0.010039473,1.134809681,23,92,Spain,shannonsH,0.282937029,0.122644857,0.066822612,0.507497197
0.005089805,0.00404047,-0.002712368,0.013399339,1.279591399,13,22,Sweden,shannonsH,0.25729055,0.20424647,-0.137110677,0.677339027
0.005902967,0.002076356,0.001936393,0.009750857,1.318467221,13,20,Switzerland,shannonsH,0.298396062,0.104960163,0.097885021,0.492907599
0.00469075,0.003028841,-0.001884323,0.009732802,1.268692932,14,85,United Kingdom,shannonsH,0.237118282,0.153108441,-0.095252884,0.491994897
0.043596021,0.037851265,-0.030302391,0.113009581,1.014021445,460,194,Austria,spp_rich_rare,0.226531369,0.19668077,-0.157455706,0.587214491
0.052626116,0.04031556,-0.019223551,0.133367997,0.992860989,460,162,Belgium,spp_rich_rare,0.273453082,0.209485612,-0.099888413,0.692999831
0.048242304,0.041064188,-0.030323165,0.118917563,1.018891329,368,158,Bulgaria,spp_rich_rare,0.250674144,0.213375591,-0.157563646,0.617913237
0.044175301,0.041147453,-0.04040151,0.123533048,1.018615757,313,166,Cyprus,spp_rich_rare,0.229541394,0.21380825,-0.209932219,0.641895982
0.043860652,0.044154753,-0.048202841,0.129515669,1.00112536,246,211,Czech Republic,spp_rich_rare,0.22790643,0.229434625,-0.250469088,0.672982565
0.045769298,0.040815947,-0.041266104,0.124040477,1.015944287,393,160,Denmark,spp_rich_rare,0.23782404,0.212085698,-0.214424776,0.64453266
0.047701683,0.040680077,-0.030582227,0.121284468,1.03579551,317,136,Estonia,spp_rich_rare,0.247864997,0.211379692,-0.158909771,0.630212029
0.03810247,0.045053226,-0.051567456,0.12059993,1.012561947,366,133,Finland,spp_rich_rare,0.197986067,0.234103223,-0.267952126,0.626655068
0.037829619,0.032169641,-0.026202317,0.111373844,1.003222612,387,225,France,spp_rich_rare,0.196568292,0.167158212,-0.136151111,0.578714961
0.033851955,0.037131037,-0.035154233,0.116473165,1.001317359,460,190,Germany,spp_rich_rare,0.175899764,0.19293836,-0.18266659,0.605211788
0.041349037,0.041102406,-0.040271701,0.128126076,1.013816868,203,115,Hungary,spp_rich_rare,0.214855711,0.213574178,-0.209257713,0.665762037
0.043086263,0.047033804,-0.045098618,0.130974836,1.019705389,460,237,Ireland,spp_rich_rare,0.223882594,0.244394602,-0.234339085,0.680564613
0.061196919,0.033978893,-0.000275592,0.124973258,1.000661466,323,188,Italy,spp_rich_rare,0.317988239,0.176559349,-0.001432016,0.649379525
0.044384807,0.035522447,-0.027421811,0.11449255,1.038772973,460,193,Latvia,spp_rich_rare,0.230630021,0.184579887,-0.142487783,0.594920218
0.037226185,0.041601852,-0.045553353,0.107324474,1.013441874,295,195,Luxembourg,spp_rich_rare,0.193432763,0.216169376,-0.236701957,0.557673835
0.034185726,0.041719383,-0.043065993,0.107793317,0.992204025,460,193,Netherlands,spp_rich_rare,0.177634084,0.216780084,-0.223777268,0.560110014
0.055449485,0.047221624,-0.040601991,0.141358547,1.009976702,460,240,Norway,spp_rich_rare,0.288123723,0.245370541,-0.210973946,0.73451991
0.048512088,0.040025751,-0.035361198,0.125852365,1.026872005,460,153,Portugal,spp_rich_rare,0.252075981,0.207979722,-0.183742016,0.653947498
0.05749125,0.042260107,-0.029623701,0.143785093,1.000091411,286,200,Spain,spp_rich_rare,0.298733036,0.219589763,-0.153929131,0.747128605
0.05110494,0.047550682,-0.030416142,0.147062765,1.021911299,460,171,Sweden,spp_rich_rare,0.265548824,0.247080375,-0.158046773,0.764159871
0.045581507,0.036392654,-0.021396441,0.117430315,1.00032683,349,225,Switzerland,spp_rich_rare,0.23684825,0.189101608,-0.111179069,0.610185279
0.036174889,0.048339132,-0.069872725,0.132918198,1.030218708,460,186,United Kingdom,spp_rich_rare,0.187970072,0.251177278,-0.363069009,0.690662607
0.193911733,0.063428232,0.05483086,0.309512899,1.010681151,285,193,Austria,spp_richness,0.710634581,0.232447486,0.200940421,1.134281902
0.20227864,0.077941383,0.045436701,0.355636001,1.037643944,355,195,Belgium,spp_richness,0.741297056,0.285634299,0.166513343,1.303310719
0.220515026,0.083221082,0.063806303,0.378658792,1.023175298,243,151,Bulgaria,spp_richness,0.808128525,0.304982983,0.233833016,1.387683085
0.210090556,0.076002401,0.071538365,0.364728954,1.012285926,237,194,Cyprus,spp_richness,0.769925634,0.278528451,0.262168953,1.336633959
0.199766523,0.093131385,0.020792258,0.394542926,1.012041813,220,146,Czech Republic,spp_richness,0.732090816,0.34130159,0.076198059,1.445894183
0.20538517,0.085508075,0.051186407,0.361000056,1.01013487,408,183,Denmark,spp_richness,0.752681653,0.3133642,0.187584474,1.322968545
0.210665602,0.084457363,0.049643636,0.386026565,1.007785776,278,238,Estonia,spp_richness,0.772033024,0.309513622,0.181930633,1.414683998
