Estimate,Est.Error,l.95..CI,u.95..CI,Rhat,Bulk_ESS,Tail_ESS,country,Response,percEstimate,percEst.Error,percQ2.5,percQ97.5
0.194384303,0.082723557,0.042094582,0.333142007,0.990958746,286,195,Finland,spp_richness,0.712366423,0.303159686,0.154265372,1.220876256
0.192953904,0.082722968,0.058023913,0.358054739,0.999688523,430,228,France,spp_richness,0.707124395,0.303157529,0.212642105,1.312174746
0.182421384,0.086086893,-0.00010664,0.359072516,1.025149014,229,160,Germany,spp_richness,0.668525526,0.315485411,-0.000390806,1.315904626
0.190871065,0.081745107,0.055372525,0.328432761,1.009465357,318,144,Hungary,spp_richness,0.699491345,0.29957393,0.202925479,1.20361813
0.210175169,0.07615875,0.0742388,0.353301068,1.009622025,269,192,Ireland,spp_richness,0.770235718,0.279101427,0.272065324,1.294753814
0.233548673,0.080693643,0.07249472,0.399308859,1.000394555,292,174,Italy,spp_richness,0.855893351,0.295720594,0.265673738,1.463360049
0.199405703,0.077307721,0.047021368,0.345232035,1.002039264,353,225,Latvia,spp_richness,0.730768509,0.283312098,0.172320725,1.265182969
0.19664454,0.071282822,0.048883116,0.329699472,1.023804824,460,190,Luxembourg,spp_richness,0.720649585,0.261232455,0.17914353,1.208260284
0.180012993,0.079776338,0.011457757,0.316979667,1.018212922,339,187,Netherlands,spp_richness,0.659699421,0.292358918,0.041989612,1.161645606
0.209954884,0.088887495,0.033474961,0.376892642,1.007325655,233,119,Norway,spp_richness,0.769428433,0.325748869,0.122676767,1.381210618
0.235578068,0.079059693,0.084443267,0.389742344,1.000490991,221,143,Portugal,spp_richness,0.863330541,0.289732607,0.309461964,1.428301333
0.22610306,0.07412778,0.064699897,0.351295641,1.008644481,200,117,Spain,spp_richness,0.828607175,0.271658465,0.237107797,1.287404462
0.196026629,0.083155682,0.036598341,0.363096387,1.001308275,274,157,Sweden,spp_richness,0.718385109,0.304743309,0.13412312,1.330651035
0.191246874,0.081433512,0.052880077,0.37530432,1.011840337,265,183,Switzerland,spp_richness,0.700868584,0.298432018,0.193791323,1.375389842
0.190970271,0.095225599,0.007313095,0.40621417,1.010406461,279,138,United Kingdom,spp_richness,0.699854911,0.348976324,0.026800536,1.488666165
0.156271701,0.086546019,0.004888837,0.33515007,1.010564658,330,189,Austria,SppRich_nativeSpp,0.567677701,0.314389907,0.01775935,1.217477128
0.181630972,0.109467808,-0.031031847,0.384245324,1.003702094,342,182,Belgium,SppRich_nativeSpp,0.659798624,0.397656349,-0.112727306,1.395822158
0.186018517,0.095727879,0.030309616,0.378659496,1.007501159,293,148,Bulgaria,SppRich_nativeSpp,0.675736961,0.347744229,0.110103703,1.375530894
0.171814649,0.092481506,-0.013009746,0.342862638,1.01573861,332,162,Cyprus,SppRich_nativeSpp,0.624139527,0.335951349,-0.047259631,1.245494055
0.171826827,0.08668139,-0.005320384,0.347348743,1.019896134,270,193,Czech Republic,SppRich_nativeSpp,0.624183762,0.314881657,-0.019327001,1.261790429
0.170112721,0.096392287,-0.007084398,0.372445591,1.026760947,224,169,Denmark,SppRich_nativeSpp,0.617957045,0.350157782,-0.025735016,1.352958062
0.200411796,0.097938426,0.002789696,0.43327023,1.024074495,298,88,Estonia,SppRich_nativeSpp,0.728022458,0.355774336,0.01013394,1.573911637
0.170745417,0.10559938,-0.020626996,0.38912716,0.998267911,238,157,Finland,SppRich_nativeSpp,0.620255399,0.38360377,-0.074930303,1.413556074
0.183900026,0.087745196,0.02678784,0.374004306,1.014529957,382,154,France,SppRich_nativeSpp,0.66804126,0.318746073,0.097310384,1.358620301
0.146833741,0.096757418,-0.051188522,0.320173784,1.068804742,273,180,Germany,SppRich_nativeSpp,0.53339306,0.351484168,-0.185949104,1.16307378
0.172700395,0.094528279,-0.014029755,0.347163213,0.997005574,283,161,Hungary,SppRich_nativeSpp,0.627357116,0.343386525,-0.050964948,1.261116466
0.188083059,0.082948552,0.025205461,0.35585412,1.007457828,327,98,Ireland,SppRich_nativeSpp,0.683236684,0.30132163,0.091562184,1.292687339
0.196716667,0.08271357,0.050563889,0.385529713,1.03637143,425,191,Italy,SppRich_nativeSpp,0.714599413,0.300468026,0.183680042,1.400487869
0.170212167,0.091432349,-0.012148504,0.319084311,1.016746506,460,196,Latvia,SppRich_nativeSpp,0.618318298,0.332140146,-0.044131054,1.159116125
0.14928109,0.103009009,-0.058142374,0.347843317,1.011727086,302,161,Luxembourg,SppRich_nativeSpp,0.542283382,0.374193902,-0.211209894,1.263587034
0.151975574,0.084783608,-0.023635245,0.335832535,1.019630234,255,154,Netherlands,SppRich_nativeSpp,0.552071451,0.307987714,-0.085858165,1.219956275
0.181665868,0.08787334,-0.006868644,0.356241906,1.042417453,217,230,Norway,SppRich_nativeSpp,0.659925384,0.319211575,-0.024951263,1.294096023
0.193799686,0.084131186,0.035480769,0.369972083,0.995693421,286,143,Portugal,SppRich_nativeSpp,0.704003091,0.305617703,0.128888604,1.343972713
0.212578828,0.075115231,0.069992773,0.373719995,0.990810483,430,172,Spain,SppRich_nativeSpp,0.772220816,0.272866052,0.254258042,1.357587503
0.17013511,0.096668643,-0.018032826,0.361707467,0.994424785,460,185,Sweden,SppRich_nativeSpp,0.618038378,0.35116168,-0.065506633,1.313950398
0.168718232,0.090356689,-0.006865493,0.3732517,0.994608384,252,183,Switzerland,SppRich_nativeSpp,0.612891381,0.32823267,-0.024939817,1.355886358
0.169714275,0.095375385,0.024607364,0.36920116,1.021985985,282,189,United Kingdom,SppRich_nativeSpp,0.616509637,0.34646375,0.089389517,1.341172235
-0.001850595,0.001123002,-0.004297677,0.000104547,1.657889238,8,30,Austria,turnover,-0.340851234,0.206839721,-0.791566222,0.019255901
-0.000801084,0.002381876,-0.004917046,0.00665912,1.477195323,10,13,Belgium,turnover,-0.14754741,0.438704932,-0.905644334,1.226507702
-0.001600513,0.002656883,-0.005806254,0.005069949,2.131891536,6,16,Bulgaria,turnover,-0.294789872,0.489356993,-1.069422829,0.933806761
-0.001438121,0.001218291,-0.003310228,0.00134812,1.685360414,8,20,Cyprus,turnover,-0.264879879,0.22439044,-0.60969324,0.248302978
-0.000391127,0.000889328,-0.002009059,0.001446836,1.079235037,42,60,Czech Republic,turnover,-0.07203952,0.163800478,-0.37003782,0.266485001
-0.002112374,0.001165961,-0.004140428,0.000384549,1.314515165,12,62,Denmark,turnover,-0.389066805,0.214752191,-0.762603326,0.070828083
-0.001290291,0.001337362,-0.00411379,0.001098443,2.143887636,6,14,Estonia,turnover,-0.237651887,0.246321495,-0.757696908,0.202316418
-0.002299099,0.000908331,-0.004478859,-0.000772706,1.422349152,10,20,Finland,turnover,-0.423458764,0.16730058,-0.824937011,-0.142320544
-7.80E-05,0.001094648,-0.002636911,0.002054509,1.38001039,10,22,France,turnover,-0.01437027,0.201617328,-0.485678618,0.378409074
-0.000344786,0.002265366,-0.003746481,0.004127379,2.447749554,6,20,Germany,turnover,-0.063504293,0.417245704,-0.690044328,0.760199796
0.000496354,0.003330468,-0.003848156,0.007242139,2.266710581,6,13,Hungary,turnover,0.091420852,0.613421143,-0.708771247,1.333890901
0.000510664,0.001992332,-0.002166609,0.006354405,2.009655788,7,13,Ireland,turnover,0.094056408,0.36695698,-0.399056133,1.170383804
-0.000650911,0.002147672,-0.002960314,0.005273183,1.819520275,7,13,Italy,turnover,-0.119887787,0.395568239,-0.545244421,0.971239308
-0.001131202,0.001908256,-0.00495054,0.003216737,2.194451821,6,14,Latvia,turnover,-0.208349989,0.351471393,-0.911813506,0.592473539
-0.001651644,0.002316333,-0.005575074,0.003128905,3.025606913,6,20,Luxembourg,turnover,-0.30420746,0.426632968,-1.026843128,0.576296313
-4.74E-05,0.001887718,-0.003532582,0.00344559,1.952791349,7,13,Netherlands,turnover,-0.00873045,0.347688732,-0.650647389,0.634624733
-0.000366217,0.002183641,-0.003790602,0.005132598,2.405948956,6,14,Norway,turnover,-0.067451619,0.402193149,-0.698170707,0.945345841
-0.002386421,0.003424164,-0.00929637,0.002530297,2.68693682,6,16,Portugal,turnover,-0.439542096,0.630678503,-1.712248747,0.466041888
-0.000492644,0.000923194,-0.002423991,0.001384709,1.483702658,9,23,Spain,turnover,-0.090737548,0.170038079,-0.446461912,0.255042193
-0.001114993,0.001553549,-0.004540689,0.001808602,1.805922077,7,14,Sweden,turnover,-0.205364575,0.286139936,-0.836325145,0.333116817
-0.000927685,0.001301697,-0.003191692,0.001526864,1.754318968,7,41,Switzerland,turnover,-0.170865316,0.23975264,-0.587860628,0.281224861
0.00043927,0.003275237,-0.003675961,0.009555364,2.1536467,6,13,United Kingdom,turnover,0.080906797,0.603248302,-0.677055577,1.759951418
