"","site","ppt_Est"
"261",100000265,-1.24048075328518
"262",100000266,0.606237673218592
"263",100000267,-0.62844093339704
"264",100000269,-4.98383365222787
"265",100000270,-1.90255686326087
"266",100000271,-2.06086055675973
"267",100000272,-5.36762772158363
"268",100000273,-2.83361138471392
"269",100000274,-2.8326830162895
"270",100000275,-2.99729757051203
"271",100000276,-0.488252195964996
"272",100000277,-1.28532304156647
"273",100000278,3.2515111643735
"274",100000279,-1.23881892627359
"275",100000280,1.31643782079603
"276",100000281,1.84875874209728
"277",100000282,3.81096944437492
"278",100000283,2.24443342997769
"279",100000284,3.96961570189652
"280",100000285,2.58943355355109
"281",100000286,2.22222939479599
"282",100000287,1.18794708306038
"283",100000288,0.467544837782428
"284",100000289,2.08263253907944
"285",100000290,-0.668753823120399
"286",100000291,-1.92902843219583
"287",100000292,-3.00515715287811
"288",100000293,-3.99127358905827
"289",100000294,-4.30004097212017
"290",100000295,-5.06476294102221
"291",100000296,-4.31476013858855
"292",100000297,-4.44946418169926
"293",100000298,-3.91734547695188
"294",100000299,-3.04778181180194
"295",100000300,0.925980624541391
"296",100000301,-4.02875807562635
"297",100000302,-3.8009990110514
"298",100000303,0.437647428520749
"299",100000305,-4.01165530753984
"300",100000306,-1.22835531122818
"301",100000307,3.62725061977106
"302",100000308,-3.84087088815324
"303",100000309,-3.69869954197266
"304",100000310,-3.68187701525145
"305",100000311,-3.70715006332581
"306",100000312,-4.58637620021982
"307",100000313,-6.18276068691251
"308",101000001,-7.70449314212884
"309",101000002,-8.55240303295905
"310",101000003,-13.0437742717232
"311",101000004,-15.0765870479491
"312",101000005,-13.5371822812948
"313",101000006,-6.12435091150523
"314",101000007,-18.9385519568956
"315",101000008,-2.27825536369468
"316",101000009,4.73459512638752
"317",101000010,-1.53336143287494
"318",102000002,5.80562476280923
"319",102000003,10.4060641190663
"320",103000031,-0.136986296449233
"321",103000046,-2.42972523911005
"322",103000056,12.3207384647501
"323",103000058,13.2264392792148
"324",103000059,13.467846410391
"325",103000060,8.83282858131827
"326",103000061,7.90339553384519
"327",103000064,12.2195281335818
"328",103000070,8.82840519745412
"329",103000075,-1.33341047822447
"330",103000078,-2.23623867328145
"331",103000079,-1.02819394347431
"332",103000082,-0.987995541437164
"333",103000085,1.79424782640522
"334",103000087,1.0729568183497
"335",103000094,6.11697802725977
"336",103000096,-0.427328493666258
"337",103000100,6.46751391524979
"338",103000103,2.88276931343661
"339",103000107,-0.161211170146725
"340",103000118,4.59843902872358
"341",103000121,6.79025218686177
"342",103000122,17.1048432802748
"343",103000123,6.15560225190105
"344",103000124,11.788877321384
"345",103000128,14.986408884736
"346",103000129,8.00666055685208
"347",103000130,8.4909465513553
"348",103000170,8.71826578616014
"349",103000177,3.04484383782203
"350",103000205,6.25832651922015
"351",103000210,-2.75510732944947
"352",103000213,-0.744683282581343
"353",103000214,-4.38999304407747
"354",103000216,-3.13498370570701
"355",103000234,-14.4500574672797
"356",103000243,25.6472364486412
"357",103000262,7.69822535366873
"358",103000516,0.731883745548247
"359",103000517,10.6894112023946
"360",103000518,1.11820884793292
"361",103000519,0.69749723570454
"362",103000520,0.935886593473107
"363",103000521,4.57364112316202
"364",103000522,1.13375401736581
"365",103000523,-0.292970900227364
"366",103000524,0.130543810978758
"367",103000525,0.108364848480323
"368",103000526,0.824418026303548
"369",103000527,3.21688649840317
"370",103000528,-2.51371423161244
"371",103000529,4.51499610847907
"372",103000530,0.91710349788141
"373",103000531,2.69689132992113
"374",103000532,0.80211877063332
"375",103000533,7.01264759616663
"376",103000534,1.08139770373599
"377",103000535,-1.18608186067512
"378",103000536,-0.134963190476357
"379",103000537,2.77445360796762
"380",103000538,-0.534570456664536
"381",103000539,3.5746337259172
"382",103000540,9.39752049670281
"383",103000541,-0.801660498413812
"384",103000542,4.37391899828973
"385",103000543,2.98298560525829
"386",103000544,2.29621924628289
"387",103000545,0.757616360636206
"388",103000546,-4.04019266059624
"389",103000547,-0.0307974457675644
"390",103000548,0.857585916536634
"391",103000549,0.705092032573017
"392",103000550,0.141181428597162
"393",103000551,0.527215481797056
"394",103000552,4.52430775945778
"395",103000553,0.77693624909995
"396",103000554,0.817927794585186
"397",103000555,0.93935130405614
"398",103000556,0.962232849061177
"399",103000557,2.75832678659378
"400",103000558,0.586474725561725
"401",103000559,3.95178513005143
"402",103000560,10.0950805127769
"403",103000561,3.99964266618512
"404",103000562,0.818665394449288
"405",103000563,0.103199455892567
"406",103000564,2.88594115527745
"407",103000565,-0.588833038788782
"408",103000566,4.01471867271149
"409",103000567,0.647989494473834
"410",103000568,-0.0323767554618585
"411",103000569,0.775528225619451
"412",103000570,0.167020880414812
"413",103000571,1.23621834223719
"414",103000572,2.44527986011099
"415",103000573,8.19321047119154
"416",103000574,0.924972871782625
"417",103000575,9.64261959175422
"418",103000576,9.52801632538043
"419",103000577,-0.346929359182396
"420",103000578,0.39894658151229
"421",103000579,3.56937823105619
"422",103000580,0.249189627393881
"423",103000581,0.751339715250722
"424",103000582,2.31624571270512
"425",103000583,0.752049970675169
"426",103000584,2.37326320054676
"427",103000585,1.92554015604085
"428",103000586,1.44667169374076
"429",103000587,4.85645909173241
"430",103000588,-1.04652978243368
"431",103000589,0.985161136772444
"432",103000590,7.95055692344081
"433",103000591,0.6936575140285
"434",103000592,13.9869619200317
"435",103000593,4.06818208387313
"436",103000594,-2.10238180640792
"437",103000595,2.41658053932751
"438",103000596,9.44124396063252
"439",103000597,0.977498733431075
"440",103000598,4.24103796143737
"441",103000599,3.42304360267207
"442",103000600,4.48966570012557
"443",103000601,-2.00398436602791
"444",103000602,0.115187891694355
"445",103000603,1.84825630534473
"446",103000604,-1.62520115634169
"447",103000605,0.402257938896917
"448",103000606,3.54941589619308
"449",103000607,2.3068082056243
"450",103000608,2.12342422160215
"451",103000609,4.35625144774281
"452",103000610,6.68386421753311
"453",103000611,0.836090923330574
"454",103000612,1.53303580021529
"455",103000613,0.462440806912529
"456",103000614,5.27557857302091
"457",103000615,0.694303542529215
"458",103000616,4.55472824741711
"459",103000617,4.83427045500765
"460",103000618,1.00187313994522
"461",103000619,3.87488503880513
"462",103000620,4.34669295567442
"463",103000621,3.22435088259257
"464",103000622,3.63869316887736
"465",103000623,3.64635382277385
"466",103000624,3.91842600407698
"467",103000625,3.16278625602011
"468",103000626,-0.280250475276104
"469",103000627,7.37625621623462
"470",103000628,0.88864617781004
"471",103000629,4.08308923505871
"472",103000630,2.26770987474483
"473",103000631,4.14396214558186
"474",103000632,5.93016876249176
"475",103000633,1.64186484840659
"476",103000634,2.3310237750062
"477",103000635,-0.12208572812838
"478",103000636,4.34267098984261
"479",103000637,4.11971325538179
"480",103000638,-2.29706610919483
"481",103000640,3.44662875977057
"482",103000641,-3.30472071409019
"483",103000642,-2.72097417523058
"484",103000643,-3.2592098391853
"485",103000644,-3.11930153872958
"486",103000645,0.768292518313992
"487",103000646,-3.0945348838888
"488",103000647,-3.28919724266354
"489",103000648,-3.13313435679032
"490",103000649,3.44837899895192
"491",103000650,-3.41189092346666
"492",103000651,2.52756380325118
"493",103000652,1.18501194338304
"494",103000653,-7.52240125357223
"495",103000654,2.72514837568558
"496",103000655,2.72839516889956
"497",103000656,15.3671486552472
"498",103000657,2.94887003459023
"499",103000658,-3.01496506476692
"500",103000659,-2.55532815592674
"501",103000660,-2.29227620087259
"502",103000661,3.47469744232891
"503",103000662,3.31318697483278
"504",103000663,-3.07472451596337
"505",103000664,-8.66222487448862
"506",103000665,1.67005333659756
"507",103000666,-3.25641139792294
"508",103000667,6.63302282899685
"509",103000668,3.32513950254176
"510",103000669,3.81509981839012
"511",103000670,-2.91525485184753
"512",103000671,6.78596479171034
"513",103000672,-1.91018387190798
"514",103000673,3.95949961438086
"515",103000674,3.71193620850042
"516",103000675,-2.95083186591482
"517",103000676,3.88484093699498
"518",103000677,2.72799074680293
"519",103000678,-2.82936126610763
"520",103000679,3.84135508191204
"521",103000680,2.82648524586811
"522",103000681,5.55380856228976
"523",103000682,2.67571880604511
"524",103000683,-0.576826271225411
"525",103000684,-2.95275025311827
"526",103000685,3.58408250751152
"527",103000686,3.61136934316764
"528",103000687,3.74592690639877
"529",103000688,3.57446211284819
"530",103000689,-1.24726229143195
"531",103000690,-2.63456045819944
"532",103000691,0.486125787520736
"533",103000692,4.70997880785147
"534",103000693,2.64095087382438
"535",103000694,0.118332081658711
"536",103000695,0.546223172173501
"537",103000696,3.03454538829676
"538",103000697,-2.80654863261848
"539",103000698,3.20934662459635
"540",103000699,-3.00322043348749
"541",103000700,3.75269028648236
"542",103000701,-2.48645082681776
"543",103000702,-2.36283044837538
"544",103000703,3.45110567697743
"545",103000704,4.04561097345949
"546",103000705,4.35826540450271
"547",103000706,4.58349429878896
"548",103000707,3.97688699216945
"549",103000708,4.47595570775544
"550",103000709,0.881489081823397
"551",103000710,-0.284598669747783
"552",103000711,9.02330026778433
"553",103000712,11.1453226167394
"554",103000713,7.84358630802848
"555",103000714,8.2831866294127
"556",103000715,6.11876768830635
"557",103000716,7.18087663946401
"558",103000717,9.274540708197
"559",103000718,8.14997497531806
"560",103000719,10.2997853170969
"561",103000720,8.2201640661373
"562",103000721,10.0897810372942
"563",103000722,6.56939462923919
"564",103000723,8.04892294654119
"565",104000001,-1.50471951925153
"566",104000002,3.66339206505636
"567",104000003,-1.60985540891389
"568",104000004,-15.8676763255412
"569",104000005,-2.16161138744663
"570",104000006,-9.76040078932363
"571",104000007,-13.9968937823272
"572",104000008,-13.06868015383
"573",104000009,-18.7205178630232
"574",104000010,-7.02180230367298
"575",104000011,-2.41657695635583
"576",104000012,-18.8898939710503
"577",104000013,-9.29478394744322
"578",104000014,-7.13716849715494
"579",104000015,-6.88621248723548
"580",104000016,-1.57384769817967
"581",104000017,-3.71657968881061
"582",104000018,-6.40984210723641
"583",104000019,-1.72086756569757
"584",104000020,-19.7488891829455
"585",104000021,-10.4799011367888
"586",104000022,-7.42067933752632
"587",104000023,-15.1339320078081
"588",104000024,-4.91117030746622
"589",104000025,-19.1711729248706
"590",104000026,-9.01030320200199
"591",104000027,-15.2464304062199
"592",104000028,-0.622566267892665
"593",104000029,-13.0411978953979
"594",104000030,-9.55534029005747
"595",104000031,-3.43109884037514
"596",104000032,-7.20889044659803
"597",104000033,3.85864049759357
"598",104000034,-7.97145022931736
"599",104000035,0.960428410635833
"600",104000036,-11.718409283597
"601",104000037,-10.4823426776996
"602",104000038,-0.261185239966631
"603",104000043,-1.90294169997662
"604",104000049,-5.73219211097011
"605",104000051,-1.66919797503107
"606",104000056,0.17260229154717
"607",104000058,-8.50894700193091
"608",104000059,-8.69522308742497
"609",104000060,-9.63506087148338
"610",104000063,-6.29568831526713
"611",104000066,-6.35012660833175
"612",104000069,0.0698946042262998
"613",104000071,-6.53074464099509
"614",104000073,-0.100760736030114
"615",104000074,-6.4999365797511
"616",104000075,-2.72577708721841
"617",104000084,-0.523647455507563
"618",104000086,0.720491640935951
"619",104000089,1.30555610789655
"620",104000090,0.840888880950378
"621",104000092,-3.38294268334764
"622",104000094,-3.31605833780547
"623",104000095,-4.1270528845036
"624",104000096,-22.4200615539794
"625",104000100,-3.57568239175511
"626",104000101,-5.38270618903104
"627",104000103,-1.85895790954146
"628",104000105,-4.66997343150766
"629",104000109,0.186949890406304
"630",104000110,0.205354200193469
"631",104000112,9.18375648927479
"632",104000118,-3.55772404458187
"633",104000122,1.49092605854592
"634",104000123,10.1800587392109
"635",104000124,-3.62751875505367
"636",104000125,-15.4641781729837
"637",104000127,-3.12631513861505
"638",104000128,-12.5964186158907
"639",104000131,0.942712016041279
"640",104000141,-0.120275555333236
"641",104000142,-1.50002755661938
"642",104000145,0.0141321604198097
"643",104000146,3.0204753899257
"644",104000147,-4.16719423708141
"645",104000148,-1.4269340386165
"646",104000149,-6.41897170284521
"647",104000153,-4.38359261818193
"648",104000155,5.99256721352758
"649",104000156,-4.44633623951482
"650",104000159,2.49901804344072
"651",104000162,-3.87152049271392
"652",104000163,-6.62754949383766
"653",104000165,-1.09249994784558
"654",104000166,-3.58800281624496
"655",104000175,-1.63115985945899
"656",105000001,-13.4970915116014
"657",105000002,-14.8256422196575
"658",105000003,-14.6605279914861
"659",105000004,-15.5683198596135
"660",105000005,-13.6557425293179
"661",105000006,-13.799370802291
"662",105000007,-17.4234270445538
"663",105000008,-13.680313028866
"664",105000009,-14.1062962048749
"665",105000010,-13.7905590527741
"666",105000011,-14.1184097254418
"667",105000012,-13.0234227905105
"668",105000013,-15.3618128474955
"669",105000014,-13.2500060490414
"670",105000015,-13.9330924312949
"671",105000016,-13.8846294387253
"672",105000017,-15.8056056323997
"673",105000018,-13.8781030580174
"674",105000019,-13.9447090203018
"675",105000020,-13.8928118087943
"676",106000001,-6.32809564654896
"677",106000002,1.03453826818548
"678",106000003,-0.823408224604444
"679",106000004,0.803071110550921
"680",106000005,-0.0548919953021738
"681",106000006,-0.410181808526909
"682",106000007,5.18921330334403
"683",106000008,2.14449483910981
"684",106000009,1.59475223811108
"685",107000001,-0.218408464107863
"686",107000002,0.0280669799851896
"687",107000003,-0.215924768023191
"688",107000004,0.0865800679744013
"689",107000005,-0.0233802142512442
"690",107000006,0.0778545176096891
"691",107000007,0.142959659687093
"692",107000008,0.159761447404007
"693",107000009,0.424977044499358
"694",107000010,0.389203869521647
"695",107000011,0.44558541056001
"696",107000012,0.40728454734539
"697",107000013,0.521212791661131
"698",107000014,0.915604951284425
"699",107000015,0.877025735365605
"700",107000016,1.09753357098481
"701",107000017,4.30406076012022
"702",107000018,4.82858485102759
"703",107000019,4.67689183513424
"704",107000020,1.33836628594605
"705",107000021,1.06230597854798
"706",107000022,3.67448753653793
"707",107000023,1.66650402504693
"708",107000024,0.977929730897589
"709",107000025,1.64455911759853
"710",107000026,1.14026819101663
"711",107000027,1.78400480443954
"712",107000028,1.32865679326139
"713",107000029,1.10098871596902
"714",107000030,6.69490860587929
"715",107000031,2.58601557541805
"716",107000032,4.77667670848473
"717",107000033,-0.726683370634165
"718",107000034,-0.901664253103117
"719",107000035,5.36001820001084
"720",107000036,2.18935127487801
"721",107000037,4.67294911285151
"722",107000038,-1.54935148927894
"723",107000039,-1.41789026123631
"724",107000040,1.58149116037596
"725",107000041,1.59902904424028
"726",107000042,-1.1321080252307
"727",107000043,2.85078027663954
"728",107000044,1.05642730932236
"729",107000045,-1.24464758171929
"730",107000046,6.59896471620007
"731",107000047,4.55934788499287
"732",107000048,3.00540132373468
"733",107000049,6.41289138175033
"734",107000050,0.305813186255922
"735",107000051,1.86879225979792
"736",107000052,2.28094190437443
"737",107000053,6.00958394768238
"738",107000054,0.186413800240246
"739",107000055,6.14576513857118
"740",107000056,5.95888607174636
"741",107000057,5.51865683763257
"742",107000058,6.24076640415545
"743",107000059,4.45000673601235
"744",107000060,4.63035490303749
"745",107000061,6.0929028686621
"746",107000062,4.11095840397043
"747",107000063,5.44125309432604
"748",107000064,5.96115599694844
"749",107000065,4.84659985366104
"750",107000066,4.97416220037389
"751",107000067,3.78050123315618
"752",107000068,0.746541717863933
"753",107000069,2.97090134986892
"754",107000070,1.38344241754593
"755",107000071,1.42459755730342
"756",107000072,0.70831026983379
"757",107000073,1.52515556225645
"758",107000074,3.00797475504616
"759",107000075,5.36777415486154
"760",107000076,1.12658132839323
"761",107000077,3.20267711285165
"762",107000078,5.62283669456475
"763",107000079,2.84583456850546
"764",107000080,0.80844103415806
"765",107000081,4.60910313458881
"766",107000082,-1.10928656575321
"767",107000083,5.7107595118181
"768",107000084,2.78126763046135
"769",107000085,2.84910902815459
"770",107000086,6.07864694562648
"771",107000087,5.74785722543383
"772",107000088,1.38684566541328
"773",107000089,8.05751910784589
"774",107000090,6.37738138391759
"775",107000091,6.22339305012265
"776",107000092,3.96221723880687
"777",107000093,4.11637417667475
"778",107000094,5.89476498768467
"779",107000095,4.92062906420846
"780",107000096,6.26613042160472
"781",107000097,5.93686748653332
"782",107000098,4.85529528975957
"783",107000099,9.60360173102848
"784",107000100,2.26360580928387
"785",107000101,5.16179735613815
"786",107000102,6.19289192969808
"787",107000103,6.26328515450693
"788",107000104,-1.23749745794307
"789",107000105,2.73591031372716
"790",107000106,1.64244117277808
"791",107000107,2.7373924850157
"792",107000108,4.91989722630328
"793",107000109,-1.29393560166377
"794",107000110,1.39776916315443
"795",107000111,5.24593552613649
"796",107000112,4.09056878580052
"797",107000113,1.43978322449809
"798",107000114,0.797452375501856
"799",107000115,3.23611629761872
"800",107000116,0.954659435366098
"801",107000117,9.26228908773786
"802",107000118,4.99535269687564
"803",107000119,4.9751710207296
"804",107000120,5.83527982149798
"805",107000121,5.18308219534256
"806",107000122,2.24243408804649
"807",107000123,-1.88116539662537
"808",107000124,6.70694615323642
"809",107000125,4.7357168418209
"810",107000126,2.0365715504708
"811",107000127,2.95459656822639
"812",107000128,1.24166489468598
"813",107000129,4.24635166348861
"814",107000130,0.805868562784481
"815",107000131,4.35726735083155
"816",107000132,1.5568221147379
"817",107000133,3.00645760523711
"818",107000134,1.06267477472508
"819",107000135,-1.2196825035156
"820",107000136,0.963723154927529
"821",107000137,0.641234517406362
"822",107000138,1.71726137547951
"823",107000139,5.0740010585589
"824",107000140,2.44065899583382
"825",107000141,3.30278404693518
"826",107000142,4.55269541890126
"827",107000143,-1.56739968148311
"828",107000144,0.800239601473288
"829",107000145,1.16083957218905
"830",107000146,0.963794868602491
"831",107000147,0.965603346595148
"832",107000148,-1.50259428555053
"833",107000149,4.44259687853234
"834",107000150,4.52678430063391
"835",107000151,4.90072180684995
"836",107000152,4.47854233682539
"837",107000153,0.557009824741068
"838",107000154,0.638691521823274
"839",107000155,0.616119369201215
"840",107000156,0.760240105651077
"841",107000157,2.76631787168208
"842",107000158,1.08939754115752
"843",107000159,-2.14100659082856
"844",107000160,4.42986268228704
"845",107000161,3.04301354809592
"846",107000162,2.86203344787308
"847",107000163,2.99737451413835
"848",107000164,2.60366303957204
"849",107000165,0.998850112930969
"850",107000166,-0.042135098653647
"851",107000167,-0.442974457073662
"852",107000168,-0.324706592939487
"853",107000169,0.812713768748687
"854",107000170,2.56011057372146
"855",107000171,-0.722725179593605
"856",107000172,-2.57326827023731
"857",107000173,0.823165908995125
"858",107000174,3.23676563047171
"859",107000175,-0.516626355306608
"860",107000176,2.5435908880092
"861",107000177,-2.30039866499546
"862",107000178,0.360548997931687
"863",107000179,0.961759539374336
"864",107000180,1.88636722005593
"865",107000181,3.21854674342603
"866",107000182,2.3489181824206
"867",107000183,2.45957611987611
"868",107000184,2.56571235870056
"869",107000185,2.95877481996142
"870",107000186,2.86676577547602
"871",107000187,1.54489703537634
"872",107000188,-0.56840234281734
"873",107000189,-0.600699630105154
"874",107000190,1.21559054832463
"875",107000191,2.45910839551959
"876",107000192,6.14972817618916
"877",107000193,3.12614143257133
"878",107000194,3.48022648192836
"879",107000195,3.16856067773623
"880",107000196,2.29985972630746
"881",107000197,3.77366359824681
"882",107000198,3.73181615411479
"883",107000199,3.49012162558571
"884",107000200,3.03333915710536
"885",107000201,1.63876315076336
"886",107000202,3.31861601995356
"887",107000203,2.08334548123359
"888",107000204,3.4704529433915
"889",107000205,3.13706641112802
"890",107000206,0.588112324680245
"891",107000207,3.35175991899256
"892",107000208,3.32947537030236
"893",107000209,1.88434926490843
"894",107000210,3.03452438025806
"895",107000211,2.38864232466138
"896",107000212,2.47185656358953
"897",107000213,3.45666835530379
"898",107000214,3.11851450738655
"899",107000215,2.13839762112665
"900",107000216,2.77306749662412
"901",107000217,1.81933506953163
"902",107000218,1.34868219251289
"903",107000219,3.25258065780526
