,drivers,Response,Estimate,Est.Error,Q0.5,Q99.5,Q2.5,Q97.5,Q5,Q95,Q10,Q90
21,sslope_mean,spp_richness_rarefied,-0.002129373,0.003792333,-0.014674389,0.006357657,-0.011521909,0.003809363,-0.009441818,0.002838371,-0.007378057,0.001600901
22,surban_meanPerc_upstr,spp_richness_rarefied,-0.000847672,0.002531066,-0.009149885,0.00579127,-0.006838899,0.003823233,-0.005654115,0.00289538,-0.004242598,0.001875395
23,scrop_meanPerc_upstr,spp_richness_rarefied,-0.026971969,0.006913825,-0.044635885,-0.009110099,-0.040458186,-0.013205451,-0.038342046,-0.015421574,-0.035828476,-0.018136554
24,sdam_impact_score_lessthan100km,spp_richness_rarefied,0.003041075,0.003314519,-0.003533014,0.013103908,-0.001914698,0.010501515,-0.00114098,0.009250557,-0.000426928,0.007713369
25,Intercept,shannonsH,0.003851389,0.002866169,-0.004279565,0.011041539,-0.00200598,0.009172346,-0.000967559,0.008341521,0.000166913,0.007461157
26,sppt_Est,shannonsH,-0.000158897,0.000572783,-0.002388179,0.001411142,-0.001697573,0.000827439,-0.001304822,0.000595008,-0.000866397,0.000362734
27,stmax_Est,shannonsH,0.000133851,0.000719782,-0.002098629,0.003062221,-0.001260027,0.001974437,-0.000880761,0.001446594,-0.000514417,0.000952846
28,sppt_mm_12moPrior,shannonsH,-2.70E-05,0.000622207,-0.002322902,0.002174391,-0.001448309,0.001322877,-0.001068286,0.000939686,-0.000702386,0.000602888
29,stmax_C_12moPrior,shannonsH,0.000371699,0.000828592,-0.001437737,0.003838591,-0.000764255,0.002649643,-0.000506107,0.00207638,-0.000286273,0.001478747
30,sstrahler_streamOrder,shannonsH,-0.000238423,0.00050339,-0.002119485,0.000953667,-0.001510492,0.000544021,-0.001242758,0.000372206,-0.000952321,0.000208393
31,saccumulation_atPoint,shannonsH,-9.26E-05,0.00029913,-0.001091678,0.000730145,-0.00081234,0.000472635,-0.00065505,0.000352109,-0.00048392,0.00021441
32,selevation_atPoint,shannonsH,-0.000235222,0.000576114,-0.002380716,0.001158206,-0.001788083,0.00068057,-0.001418538,0.000470608,-0.001008456,0.000261956
33,sslope_mean,shannonsH,0.000578962,0.000740539,-0.000674526,0.002994528,-0.000332914,0.002415374,-0.000206017,0.002095206,-8.50E-05,0.001664877
34,surban_meanPerc_upstr,shannonsH,0.000374243,0.000587736,-0.000724937,0.002435295,-0.000415281,0.001870337,-0.000274864,0.001587722,-0.000144132,0.001226241
35,scrop_meanPerc_upstr,shannonsH,-0.004343073,0.001083561,-0.006987227,-0.00142798,-0.00638676,-0.002119195,-0.006083495,-0.002511663,-0.00571167,-0.002950717
36,sdam_impact_score_lessthan100km,shannonsH,0.000191617,0.000441989,-0.000882687,0.001757382,-0.000544561,0.001331745,-0.000367792,0.001090086,-0.000214424,0.000810592
37,Intercept,E10,-0.002360291,0.000931876,-0.004977045,6.75E-05,-0.004233339,-0.000572921,-0.003902507,-0.000845927,-0.003532884,-0.001201197
38,sppt_Est,E10,0.000184385,0.000271771,-0.000216133,0.001151779,-9.90E-05,0.000891329,-5.93E-05,0.000761908,-2.61E-05,0.000597864
39,stmax_Est,E10,8.73E-06,0.000167104,-0.000603811,0.000695549,-0.000343311,0.000410436,-0.000232082,0.000286331,-0.000135259,0.000164544
40,sppt_mm_12moPrior,E10,1.98E-05,0.000156003,-0.000473367,0.00066452,-0.000296954,0.000422088,-0.000208266,0.000300433,-0.000120675,0.000190653
41,stmax_C_12moPrior,E10,6.48E-06,0.000163173,-0.000576669,0.00067387,-0.000341921,0.000407242,-0.000235847,0.000268119,-0.000139207,0.000152344
42,sstrahler_streamOrder,E10,2.06E-07,0.000112609,-0.000409703,0.000413154,-0.00025875,0.000253242,-0.000184842,0.000186711,-0.000117507,0.000114616
43,saccumulation_atPoint,E10,1.49E-05,0.00013091,-0.000429562,0.000526896,-0.000252221,0.000342974,-0.000180115,0.000251168,-0.000106282,0.000158273
44,selevation_atPoint,E10,4.69E-05,0.00014534,-0.000326187,0.000669564,-0.000182773,0.000451988,-0.000126458,0.000335931,-7.23E-05,0.000226873
45,sslope_mean,E10,6.04E-06,0.000114799,-0.000407566,0.000437442,-0.000242177,0.000278065,-0.000171769,0.00019953,-0.000104762,0.000126951
46,surban_meanPerc_upstr,E10,1.23E-05,9.65E-05,-0.000284723,0.000369603,-0.00019022,0.000251676,-0.000138689,0.000190638,-8.40E-05,0.000122029
47,scrop_meanPerc_upstr,E10,-3.41E-05,0.000134728,-0.0005886,0.000349521,-0.000393419,0.000201492,-0.000300218,0.000142341,-0.000194022,8.39E-05
48,sdam_impact_score_lessthan100km,E10,0.000378325,0.000294957,-8.75E-05,0.001123177,-2.49E-05,0.000966085,-7.56E-06,0.000877758,5.68E-07,0.000778195
49,Intercept,abundance,0.004842929,0.003779384,-0.005260825,0.01504307,-0.002679209,0.012322483,-0.001369335,0.010947574,2.42E-05,0.009533714
50,sppt_Est,abundance,3.34E-05,0.000447592,-0.001533353,0.001728381,-0.000944408,0.001116968,-0.000665878,0.000802785,-0.000386851,0.000516063
51,stmax_Est,abundance,-0.000936759,0.001285186,-0.005270884,0.000763972,-0.00426528,0.000324888,-0.003678697,0.000183323,-0.0028864,7.18E-05
52,sppt_mm_12moPrior,abundance,-0.00108461,0.00131711,-0.005179709,0.000615407,-0.004204028,0.000257734,-0.003721197,0.000135107,-0.003088563,4.45E-05
53,stmax_C_12moPrior,abundance,2.84E-05,0.000565283,-0.002006835,0.002162539,-0.001203665,0.0013482,-0.000847619,0.0009777,-0.000483316,0.000572911
54,sstrahler_streamOrder,abundance,-8.12E-05,0.000373901,-0.001564449,0.00105365,-0.001042629,0.000631624,-0.000772249,0.000438014,-0.000527129,0.000260691
55,saccumulation_atPoint,abundance,8.47E-05,0.000375654,-0.00097338,0.001559251,-0.000613465,0.001060136,-0.000430159,0.000802479,-0.000250612,0.000528224
56,selevation_atPoint,abundance,-3.13E-05,0.000440911,-0.001727109,0.001583356,-0.001064983,0.000919233,-0.000765957,0.000636443,-0.000490943,0.000372834
57,sslope_mean,abundance,-0.000225355,0.000516744,-0.002380264,0.000936775,-0.001626539,0.000515081,-0.001315653,0.00033688,-0.000926731,0.000168238
58,surban_meanPerc_upstr,abundance,0.000118226,0.000349922,-0.000801698,0.00146522,-0.000460932,0.001037773,-0.00032333,0.0008177,-0.000188317,0.000578726
59,scrop_meanPerc_upstr,abundance,-0.000228579,0.000556404,-0.002586819,0.000915891,-0.001821664,0.000520658,-0.001406175,0.000357679,-0.000961522,0.000193402
60,sdam_impact_score_lessthan100km,abundance,-0.00043128,0.000600956,-0.002482466,0.000565572,-0.001949773,0.000268847,-0.001677895,0.000155345,-0.001320619,6.55E-05
61,Intercept,turnover,-0.00114971,0.001056559,-0.004093796,0.001833463,-0.003245287,0.00088365,-0.002860413,0.0005649,-0.002478327,0.000161865
62,sppt_Est,turnover,8.92E-05,0.000225664,-0.000408207,0.001079833,-0.000213001,0.000752589,-0.000139375,0.000569121,-7.34E-05,0.000380831
63,stmax_Est,turnover,0.000240396,0.000412646,-0.00034927,0.001887738,-0.000178432,0.001373145,-0.000104645,0.001154014,-4.82E-05,0.000855423
64,sppt_mm_12moPrior,turnover,-0.000502857,0.000559136,-0.002115922,0.000212415,-0.001784544,8.40E-05,-0.001585982,4.13E-05,-0.001328203,1.18E-05
65,stmax_C_12moPrior,turnover,-0.000162128,0.000323448,-0.001528093,0.00038533,-0.001080872,0.000201651,-0.000867043,0.000121565,-0.000622502,5.99E-05
66,sstrahler_streamOrder,turnover,-2.21E-05,0.000141108,-0.000560063,0.000428821,-0.000386638,0.000257721,-0.000278345,0.000187529,-0.000187287,0.000107188
67,saccumulation_atPoint,turnover,-5.90E-05,0.00016727,-0.000729351,0.000367482,-0.000517582,0.000202065,-0.000405936,0.00013762,-0.000272808,7.47E-05
68,selevation_atPoint,turnover,-5.66E-06,0.000149191,-0.00060681,0.000522317,-0.000376577,0.00030824,-0.000257415,0.000221693,-0.000154252,0.000136804
69,sslope_mean,turnover,2.11E-06,0.000148055,-0.000522896,0.000552919,-0.00032567,0.000346558,-0.000236976,0.000252133,-0.00014991,0.000160484
70,surban_meanPerc_upstr,turnover,-2.03E-05,0.000127064,-0.000510799,0.000376561,-0.000337236,0.000231589,-0.000254789,0.000165839,-0.00017044,9.67E-05
71,scrop_meanPerc_upstr,turnover,2.34E-05,0.000162739,-0.000510164,0.000665942,-0.00030461,0.000436727,-0.000210888,0.000326208,-0.000123321,0.000199683
72,sdam_impact_score_lessthan100km,turnover,-9.14E-05,0.000176066,-0.000748257,0.000269823,-0.000569322,0.000140876,-0.000463883,8.99E-05,-0.000347006,4.68E-05
73,Intercept,func_turnover,-0.005839521,0.003992956,-0.01772053,0.004605336,-0.014188183,0.001936398,-0.012528182,0.000533276,-0.010826396,-0.00096324
74,sppt_Est,func_turnover,0.004266977,0.001735359,-9.22E-05,0.008510359,0.000603727,0.00753606,0.001183581,0.007070937,0.001988721,0.006429752
75,stmax_Est,func_turnover,0.00097748,0.00154639,-0.00207164,0.006115144,-0.001219118,0.004771998,-0.000805949,0.004099285,-0.000428315,0.003252319
76,sppt_mm_12moPrior,func_turnover,-0.001678756,0.001679852,-0.006450076,0.001328816,-0.005410029,0.000649988,-0.00480701,0.00035118,-0.004112563,0.000100872
77,stmax_C_12moPrior,func_turnover,-0.00116294,0.001638168,-0.006560476,0.002044296,-0.005122562,0.001225253,-0.004355735,0.000743832,-0.003522596,0.000372908
78,sstrahler_streamOrder,func_turnover,0.000637854,0.000834779,-0.001164264,0.003249316,-0.000675944,0.002556515,-0.000434169,0.002205589,-0.000213943,0.001818426
79,saccumulation_atPoint,func_turnover,-0.000185883,0.000608794,-0.002214839,0.001431746,-0.001597365,0.000957229,-0.001293072,0.000735716,-0.000981739,0.000478051
80,selevation_atPoint,func_turnover,0.000300348,0.000911528,-0.00225991,0.003574049,-0.001340273,0.002515369,-0.000976463,0.00202869,-0.000613301,0.001480098
81,sslope_mean,func_turnover,-0.001322751,0.001168309,-0.004625405,0.000827859,-0.003843215,0.000385544,-0.003451408,0.000183986,-0.002941603,2.63E-05
82,surban_meanPerc_upstr,func_turnover,0.000454224,0.000681632,-0.001044191,0.002550827,-0.000668266,0.002045977,-0.000447955,0.001738924,-0.00025425,0.001409
83,scrop_meanPerc_upstr,func_turnover,0.00451604,0.001458025,0.000476448,0.00832844,0.001581561,0.00726516,0.002089814,0.006853462,0.002638132,0.006358378
84,sdam_impact_score_lessthan100km,func_turnover,-0.000215893,0.000661424,-0.002467453,0.001577459,-0.001768151,0.001037571,-0.001420578,0.000764018,-0.001070307,0.000501579
85,Intercept,func_rich,0.009997272,0.004087313,-0.001417349,0.021354738,0.001988548,0.018189357,0.00337855,0.016702893,0.00495332,0.015024942
86,sppt_Est,func_rich,-0.001638407,0.000938777,-0.003980255,0.000316813,-0.003465481,6.04E-05,-0.003212276,-5.66E-05,-0.002846549,-0.000328179
87,stmax_Est,func_rich,-0.001236147,0.001094475,-0.004418253,0.000834763,-0.003602245,0.00036305,-0.00320716,0.000174856,-0.002769565,1.54E-05
88,sppt_mm_12moPrior,func_rich,0.001780177,0.001360636,-0.00071131,0.005440817,-0.000265019,0.004569739,-9.34E-05,0.004152141,4.19E-05,0.00365856
89,stmax_C_12moPrior,func_rich,0.000598262,0.00100674,-0.001611453,0.003999042,-0.000974385,0.003082989,-0.000674819,0.002585576,-0.000369695,0.00203214
90,sstrahler_streamOrder,func_rich,-1.33E-05,0.00044772,-0.001385123,0.001374634,-0.000964357,0.00093798,-0.000771363,0.000737213,-0.000556095,0.00052315
91,saccumulation_atPoint,func_rich,-9.36E-05,0.000554187,-0.001811052,0.001512156,-0.001323749,0.001014792,-0.001066901,0.000785612,-0.000808861,0.000532831
92,selevation_atPoint,func_rich,-0.001585003,0.000915319,-0.003908859,0.000318933,-0.003359351,3.72E-05,-0.003093988,-5.22E-05,-0.002773091,-0.000312878
93,sslope_mean,func_rich,0.001561218,0.000695231,-8.86E-05,0.003295552,0.00011683,0.00289221,0.000357503,0.002696434,0.00062556,0.002430601
94,surban_meanPerc_upstr,func_rich,-8.42E-05,0.000471152,-0.001586188,0.001243771,-0.001115877,0.000838306,-0.000924306,0.000652258,-0.000700139,0.000456842
95,scrop_meanPerc_upstr,func_rich,-0.002292405,0.00089611,-0.004514143,-4.62E-05,-0.004005738,-0.000451026,-0.003717814,-0.000745253,-0.003416337,-0.00110796
96,sdam_impact_score_lessthan100km,func_rich,-0.000879463,0.000651391,-0.002589873,0.000432212,-0.002221529,0.000204474,-0.001991398,6.95E-05,-0.001754828,-3.33E-05
97,Intercept,func_even,-0.001085227,0.000666637,-0.002896938,0.000744581,-0.002419703,0.000222458,-0.002185824,-1.18E-05,-0.001925228,-0.000258006
98,sppt_Est,func_even,-2.33E-05,0.000120241,-0.000490696,0.000319284,-0.00032979,0.000207586,-0.000251766,0.000150928,-0.000168294,8.86E-05
