"","site","startyear","count.i"
"10",100000001,1977,6
"11",100000001,1978,6
"12",100000001,1979,7
"13",100000001,1980,8
"14",100000001,1981,8
"15",100000001,1982,8
"16",100000001,1983,9
"17",100000001,1984,9
"18",100000001,1985,9
"19",100000001,1986,9
"20",100000001,1987,9
"21",100000001,1988,10
"22",100000001,1989,9
"23",100000001,1990,9
"24",100000001,1991,9
"25",100000001,1992,9
"26",100000001,1993,9
"27",100000001,1994,8
"28",100000001,1995,8
"29",100000001,1996,8
"30",100000001,1997,8
"31",100000001,1998,8
"32",100000001,1999,9
"33",100000001,2000,9
"34",100000001,2001,9
"35",100000001,2002,9
"36",100000001,2003,9
"37",100000001,2004,10
"38",100000001,2005,10
"39",100000001,2006,9
"40",100000001,2007,8
"41",100000001,2008,7
"42",100000001,2009,6
"77",100000002,1995,6
"78",100000002,1996,7
"79",100000002,1997,8
"80",100000002,1998,9
"81",100000002,1999,10
"82",100000002,2000,10
"83",100000002,2001,10
"84",100000002,2002,10
"85",100000002,2003,10
"86",100000002,2004,10
"87",100000002,2005,10
"88",100000002,2006,9
"89",100000002,2007,8
"90",100000002,2008,7
"91",100000002,2009,6
"234",100000005,2005,6
"235",100000005,2006,7
"236",100000005,2007,6
"275",100000006,1997,6
"276",100000006,1998,6
"324",100000007,1997,6
"325",100000007,1998,6
"331",100000007,2004,6
"332",100000007,2005,7
"333",100000007,2006,7
"334",100000007,2007,6
"381",100000009,2005,6
"382",100000009,2006,7
"383",100000009,2007,8
"384",100000009,2008,7
"385",100000009,2009,6
"386",100000009,2010,6
"431",100000010,2006,6
"432",100000010,2007,7
"433",100000010,2008,6
"480",100000011,2006,6
"481",100000011,2007,7
"482",100000011,2008,6
"527",100000012,2004,6
"528",100000012,2005,6
"529",100000012,2006,7
"530",100000012,2007,8
"531",100000012,2008,7
"532",100000012,2009,6
"533",100000012,2010,6
"576",100000013,2004,6
"577",100000013,2005,6
"578",100000013,2006,7
"579",100000013,2007,8
"580",100000013,2008,7
"581",100000013,2009,6
"582",100000013,2010,6
"625",100000014,2004,6
"626",100000014,2005,7
"627",100000014,2006,8
"628",100000014,2007,9
"629",100000014,2008,8
"630",100000014,2009,7
"631",100000014,2010,7
"632",100000014,2011,6
"661",100000015,1991,6
"662",100000015,1992,6
"663",100000015,1993,7
"664",100000015,1994,6
"674",100000015,2004,6
"675",100000015,2005,6
"676",100000015,2006,7
"677",100000015,2007,8
"678",100000015,2008,7
"679",100000015,2009,6
"708",100000016,1989,6
"709",100000016,1990,7
"710",100000016,1991,8
"711",100000016,1992,8
"712",100000016,1993,8
"713",100000016,1994,7
"714",100000016,1995,6
"715",100000016,1996,6
"721",100000016,2002,6
"722",100000016,2003,6
"723",100000016,2004,7
"724",100000016,2005,7
"725",100000016,2006,8
"726",100000016,2007,9
"727",100000016,2008,8
"728",100000016,2009,7
"729",100000016,2010,6
"772",100000017,2004,6
"773",100000017,2005,6
"774",100000017,2006,7
"775",100000017,2007,8
"776",100000017,2008,8
"777",100000017,2009,7
"778",100000017,2010,6
"806",100000018,1989,6
"807",100000018,1990,7
"808",100000018,1991,8
"809",100000018,1992,8
"810",100000018,1993,8
"811",100000018,1994,7
"812",100000018,1995,6
"819",100000018,2002,6
"820",100000018,2003,6
"821",100000018,2004,7
"822",100000018,2005,8
"823",100000018,2006,9
"824",100000018,2007,10
"825",100000018,2008,9
"826",100000018,2009,8
"827",100000018,2010,7
"828",100000018,2011,6
"856",100000019,1990,6
"857",100000019,1991,6
"858",100000019,1992,6
"859",100000019,1993,6
"860",100000019,1994,6
"861",100000019,1995,6
"870",100000019,2004,6
"871",100000019,2005,6
"872",100000019,2006,7
"873",100000019,2007,8
"874",100000019,2008,8
"875",100000019,2009,7
"876",100000019,2010,6
"908",100000020,1993,6
"909",100000020,1994,6
"910",100000020,1995,6
"917",100000020,2002,6
"918",100000020,2003,6
"919",100000020,2004,7
"920",100000020,2005,7
"921",100000020,2006,8
"922",100000020,2007,9
"923",100000020,2008,8
"924",100000020,2009,7
"925",100000020,2010,6
"957",100000021,1993,6
"958",100000021,1994,6
"959",100000021,1995,6
"966",100000021,2002,6
"967",100000021,2003,6
"968",100000021,2004,7
"969",100000021,2005,7
"970",100000021,2006,8
"971",100000021,2007,9
"972",100000021,2008,8
"973",100000021,2009,7
"974",100000021,2010,6
"1015",100000022,2002,6
"1016",100000022,2003,6
"1017",100000022,2004,7
"1018",100000022,2005,7
"1019",100000022,2006,8
"1020",100000022,2007,9
"1021",100000022,2008,8
"1022",100000022,2009,7
"1023",100000022,2010,6
"1064",100000023,2002,6
"1065",100000023,2003,6
"1066",100000023,2004,7
"1067",100000023,2005,7
"1068",100000023,2006,8
"1069",100000023,2007,9
"1070",100000023,2008,8
"1071",100000023,2009,7
"1072",100000023,2010,6
"1114",100000024,2003,6
"1115",100000024,2004,7
"1116",100000024,2005,8
"1117",100000024,2006,9
"1118",100000024,2007,10
"1119",100000024,2008,9
"1120",100000024,2009,8
"1121",100000024,2010,7
"1122",100000024,2011,6
"1153",100000025,1993,6
"1154",100000025,1994,6
"1155",100000025,1995,6
"1162",100000025,2002,6
"1163",100000025,2003,6
"1164",100000025,2004,7
"1165",100000025,2005,8
"1166",100000025,2006,9
"1167",100000025,2007,9
"1168",100000025,2008,8
"1169",100000025,2009,7
"1170",100000025,2010,6
"1213",100000026,2004,6
"1214",100000026,2005,6
"1215",100000026,2006,7
"1216",100000026,2007,8
"1217",100000026,2008,7
"1218",100000026,2009,6
"1219",100000026,2010,6
"1262",100000027,2004,6
"1263",100000027,2005,6
"1264",100000027,2006,7
"1265",100000027,2007,8
"1266",100000027,2008,7
"1267",100000027,2009,6
"1268",100000027,2010,6
"1310",100000028,2003,6
"1311",100000028,2004,7
"1312",100000028,2005,8
"1313",100000028,2006,9
"1314",100000028,2007,10
"1315",100000028,2008,9
"1316",100000028,2009,8
"1317",100000028,2010,7
"1318",100000028,2011,6
"1358",100000029,2002,6
"1359",100000029,2003,7
"1360",100000029,2004,8
"1361",100000029,2005,9
"1362",100000029,2006,10
"1363",100000029,2007,10
"1364",100000029,2008,9
"1365",100000029,2009,8
"1366",100000029,2010,7
"1367",100000029,2011,6
"1395",100000030,1990,6
"1396",100000030,1991,7
"1397",100000030,1992,8
"1398",100000030,1993,8
"1399",100000030,1994,7
"1400",100000030,1995,7
"1401",100000030,1996,6
"1408",100000030,2003,6
"1409",100000030,2004,7
"1410",100000030,2005,7
"1411",100000030,2006,8
"1412",100000030,2007,9
"1413",100000030,2008,8
"1414",100000030,2009,7
"1415",100000030,2010,6
"1444",100000031,1990,6
"1445",100000031,1991,7
"1446",100000031,1992,8
"1447",100000031,1993,8
"1448",100000031,1994,7
"1449",100000031,1995,7
"1450",100000031,1996,6
"1457",100000031,2003,6
"1458",100000031,2004,7
"1459",100000031,2005,7
"1460",100000031,2006,7
"1461",100000031,2007,8
"1462",100000031,2008,7
"1463",100000031,2009,6
"1495",100000032,1992,6
"1496",100000032,1993,6
"1497",100000032,1994,6
"1498",100000032,1995,6
"1506",100000032,2003,6
"1507",100000032,2004,7
"1508",100000032,2005,7
"1509",100000032,2006,8
"1510",100000032,2007,9
"1511",100000032,2008,8
"1512",100000032,2009,7
"1513",100000032,2010,6
"1548",100000033,1996,6
"1549",100000033,1997,6
"1550",100000033,1998,6
"1551",100000033,1999,7
"1552",100000033,2000,8
"1553",100000033,2001,9
"1554",100000033,2002,10
"1555",100000033,2003,10
"1556",100000033,2004,10
"1557",100000033,2005,10
"1558",100000033,2006,9
"1559",100000033,2007,9
"1560",100000033,2008,8
"1561",100000033,2009,7
"1562",100000033,2010,6
"1603",100000034,2002,6
"1604",100000034,2003,6
"1605",100000034,2004,6
"1606",100000034,2005,7
"1607",100000034,2006,7
"1608",100000034,2007,8
"1609",100000034,2008,7
"1610",100000034,2009,6
"1643",100000035,1993,6
"1644",100000035,1994,6
"1645",100000035,1995,6
"1646",100000035,1996,7
"1647",100000035,1997,8
"1648",100000035,1998,8
"1649",100000035,1999,8
"1650",100000035,2000,7
"1651",100000035,2001,7
"1652",100000035,2002,6
"1653",100000035,2003,6
"1654",100000035,2004,6
"1655",100000035,2005,7
"1656",100000035,2006,7
"1657",100000035,2007,6
"1687",100000036,1988,6
"1688",100000036,1989,7
"1689",100000036,1990,8
"1690",100000036,1991,9
"1691",100000036,1992,10
"1692",100000036,1993,10
"1693",100000036,1994,9
"1694",100000036,1995,8
"1695",100000036,1996,7
"1696",100000036,1997,6
"1697",100000036,1998,6
"1698",100000036,1999,6
"1699",100000036,2000,6
"1700",100000036,2001,6
"1704",100000036,2005,6
"1705",100000036,2006,7
"1706",100000036,2007,7
"1707",100000036,2008,6
"1736",100000037,1988,6
"1737",100000037,1989,7
"1738",100000037,1990,8
"1739",100000037,1991,9
"1740",100000037,1992,10
"1741",100000037,1993,10
"1742",100000037,1994,9
"1743",100000037,1995,8
"1744",100000037,1996,8
"1745",100000037,1997,8
"1746",100000037,1998,8
"1747",100000037,1999,8
"1748",100000037,2000,8
"1749",100000037,2001,8
"1750",100000037,2002,8
"1751",100000037,2003,7
"1752",100000037,2004,7
"1753",100000037,2005,7
"1754",100000037,2006,6
"1797",100000038,2000,6
"1798",100000038,2001,7
"1799",100000038,2002,8
"1800",100000038,2003,8
"1801",100000038,2004,9
"1802",100000038,2005,10
"1803",100000038,2006,9
"1804",100000038,2007,9
"1805",100000038,2008,8
"1806",100000038,2009,7
"1807",100000038,2010,6
"1834",100000039,1988,6
"1835",100000039,1989,7
"1836",100000039,1990,8
"1837",100000039,1991,9
"1838",100000039,1992,10
"1839",100000039,1993,9
"1840",100000039,1994,9
"1841",100000039,1995,9
"1842",100000039,1996,9
"1843",100000039,1997,9
"1844",100000039,1998,9
"1845",100000039,1999,8
"1846",100000039,2000,8
"1847",100000039,2001,7
"1848",100000039,2002,7
"1849",100000039,2003,7
"1850",100000039,2004,6
"1888",100000040,1993,6
"1889",100000040,1994,6
"1890",100000040,1995,6
"1891",100000040,1996,6
"1892",100000040,1997,6
"1893",100000040,1998,6
"1894",100000040,1999,6
"1895",100000040,2000,6
"1900",100000040,2005,6
"1901",100000040,2006,6
"1902",100000040,2007,7
"1903",100000040,2008,6
"1934",100000041,1990,6
"1935",100000041,1991,7
"1936",100000041,1992,8
"1937",100000041,1993,9
"1938",100000041,1994,8
"1939",100000041,1995,8
"1940",100000041,1996,8
"1941",100000041,1997,8
"1942",100000041,1998,8
"1943",100000041,1999,8
"1944",100000041,2000,8
"1945",100000041,2001,7
"1946",100000041,2002,7
"1947",100000041,2003,7
"1948",100000041,2004,8
"1949",100000041,2005,9
"1950",100000041,2006,8
"1951",100000041,2007,8
"1952",100000041,2008,7
"1953",100000041,2009,6
"1997",100000042,2004,6
"1998",100000042,2005,7
"1999",100000042,2006,8
"2000",100000042,2007,9
"2001",100000042,2008,8
"2002",100000042,2009,7
"2003",100000042,2010,6
"2004",100000042,2011,6
"2031",100000043,1989,6
"2032",100000043,1990,6
"2033",100000043,1991,6
"2034",100000043,1992,7
"2035",100000043,1993,7
"2036",100000043,1994,8
"2037",100000043,1995,8
"2038",100000043,1996,8
"2039",100000043,1997,8
"2040",100000043,1998,8
"2041",100000043,1999,8
"2042",100000043,2000,9
"2043",100000043,2001,10
"2044",100000043,2002,10
"2045",100000043,2003,10
"2046",100000043,2004,10
"2047",100000043,2005,9
"2048",100000043,2006,9
"2049",100000043,2007,9
"2050",100000043,2008,8
"2051",100000043,2009,7
"2052",100000043,2010,6
"2080",100000044,1989,6
"2081",100000044,1990,6
"2082",100000044,1991,6
"2083",100000044,1992,7
"2084",100000044,1993,7
"2085",100000044,1994,8
"2086",100000044,1995,8
"2087",100000044,1996,8
"2088",100000044,1997,8
"2089",100000044,1998,8
"2090",100000044,1999,8
"2091",100000044,2000,8
"2092",100000044,2001,9
"2093",100000044,2002,8
"2094",100000044,2003,7
"2095",100000044,2004,6
"2096",100000044,2005,6
"2097",100000044,2006,6
"2098",100000044,2007,6
"2128",100000045,1988,6
"2129",100000045,1989,7
"2130",100000045,1990,8
"2131",100000045,1991,9
"2132",100000045,1992,10
"2133",100000045,1993,10
"2134",100000045,1994,10
"2135",100000045,1995,9
"2136",100000045,1996,9
"2137",100000045,1997,9
"2138",100000045,1998,8
"2139",100000045,1999,7
"2140",100000045,2000,6
"2141",100000045,2001,6
"2177",100000046,1988,6
"2178",100000046,1989,7
"2179",100000046,1990,8
"2180",100000046,1991,9
"2181",100000046,1992,10
"2182",100000046,1993,10
"2183",100000046,1994,10
"2184",100000046,1995,10
"2185",100000046,1996,10
"2186",100000046,1997,10
"2187",100000046,1998,10
"2188",100000046,1999,10
"2189",100000046,2000,9
"2190",100000046,2001,8
"2191",100000046,2002,8
"2192",100000046,2003,7
"2193",100000046,2004,6
"2194",100000046,2005,6
"2195",100000046,2006,6
"2229",100000047,1991,6
"2230",100000047,1992,7
"2231",100000047,1993,7
"2232",100000047,1994,7
"2233",100000047,1995,8
"2234",100000047,1996,9
"2235",100000047,1997,9
"2236",100000047,1998,9
"2237",100000047,1999,9
"2238",100000047,2000,10
"2239",100000047,2001,10
"2240",100000047,2002,10
"2241",100000047,2003,10
"2242",100000047,2004,10
"2243",100000047,2005,9
"2244",100000047,2006,8
"2245",100000047,2007,8
"2246",100000047,2008,7
"2247",100000047,2009,6
"2276",100000048,1989,6
"2277",100000048,1990,7
"2278",100000048,1991,8
"2279",100000048,1992,9
"2280",100000048,1993,9
"2281",100000048,1994,9
"2282",100000048,1995,10
"2283",100000048,1996,10
"2284",100000048,1997,9
"2285",100000048,1998,8
"2286",100000048,1999,7
"2287",100000048,2000,6
"2288",100000048,2001,6
"2289",100000048,2002,6
"2325",100000049,1989,6
"2326",100000049,1990,7
"2327",100000049,1991,8
"2328",100000049,1992,9
"2329",100000049,1993,10
"2330",100000049,1994,9
"2331",100000049,1995,8
"2332",100000049,1996,8
"2333",100000049,1997,8
"2334",100000049,1998,8
"2335",100000049,1999,8
"2336",100000049,2000,7
"2337",100000049,2001,7
"2338",100000049,2002,6
"2339",100000049,2003,6
"2340",100000049,2004,6
"2341",100000049,2005,7
"2342",100000049,2006,7
"2343",100000049,2007,7
"2344",100000049,2008,6
"2373",100000050,1988,6
"2374",100000050,1989,7
"2375",100000050,1990,8
"2376",100000050,1991,9
"2377",100000050,1992,10
"2378",100000050,1993,10
"2379",100000050,1994,10
"2380",100000050,1995,10
"2381",100000050,1996,10
"2382",100000050,1997,10
"2383",100000050,1998,10
"2384",100000050,1999,9
"2385",100000050,2000,8
"2386",100000050,2001,8
"2387",100000050,2002,8
"2388",100000050,2003,7
"2389",100000050,2004,6
"2430",100000051,1996,6
"2431",100000051,1997,6
"2432",100000051,1998,6
"2433",100000051,1999,7
"2434",100000051,2000,8
"2435",100000051,2001,9
"2436",100000051,2002,10
"2437",100000051,2003,10
"2438",100000051,2004,10
"2439",100000051,2005,9
"2440",100000051,2006,8
"2441",100000051,2007,8
"2442",100000051,2008,7
"2443",100000051,2009,6
"2476",100000052,1993,6
"2477",100000052,1994,6
"2478",100000052,1995,6
"2479",100000052,1996,6
"2480",100000052,1997,6
"2481",100000052,1998,6
"2482",100000052,1999,6
"2483",100000052,2000,6
"2484",100000052,2001,6
"2488",100000052,2005,6
"2489",100000052,2006,6
"2490",100000052,2007,6
"2523",100000053,1991,6
"2524",100000053,1992,7
"2525",100000053,1993,7
"2526",100000053,1994,7
"2527",100000053,1995,7
"2528",100000053,1996,7
"2529",100000053,1997,7
"2530",100000053,1998,7
"2531",100000053,1999,6
"2569",100000054,1988,6
"2570",100000054,1989,7
"2571",100000054,1990,8
"2572",100000054,1991,9
"2573",100000054,1992,10
"2574",100000054,1993,9
"2575",100000054,1994,9
"2576",100000054,1995,8
"2577",100000054,1996,8
"2578",100000054,1997,8
"2579",100000054,1998,7
"2580",100000054,1999,6
"2620",100000055,1990,6
"2621",100000055,1991,7
"2622",100000055,1992,7
"2623",100000055,1993,6
"2624",100000055,1994,6
"2625",100000055,1995,6
"2626",100000055,1996,6
"2627",100000055,1997,6
"2628",100000055,1998,6
"2632",100000055,2002,6
"2633",100000055,2003,7
"2634",100000055,2004,8
"2635",100000055,2005,8
"2636",100000055,2006,7
"2637",100000055,2007,7
"2638",100000055,2008,6
"2639",100000055,2009,6
"2667",100000056,1988,6
"2668",100000056,1989,7
"2669",100000056,1990,8
"2670",100000056,1991,9
"2671",100000056,1992,10
"2672",100000056,1993,10
"2673",100000056,1994,10
"2674",100000056,1995,10
"2675",100000056,1996,10
"2676",100000056,1997,10
"2677",100000056,1998,10
"2678",100000056,1999,10
"2679",100000056,2000,9
"2680",100000056,2001,8
"2681",100000056,2002,7
"2682",100000056,2003,7
"2683",100000056,2004,6
"2718",100000057,1990,6
"2719",100000057,1991,7
"2720",100000057,1992,8
"2721",100000057,1993,9
"2722",100000057,1994,10
"2723",100000057,1995,10
"2724",100000057,1996,10
"2725",100000057,1997,10
"2726",100000057,1998,9
"2727",100000057,1999,9
"2728",100000057,2000,9
"2729",100000057,2001,9
"2730",100000057,2002,9
"2731",100000057,2003,9
"2732",100000057,2004,9
"2733",100000057,2005,9
"2734",100000057,2006,8
"2735",100000057,2007,7
"2736",100000057,2008,7
"2737",100000057,2009,6
"2767",100000058,1990,6
"2768",100000058,1991,7
"2769",100000058,1992,7
"2770",100000058,1993,7
"2771",100000058,1994,7
"2772",100000058,1995,6
"2817",100000059,1991,6
"2818",100000059,1992,7
"2819",100000059,1993,8
"2820",100000059,1994,9
"2821",100000059,1995,9
"2822",100000059,1996,9
"2823",100000059,1997,9
"2824",100000059,1998,9
"2825",100000059,1999,10
"2826",100000059,2000,10
"2827",100000059,2001,10
"2828",100000059,2002,10
"2829",100000059,2003,10
"2830",100000059,2004,10
"2831",100000059,2005,10
"2832",100000059,2006,9
"2833",100000059,2007,9
"2834",100000059,2008,8
"2835",100000059,2009,7
"2836",100000059,2010,6
"2867",100000060,1992,6
"2868",100000060,1993,7
"2869",100000060,1994,8
"2870",100000060,1995,8
"2871",100000060,1996,8
"2872",100000060,1997,8
"2873",100000060,1998,8
"2874",100000060,1999,9
"2875",100000060,2000,10
"2876",100000060,2001,10
"2877",100000060,2002,10
"2878",100000060,2003,10
"2879",100000060,2004,10
"2880",100000060,2005,9
"2881",100000060,2006,8
"2882",100000060,2007,8
"2883",100000060,2008,7
"2884",100000060,2009,6
"2912",100000061,1988,6
"2913",100000061,1989,7
"2914",100000061,1990,8
"2915",100000061,1991,9
"2916",100000061,1992,10
"2917",100000061,1993,9
"2918",100000061,1994,8
"2919",100000061,1995,7
"2920",100000061,1996,7
"2921",100000061,1997,7
"2922",100000061,1998,6
"2979",100000062,2006,6
"2980",100000062,2007,7
"2981",100000062,2008,6
"2982",100000062,2009,6
"3012",100000063,1990,6
"3013",100000063,1991,6
"3014",100000063,1992,7
"3015",100000063,1993,8
"3016",100000063,1994,7
"3017",100000063,1995,7
"3018",100000063,1996,6
"3027",100000063,2005,6
"3028",100000063,2006,7
"3029",100000063,2007,8
"3030",100000063,2008,7
"3031",100000063,2009,7
"3032",100000063,2010,6
"3033",100000063,2011,6
"3063",100000064,1992,6
"3064",100000064,1993,6
"3065",100000064,1994,6
"3066",100000064,1995,6
"3067",100000064,1996,6
"3077",100000064,2006,6
"3078",100000064,2007,7
"3079",100000064,2008,6
"3080",100000064,2009,6
"3081",100000064,2010,6
"3082",100000064,2011,6
"3113",100000065,1993,6
"3114",100000065,1994,6
"3115",100000065,1995,6
"3116",100000065,1996,6
"3126",100000065,2006,6
"3127",100000065,2007,7
"3128",100000065,2008,6
"3129",100000065,2009,6
"3130",100000065,2010,6
"3131",100000065,2011,6
"3158",100000066,1989,6
"3159",100000066,1990,7
"3160",100000066,1991,7
"3161",100000066,1992,8
"3162",100000066,1993,8
"3163",100000066,1994,7
"3164",100000066,1995,7
"3165",100000066,1996,6
"3176",100000066,2007,6
"3209",100000067,1991,6
"3210",100000067,1992,7
"3211",100000067,1993,7
"3212",100000067,1994,7
"3213",100000067,1995,7
"3214",100000067,1996,6
"3223",100000067,2005,6
"3224",100000067,2006,7
"3225",100000067,2007,8
"3226",100000067,2008,7
"3227",100000067,2009,6
"3255",100000068,1988,6
"3256",100000068,1989,7
"3257",100000068,1990,8
"3258",100000068,1991,8
"3259",100000068,1992,9
"3260",100000068,1993,9
"3261",100000068,1994,8
"3262",100000068,1995,7
"3263",100000068,1996,6
"3308",100000069,1992,6
"3309",100000069,1993,7
"3310",100000069,1994,7
"3311",100000069,1995,6
"3312",100000069,1996,6
"3313",100000069,1997,6
"3314",100000069,1998,6
"3321",100000069,2005,6
"3322",100000069,2006,6
"3323",100000069,2007,6
"3358",100000070,1993,6
"3359",100000070,1994,6
"3360",100000070,1995,6
"3361",100000070,1996,6
"3407",100000071,1993,6
"3408",100000071,1994,6
"3419",100000071,2005,6
"3420",100000071,2006,7
"3421",100000071,2007,8
"3422",100000071,2008,7
"3423",100000071,2009,7
"3424",100000071,2010,6
"3425",100000071,2011,6
"3455",100000072,1992,6
"3456",100000072,1993,6
"3457",100000072,1994,6
"3468",100000072,2005,6
"3469",100000072,2006,7
"3470",100000072,2007,8
"3471",100000072,2008,7
"3472",100000072,2009,7
"3473",100000072,2010,6
"3474",100000072,2011,6
"3504",100000073,1992,6
"3505",100000073,1993,6
"3519",100000073,2007,6
"3552",100000074,1991,6
"3553",100000074,1992,7
"3554",100000074,1993,8
"3555",100000074,1994,8
"3556",100000074,1995,7
"3557",100000074,1996,6
"3617",100000075,2007,6
"3649",100000076,1990,6
"3650",100000076,1991,7
"3651",100000076,1992,8
"3652",100000076,1993,9
"3653",100000076,1994,8
"3654",100000076,1995,8
"3655",100000076,1996,7
"3656",100000076,1997,6
"3657",100000076,1998,6
"3699",100000077,1991,6
"3700",100000077,1992,6
"3701",100000077,1993,6
"3749",100000078,1992,6
"3750",100000078,1993,7
"3751",100000078,1994,7
"3752",100000078,1995,6
"3753",100000078,1996,6
"3754",100000078,1997,6
"3755",100000078,1998,6
"3764",100000078,2007,6
"3797",100000079,1991,6
"3798",100000079,1992,7
"3799",100000079,1993,8
"3800",100000079,1994,8
"3801",100000079,1995,7
"3802",100000079,1996,6
"3812",100000079,2006,6
"3813",100000079,2007,6
"3846",100000080,1991,6
"3847",100000080,1992,7
"3848",100000080,1993,6
"3849",100000080,1994,6
"3860",100000080,2005,6
"3861",100000080,2006,7
"3862",100000080,2007,7
"3863",100000080,2008,6
"3895",100000081,1991,6
"3896",100000081,1992,7
"3897",100000081,1993,7
"3898",100000081,1994,7
"3899",100000081,1995,6
"3909",100000081,2005,6
"3910",100000081,2006,6
"3911",100000081,2007,7
"3912",100000081,2008,6
"3913",100000081,2009,6
"3945",100000082,1992,6
"3946",100000082,1993,6
"3947",100000082,1994,6
"3948",100000082,1995,6
"3960",100000082,2007,6
"3998",100000083,1996,6
"4000",100000083,1998,6
"4009",100000083,2007,6
"4042",100000084,1991,6
"4043",100000084,1992,7
"4044",100000084,1993,6
"4045",100000084,1994,6
"4055",100000084,2004,6
"4056",100000084,2005,7
"4057",100000084,2006,6
"4058",100000084,2007,7
"4059",100000084,2008,6
"4060",100000084,2009,6
"4094",100000085,1994,6
"4095",100000085,1995,6
"4096",100000085,1996,6
"4097",100000085,1997,6
"4098",100000085,1998,6
"4099",100000085,1999,7
"4100",100000085,2000,6
"4101",100000085,2001,6
"4102",100000085,2002,6
"4103",100000085,2003,7
"4104",100000085,2004,7
"4105",100000085,2005,7
"4106",100000085,2006,7
"4107",100000085,2007,7
"4108",100000085,2008,6
"4143",100000086,1994,6
"4144",100000086,1995,7
"4145",100000086,1996,6
"4146",100000086,1997,7
"4147",100000086,1998,6
"4148",100000086,1999,7
"4149",100000086,2000,7
"4150",100000086,2001,7
"4151",100000086,2002,7
"4152",100000086,2003,8
"4153",100000086,2004,7
"4154",100000086,2005,6
"4155",100000086,2006,7
"4156",100000086,2007,6
"4157",100000086,2008,6
"4193",100000088,1995,6
"4194",100000088,1996,6
"4195",100000088,1997,6
"4201",100000088,2003,6
"4202",100000088,2004,7
"4203",100000088,2005,6
"4204",100000088,2006,6
"4205",100000088,2007,6
"4206",100000088,2008,6
"4241",100000089,1994,6
"4242",100000089,1995,7
"4243",100000089,1996,7
"4244",100000089,1997,7
"4245",100000089,1998,6
"4246",100000089,1999,6
"4247",100000089,2000,6
"4248",100000089,2001,6
"4249",100000089,2002,6
"4250",100000089,2003,6
"4251",100000089,2004,6
"4252",100000089,2005,6
"4253",100000089,2006,7
"4254",100000089,2007,8
"4255",100000089,2008,8
"4256",100000089,2009,7
"4257",100000089,2010,6
"4289",100000090,1993,6
"4290",100000090,1994,6
"4291",100000090,1995,6
"4292",100000090,1996,6
"4293",100000090,1997,6
"4296",100000090,2000,6
"4297",100000090,2001,6
"4298",100000090,2002,6
"4299",100000090,2003,6
"4300",100000090,2004,7
"4301",100000090,2005,7
"4302",100000090,2006,8
"4303",100000090,2007,8
"4304",100000090,2008,8
"4305",100000090,2009,7
"4306",100000090,2010,6
"4338",100000091,1993,6
"4339",100000091,1994,6
"4340",100000091,1995,6
"4341",100000091,1996,6
"4342",100000091,1997,6
"4345",100000091,2000,6
"4346",100000091,2001,6
"4349",100000091,2004,6
"4350",100000091,2005,6
"4351",100000091,2006,6
"4352",100000091,2007,6
"4353",100000091,2008,6
"4394",100000092,2000,6
"4395",100000092,2001,6
"4396",100000092,2002,6
"4398",100000092,2004,6
"4399",100000092,2005,6
"4400",100000092,2006,6
"4401",100000092,2007,6
"4402",100000092,2008,6
"4438",100000093,1995,6
"4439",100000093,1996,6
"4442",100000093,1999,6
"4443",100000093,2000,6
"4444",100000093,2001,7
"4445",100000093,2002,7
"4446",100000093,2003,8
"4447",100000093,2004,8
"4448",100000093,2005,8
"4449",100000093,2006,9
"4450",100000093,2007,9
"4451",100000093,2008,8
"4452",100000093,2009,7
"4453",100000093,2010,6
"4487",100000094,1995,6
"4488",100000094,1996,7
"4489",100000094,1997,8
"4490",100000094,1998,7
"4491",100000094,1999,7
"4492",100000094,2000,6
"4535",100000095,1994,6
"4536",100000095,1995,7
"4537",100000095,1996,6
"4538",100000095,1997,6
"4540",100000095,1999,6
"4541",100000095,2000,6
"4588",100000096,1998,6
"4589",100000096,1999,7
"4590",100000096,2000,7
"4591",100000096,2001,7
"4592",100000096,2002,7
"4593",100000096,2003,8
"4594",100000096,2004,8
"4595",100000096,2005,7
"4596",100000096,2006,8
"4597",100000096,2007,9
"4598",100000096,2008,8
"4599",100000096,2009,7
"4600",100000096,2010,6
"4634",100000097,1995,6
"4635",100000097,1996,6
"4636",100000097,1997,6
"4637",100000097,1998,6
"4638",100000097,1999,7
"4639",100000097,2000,7
"4640",100000097,2001,7
"4641",100000097,2002,7
"4642",100000097,2003,8
"4643",100000097,2004,7
"4644",100000097,2005,7
"4645",100000097,2006,8
"4646",100000097,2007,8
"4647",100000097,2008,7
"4648",100000097,2009,6
"4682",100000098,1994,6
"4683",100000098,1995,6
"4691",100000098,2003,6
"4693",100000098,2005,6
"4694",100000098,2006,7
"4695",100000098,2007,7
"4696",100000098,2008,7
"4697",100000098,2009,6
"4732",100000099,1995,6
"4733",100000099,1996,6
"4734",100000099,1997,6
"4735",100000099,1998,6
"4736",100000099,1999,7
"4737",100000099,2000,7
"4738",100000099,2001,7
"4739",100000099,2002,7
"4740",100000099,2003,8
"4741",100000099,2004,7
"4742",100000099,2005,7
"4743",100000099,2006,8
"4744",100000099,2007,8
"4745",100000099,2008,7
"4746",100000099,2009,6
"4789",100000100,2003,6
"4790",100000100,2004,6
"4791",100000100,2005,6
"4792",100000100,2006,7
"4793",100000100,2007,7
"4794",100000100,2008,7
"4795",100000100,2009,6
"4829",100000101,1994,6
