"","site","startyear","count.i"
"72761",109000426,2012,8
"72762",109000426,2013,7
"72763",109000426,2014,6
"72800",109000427,2002,6
"72801",109000427,2003,7
"72802",109000427,2004,8
"72803",109000427,2005,9
"72804",109000427,2006,10
"72805",109000427,2007,10
"72806",109000427,2008,10
"72807",109000427,2009,10
"72808",109000427,2010,10
"72809",109000427,2011,9
"72810",109000427,2012,8
"72811",109000427,2013,7
"72812",109000427,2014,6
"72849",109000428,2002,6
"72850",109000428,2003,7
"72851",109000428,2004,8
"72852",109000428,2005,9
"72853",109000428,2006,10
"72854",109000428,2007,10
"72855",109000428,2008,10
"72856",109000428,2009,10
"72857",109000428,2010,10
"72858",109000428,2011,9
"72859",109000428,2012,8
"72860",109000428,2013,7
"72861",109000428,2014,6
"72898",109000429,2002,6
"72899",109000429,2003,7
"72900",109000429,2004,8
"72901",109000429,2005,8
"72902",109000429,2006,9
"72903",109000429,2007,9
"72904",109000429,2008,9
"72905",109000429,2009,9
"72906",109000429,2010,9
"72907",109000429,2011,8
"72908",109000429,2012,7
"72909",109000429,2013,6
"72949",109000430,2004,6
"72950",109000430,2005,7
"72951",109000430,2006,8
"72952",109000430,2007,9
"72953",109000430,2008,8
"72954",109000430,2009,9
"72955",109000430,2010,9
"72956",109000430,2011,8
"72957",109000430,2012,7
"72958",109000430,2013,6
"72993",110000001,1999,6
"72994",110000001,2000,7
"72995",110000001,2001,8
"72996",110000001,2002,9
"72997",110000001,2003,10
"72998",110000001,2004,10
"72999",110000001,2005,10
"73000",110000001,2006,10
"73001",110000001,2007,10
"73002",110000001,2008,10
"73003",110000001,2009,10
"73004",110000001,2010,10
"73005",110000001,2011,9
"73006",110000001,2012,8
"73007",110000001,2013,7
"73008",110000001,2014,6
"73042",110000002,1999,6
"73043",110000002,2000,7
"73044",110000002,2001,8
"73045",110000002,2002,9
"73046",110000002,2003,10
"73047",110000002,2004,10
"73048",110000002,2005,10
"73049",110000002,2006,10
"73050",110000002,2007,10
"73051",110000002,2008,10
"73052",110000002,2009,10
"73053",110000002,2010,10
"73054",110000002,2011,9
"73055",110000002,2012,8
"73056",110000002,2013,7
"73057",110000002,2014,6
"73091",110000003,1999,6
"73092",110000003,2000,7
"73093",110000003,2001,8
"73094",110000003,2002,9
"73095",110000003,2003,10
"73096",110000003,2004,10
"73097",110000003,2005,10
"73098",110000003,2006,10
"73099",110000003,2007,10
"73100",110000003,2008,10
"73101",110000003,2009,10
"73102",110000003,2010,10
"73103",110000003,2011,9
"73104",110000003,2012,8
"73105",110000003,2013,7
"73106",110000003,2014,6
"73140",110000004,1999,6
"73141",110000004,2000,7
"73142",110000004,2001,8
"73143",110000004,2002,9
"73144",110000004,2003,10
"73145",110000004,2004,10
"73146",110000004,2005,10
"73147",110000004,2006,10
"73148",110000004,2007,10
"73149",110000004,2008,10
"73150",110000004,2009,10
"73151",110000004,2010,10
"73152",110000004,2011,9
"73153",110000004,2012,8
"73154",110000004,2013,7
"73155",110000004,2014,6
"73189",110000005,1999,6
"73190",110000005,2000,7
"73191",110000005,2001,8
"73192",110000005,2002,9
"73193",110000005,2003,10
"73194",110000005,2004,10
"73195",110000005,2005,10
"73196",110000005,2006,10
"73197",110000005,2007,10
"73198",110000005,2008,10
"73199",110000005,2009,10
"73200",110000005,2010,10
"73201",110000005,2011,9
"73202",110000005,2012,8
"73203",110000005,2013,7
"73204",110000005,2014,6
"73238",110000006,1999,6
"73239",110000006,2000,7
"73240",110000006,2001,8
"73241",110000006,2002,9
"73242",110000006,2003,10
"73243",110000006,2004,10
"73244",110000006,2005,10
"73245",110000006,2006,10
"73246",110000006,2007,10
"73247",110000006,2008,10
"73248",110000006,2009,10
"73249",110000006,2010,10
"73250",110000006,2011,9
"73251",110000006,2012,8
"73252",110000006,2013,7
"73253",110000006,2014,6
"73287",110000007,1999,6
"73288",110000007,2000,7
"73289",110000007,2001,8
"73290",110000007,2002,9
"73291",110000007,2003,10
"73292",110000007,2004,10
"73293",110000007,2005,10
"73294",110000007,2006,10
"73295",110000007,2007,10
"73296",110000007,2008,10
"73297",110000007,2009,10
"73298",110000007,2010,10
"73299",110000007,2011,9
"73300",110000007,2012,8
"73301",110000007,2013,7
"73302",110000007,2014,6
"73336",110000008,1999,6
"73337",110000008,2000,7
"73338",110000008,2001,8
"73339",110000008,2002,9
"73340",110000008,2003,10
"73341",110000008,2004,10
"73342",110000008,2005,10
"73343",110000008,2006,10
"73344",110000008,2007,10
"73345",110000008,2008,10
"73346",110000008,2009,10
"73347",110000008,2010,9
"73348",110000008,2011,8
"73349",110000008,2012,7
"73350",110000008,2013,6
"73385",110000009,1999,6
"73386",110000009,2000,7
"73387",110000009,2001,8
"73388",110000009,2002,9
"73389",110000009,2003,10
"73390",110000009,2004,10
"73391",110000009,2005,10
"73392",110000009,2006,10
"73393",110000009,2007,10
"73394",110000009,2008,10
"73395",110000009,2009,10
"73396",110000009,2010,10
"73397",110000009,2011,9
"73398",110000009,2012,8
"73399",110000009,2013,7
"73400",110000009,2014,6
"73434",110000010,1999,6
"73435",110000010,2000,7
"73436",110000010,2001,8
"73437",110000010,2002,9
"73438",110000010,2003,10
"73439",110000010,2004,10
"73440",110000010,2005,10
"73441",110000010,2006,10
"73442",110000010,2007,10
"73443",110000010,2008,10
"73444",110000010,2009,10
"73445",110000010,2010,10
"73446",110000010,2011,9
"73447",110000010,2012,8
"73448",110000010,2013,7
"73449",110000010,2014,6
"73483",110000011,1999,6
"73484",110000011,2000,7
"73485",110000011,2001,8
"73486",110000011,2002,9
"73487",110000011,2003,10
"73488",110000011,2004,10
"73489",110000011,2005,10
"73490",110000011,2006,10
"73491",110000011,2007,10
"73492",110000011,2008,10
"73493",110000011,2009,10
"73494",110000011,2010,9
"73495",110000011,2011,8
"73496",110000011,2012,7
"73497",110000011,2013,6
"73532",110000012,1999,6
"73533",110000012,2000,7
"73534",110000012,2001,8
"73535",110000012,2002,9
"73536",110000012,2003,10
"73537",110000012,2004,10
"73538",110000012,2005,10
"73539",110000012,2006,10
"73540",110000012,2007,10
"73541",110000012,2008,10
"73542",110000012,2009,10
"73543",110000012,2010,9
"73544",110000012,2011,8
"73545",110000012,2012,7
"73546",110000012,2013,6
"73581",110000013,1999,6
"73582",110000013,2000,7
"73583",110000013,2001,8
"73584",110000013,2002,9
"73585",110000013,2003,10
"73586",110000013,2004,10
"73587",110000013,2005,10
"73588",110000013,2006,10
"73589",110000013,2007,10
"73590",110000013,2008,10
"73591",110000013,2009,10
"73592",110000013,2010,10
"73593",110000013,2011,9
"73594",110000013,2012,8
"73595",110000013,2013,7
"73596",110000013,2014,6
"73630",110000014,1999,6
"73631",110000014,2000,7
"73632",110000014,2001,8
"73633",110000014,2002,9
"73634",110000014,2003,10
"73635",110000014,2004,10
"73636",110000014,2005,10
"73637",110000014,2006,10
"73638",110000014,2007,10
"73639",110000014,2008,10
"73640",110000014,2009,10
"73641",110000014,2010,10
"73642",110000014,2011,9
"73643",110000014,2012,8
"73644",110000014,2013,7
"73645",110000014,2014,6
"73679",110000015,1999,6
"73680",110000015,2000,7
"73681",110000015,2001,8
"73682",110000015,2002,9
"73683",110000015,2003,10
"73684",110000015,2004,10
"73685",110000015,2005,10
"73686",110000015,2006,10
"73687",110000015,2007,10
"73688",110000015,2008,10
"73689",110000015,2009,10
"73690",110000015,2010,10
"73691",110000015,2011,9
"73692",110000015,2012,8
"73693",110000015,2013,7
"73694",110000015,2014,6
"73728",110000016,1999,6
"73729",110000016,2000,7
"73730",110000016,2001,8
"73731",110000016,2002,9
"73732",110000016,2003,10
"73733",110000016,2004,10
"73734",110000016,2005,10
"73735",110000016,2006,10
"73736",110000016,2007,10
"73737",110000016,2008,10
"73738",110000016,2009,10
"73739",110000016,2010,10
"73740",110000016,2011,9
"73741",110000016,2012,8
"73742",110000016,2013,7
"73743",110000016,2014,6
"73786",111000001,2008,6
"73787",111000001,2009,7
"73788",111000001,2010,8
"73789",111000001,2011,8
"73790",111000001,2012,8
"73791",111000001,2013,7
"73792",111000001,2014,6
"73835",111000002,2008,6
"73836",111000002,2009,7
"73837",111000002,2010,8
"73838",111000002,2011,8
"73839",111000002,2012,8
"73840",111000002,2013,7
"73841",111000002,2014,6
"73855",111000003,1979,6
"73856",111000003,1980,6
"73857",111000003,1981,6
"73858",111000003,1982,6
"73859",111000003,1983,6
"73884",111000003,2008,6
"73885",111000003,2009,7
"73886",111000003,2010,8
"73887",111000003,2011,8
"73888",111000003,2012,8
"73889",111000003,2013,7
"73890",111000003,2014,6
"73924",111000004,1999,6
"73925",111000004,2000,6
"73926",111000004,2001,7
"73927",111000004,2002,8
"73928",111000004,2003,9
"73929",111000004,2004,9
"73930",111000004,2005,9
"73931",111000004,2006,9
"73932",111000004,2007,9
"73933",111000004,2008,9
"73934",111000004,2009,9
"73935",111000004,2010,10
"73936",111000004,2011,10
"73937",111000004,2012,9
"73938",111000004,2013,8
"73939",111000004,2014,7
"73940",111000004,2015,6
"73973",111000005,1999,6
"73974",111000005,2000,7
"73975",111000005,2001,8
"73976",111000005,2002,9
"73977",111000005,2003,10
"73978",111000005,2004,10
"73979",111000005,2005,10
"73980",111000005,2006,10
"73981",111000005,2007,10
"73982",111000005,2008,10
"73983",111000005,2009,10
"73984",111000005,2010,10
"73985",111000005,2011,10
"73986",111000005,2012,9
"73987",111000005,2013,8
"73988",111000005,2014,7
"73989",111000005,2015,6
"74022",111000006,1999,6
"74023",111000006,2000,7
"74024",111000006,2001,8
"74025",111000006,2002,9
"74026",111000006,2003,10
"74027",111000006,2004,10
"74028",111000006,2005,10
"74029",111000006,2006,10
"74030",111000006,2007,10
"74031",111000006,2008,10
"74032",111000006,2009,10
"74033",111000006,2010,10
"74034",111000006,2011,10
"74035",111000006,2012,9
"74036",111000006,2013,8
"74037",111000006,2014,7
"74038",111000006,2015,6
"74071",111000007,1999,6
"74072",111000007,2000,7
"74073",111000007,2001,8
"74074",111000007,2002,9
"74075",111000007,2003,10
"74076",111000007,2004,10
"74077",111000007,2005,10
"74078",111000007,2006,10
"74079",111000007,2007,10
"74080",111000007,2008,10
"74081",111000007,2009,10
"74082",111000007,2010,10
"74083",111000007,2011,10
"74084",111000007,2012,9
"74085",111000007,2013,8
"74086",111000007,2014,7
"74087",111000007,2015,6
"74121",111000008,2000,6
"74122",111000008,2001,7
"74123",111000008,2002,8
"74124",111000008,2003,9
"74125",111000008,2004,10
"74126",111000008,2005,10
"74127",111000008,2006,10
"74128",111000008,2007,10
"74129",111000008,2008,9
"74130",111000008,2009,9
"74131",111000008,2010,9
"74132",111000008,2011,9
"74133",111000008,2012,8
"74134",111000008,2013,7
"74135",111000008,2014,6
"74169",111000009,1999,6
"74170",111000009,2000,7
"74171",111000009,2001,8
"74172",111000009,2002,9
"74173",111000009,2003,10
"74174",111000009,2004,10
"74175",111000009,2005,10
"74176",111000009,2006,10
"74177",111000009,2007,10
"74178",111000009,2008,10
"74179",111000009,2009,10
"74180",111000009,2010,10
"74181",111000009,2011,10
"74182",111000009,2012,9
"74183",111000009,2013,8
"74184",111000009,2014,7
"74185",111000009,2015,6
"74218",111000010,1999,6
"74219",111000010,2000,7
"74220",111000010,2001,8
"74221",111000010,2002,9
"74222",111000010,2003,10
"74223",111000010,2004,10
"74224",111000010,2005,10
"74225",111000010,2006,10
"74226",111000010,2007,10
"74227",111000010,2008,10
"74228",111000010,2009,10
"74229",111000010,2010,10
"74230",111000010,2011,10
"74231",111000010,2012,9
"74232",111000010,2013,8
"74233",111000010,2014,7
"74234",111000010,2015,6
"74267",111000011,1999,6
"74268",111000011,2000,7
"74269",111000011,2001,8
"74270",111000011,2002,9
"74271",111000011,2003,10
"74272",111000011,2004,10
"74273",111000011,2005,10
"74274",111000011,2006,10
"74275",111000011,2007,10
"74276",111000011,2008,10
"74277",111000011,2009,10
"74278",111000011,2010,10
"74279",111000011,2011,10
"74280",111000011,2012,9
"74281",111000011,2013,8
"74282",111000011,2014,7
"74283",111000011,2015,6
"74316",111000012,1999,6
"74317",111000012,2000,7
"74318",111000012,2001,8
"74319",111000012,2002,9
"74320",111000012,2003,10
"74321",111000012,2004,10
"74322",111000012,2005,10
"74323",111000012,2006,9
"74324",111000012,2007,8
"74325",111000012,2008,7
"74326",111000012,2009,6
"74365",111000013,1999,6
"74366",111000013,2000,7
"74367",111000013,2001,8
"74368",111000013,2002,9
"74369",111000013,2003,10
"74370",111000013,2004,10
"74371",111000013,2005,10
"74372",111000013,2006,10
"74373",111000013,2007,10
"74374",111000013,2008,10
"74375",111000013,2009,10
"74376",111000013,2010,10
"74377",111000013,2011,10
"74378",111000013,2012,9
"74379",111000013,2013,8
"74380",111000013,2014,7
"74381",111000013,2015,6
"74414",111000014,1999,6
"74415",111000014,2000,7
"74416",111000014,2001,8
"74417",111000014,2002,9
"74418",111000014,2003,10
"74419",111000014,2004,10
"74420",111000014,2005,10
"74421",111000014,2006,10
"74422",111000014,2007,10
"74423",111000014,2008,10
"74424",111000014,2009,10
"74425",111000014,2010,10
"74426",111000014,2011,10
"74427",111000014,2012,9
"74428",111000014,2013,8
"74429",111000014,2014,7
"74430",111000014,2015,6
"74463",111000015,1999,6
"74464",111000015,2000,7
"74465",111000015,2001,8
"74466",111000015,2002,9
"74467",111000015,2003,10
"74468",111000015,2004,10
"74469",111000015,2005,10
"74470",111000015,2006,10
"74471",111000015,2007,10
"74472",111000015,2008,10
"74473",111000015,2009,10
"74474",111000015,2010,10
"74475",111000015,2011,10
"74476",111000015,2012,9
"74477",111000015,2013,8
"74478",111000015,2014,7
"74479",111000015,2015,6
"74515",111000016,2002,6
"74516",111000016,2003,7
"74517",111000016,2004,7
"74518",111000016,2005,7
"74519",111000016,2006,7
"74520",111000016,2007,7
"74521",111000016,2008,8
"74522",111000016,2009,8
"74523",111000016,2010,9
"74524",111000016,2011,10
"74525",111000016,2012,9
"74526",111000016,2013,8
"74527",111000016,2014,7
"74528",111000016,2015,6
"74564",111000017,2002,6
"74565",111000017,2003,6
"74566",111000017,2004,6
"74570",111000017,2008,6
"74571",111000017,2009,7
"74572",111000017,2010,7
"74573",111000017,2011,8
"74574",111000017,2012,7
"74575",111000017,2013,7
"74576",111000017,2014,6
"74577",111000017,2015,6
"74613",111000019,2002,6
"74614",111000019,2003,7
"74615",111000019,2004,6
"74616",111000019,2005,6
"74662",111000020,2002,6
"74663",111000020,2003,6
"74664",111000020,2004,6
"74668",111000020,2008,6
"74669",111000020,2009,7
"74670",111000020,2010,7
"74671",111000020,2011,8
"74672",111000020,2012,7
"74673",111000020,2013,7
"74674",111000020,2014,6
"74675",111000020,2015,6
"74711",111000021,2002,6
"74712",111000021,2003,7
"74713",111000021,2004,7
"74714",111000021,2005,7
"74715",111000021,2006,7
"74716",111000021,2007,7
"74717",111000021,2008,8
"74718",111000021,2009,8
"74719",111000021,2010,9
"74720",111000021,2011,10
"74721",111000021,2012,9
"74722",111000021,2013,8
"74723",111000021,2014,7
"74724",111000021,2015,6
"74760",111000022,2002,6
"74761",111000022,2003,7
"74762",111000022,2004,7
"74763",111000022,2005,7
"74764",111000022,2006,7
"74765",111000022,2007,7
"74766",111000022,2008,8
"74767",111000022,2009,8
"74768",111000022,2010,9
"74769",111000022,2011,10
"74770",111000022,2012,9
"74771",111000022,2013,8
"74772",111000022,2014,7
"74773",111000022,2015,6
"74814",111000023,2007,6
"74815",111000023,2008,7
"74816",111000023,2009,8
"74817",111000023,2010,9
"74818",111000023,2011,10
"74819",111000023,2012,9
"74820",111000023,2013,8
"74821",111000023,2014,7
"74822",111000023,2015,6
"74858",111000024,2002,6
"74859",111000024,2003,7
"74860",111000024,2004,7
"74861",111000024,2005,7
"74862",111000024,2006,7
"74863",111000024,2007,7
"74864",111000024,2008,8
"74865",111000024,2009,9
"74866",111000024,2010,9
"74867",111000024,2011,10
"74868",111000024,2012,9
"74869",111000024,2013,8
"74870",111000024,2014,7
"74871",111000024,2015,6
"74907",111000025,2002,6
"74908",111000025,2003,7
"74909",111000025,2004,7
"74910",111000025,2005,7
"74911",111000025,2006,7
"74912",111000025,2007,7
"74913",111000025,2008,8
"74914",111000025,2009,9
"74915",111000025,2010,9
"74916",111000025,2011,10
"74917",111000025,2012,9
"74918",111000025,2013,8
"74919",111000025,2014,7
"74920",111000025,2015,6
"74956",111000026,2002,6
"74957",111000026,2003,7
"74958",111000026,2004,7
"74959",111000026,2005,7
"74960",111000026,2006,7
"74961",111000026,2007,7
"74962",111000026,2008,8
"74963",111000026,2009,9
"74964",111000026,2010,9
"74965",111000026,2011,10
"74966",111000026,2012,9
"74967",111000026,2013,8
"74968",111000026,2014,7
"74969",111000026,2015,6
"75005",111000027,2002,6
"75006",111000027,2003,7
"75007",111000027,2004,7
"75008",111000027,2005,7
"75009",111000027,2006,7
"75010",111000027,2007,7
"75011",111000027,2008,8
"75012",111000027,2009,9
"75013",111000027,2010,9
"75014",111000027,2011,10
"75015",111000027,2012,9
"75016",111000027,2013,8
"75017",111000027,2014,7
"75018",111000027,2015,6
"75054",111000028,2002,6
"75055",111000028,2003,7
"75056",111000028,2004,7
"75057",111000028,2005,7
"75058",111000028,2006,7
"75059",111000028,2007,7
"75060",111000028,2008,8
"75061",111000028,2009,9
"75062",111000028,2010,9
"75063",111000028,2011,10
"75064",111000028,2012,9
"75065",111000028,2013,8
"75066",111000028,2014,7
"75067",111000028,2015,6
"76228",111000053,2000,6
"76229",111000053,2001,7
"76230",111000053,2002,7
"76231",111000053,2003,8
"76232",111000053,2004,8
"76233",111000053,2005,8
"76234",111000053,2006,7
"76235",111000053,2007,7
"76236",111000053,2008,6
"76237",111000053,2009,6
"76277",111000054,2000,6
"76278",111000054,2001,7
"76279",111000054,2002,7
"76280",111000054,2003,8
"76281",111000054,2004,8
"76282",111000054,2005,8
"76283",111000054,2006,7
"76284",111000054,2007,6
"76326",111000055,2000,6
"76327",111000055,2001,7
"76328",111000055,2002,7
"76329",111000055,2003,8
"76330",111000055,2004,8
"76331",111000055,2005,8
"76332",111000055,2006,7
"76333",111000055,2007,7
"76334",111000055,2008,6
"76335",111000055,2009,6
"76375",111000056,2000,6
"76376",111000056,2001,7
"76377",111000056,2002,7
"76378",111000056,2003,8
"76379",111000056,2004,8
"76380",111000056,2005,8
"76381",111000056,2006,7
"76382",111000056,2007,7
"76383",111000056,2008,6
"76384",111000056,2009,6
"76424",111000057,2000,6
"76425",111000057,2001,7
"76426",111000057,2002,7
"76427",111000057,2003,8
"76428",111000057,2004,8
"76429",111000057,2005,8
"76430",111000057,2006,7
"76431",111000057,2007,7
"76432",111000057,2008,6
"76433",111000057,2009,6
"76473",111000058,2000,6
"76474",111000058,2001,7
"76475",111000058,2002,7
"76476",111000058,2003,8
"76477",111000058,2004,8
"76478",111000058,2005,8
"76479",111000058,2006,7
"76480",111000058,2007,7
"76481",111000058,2008,6
"76482",111000058,2009,6
"76522",111000059,2000,6
"76523",111000059,2001,7
"76524",111000059,2002,7
"76525",111000059,2003,8
"76526",111000059,2004,8
"76527",111000059,2005,8
"76528",111000059,2006,7
"76529",111000059,2007,7
"76530",111000059,2008,6
"76531",111000059,2009,6
"76571",111000060,2000,6
"76572",111000060,2001,7
"76573",111000060,2002,7
"76574",111000060,2003,8
"76575",111000060,2004,8
"76576",111000060,2005,8
"76577",111000060,2006,7
"76578",111000060,2007,7
"76579",111000060,2008,6
"76580",111000060,2009,6
"76620",111000061,2000,6
"76621",111000061,2001,7
"76622",111000061,2002,7
"76623",111000061,2003,8
"76624",111000061,2004,8
"76625",111000061,2005,8
"76626",111000061,2006,7
"76627",111000061,2007,7
"76628",111000061,2008,6
"76629",111000061,2009,6
"76669",111000062,2000,6
"76670",111000062,2001,7
"76671",111000062,2002,7
"76672",111000062,2003,8
"76673",111000062,2004,8
"76674",111000062,2005,8
"76675",111000062,2006,7
"76676",111000062,2007,7
"76677",111000062,2008,6
"76678",111000062,2009,6
"76718",111000063,2000,6
"76719",111000063,2001,7
"76720",111000063,2002,7
"76721",111000063,2003,8
"76722",111000063,2004,8
"76723",111000063,2005,8
"76724",111000063,2006,7
"76725",111000063,2007,7
"76726",111000063,2008,6
"76727",111000063,2009,6
"76767",111000064,2000,6
"76768",111000064,2001,7
"76769",111000064,2002,7
"76770",111000064,2003,7
"76771",111000064,2004,7
"76772",111000064,2005,7
"76773",111000064,2006,6
"76774",111000064,2007,6
"76816",111000065,2000,6
"76817",111000065,2001,7
"76818",111000065,2002,7
"76819",111000065,2003,7
"76820",111000065,2004,7
"76821",111000065,2005,7
"76822",111000065,2006,6
"76823",111000065,2007,6
"76865",111000066,2000,6
"76866",111000066,2001,7
"76867",111000066,2002,7
"76868",111000066,2003,7
"76869",111000066,2004,7
"76870",111000066,2005,7
"76871",111000066,2006,6
"76872",111000066,2007,6
"76914",111000067,2000,6
"76915",111000067,2001,7
"76916",111000067,2002,7
"76917",111000067,2003,8
"76918",111000067,2004,8
"76919",111000067,2005,8
"76920",111000067,2006,7
"76921",111000067,2007,7
"76922",111000067,2008,6
"76923",111000067,2009,6
"76963",111000068,2000,6
"76964",111000068,2001,7
"76965",111000068,2002,7
"76966",111000068,2003,8
"76967",111000068,2004,8
"76968",111000068,2005,8
"76969",111000068,2006,7
"76970",111000068,2007,7
"76971",111000068,2008,6
"76972",111000068,2009,6
"77012",111000069,2000,6
"77013",111000069,2001,7
"77014",111000069,2002,7
"77015",111000069,2003,8
"77016",111000069,2004,8
"77017",111000069,2005,8
"77018",111000069,2006,7
"77019",111000069,2007,7
"77020",111000069,2008,6
"77021",111000069,2009,6
"77116",113000001,2006,6
"77117",113000001,2007,7
"77118",113000001,2008,8
"77119",113000001,2009,8
"77120",113000001,2010,8
"77121",113000001,2011,7
"77122",113000001,2012,6
"77165",113000002,2006,6
"77166",113000002,2007,7
"77167",113000002,2008,8
"77168",113000002,2009,8
"77169",113000002,2010,8
"77170",113000002,2011,7
"77171",113000002,2012,6
"77214",113000003,2006,6
"77215",113000003,2007,7
"77216",113000003,2008,8
"77217",113000003,2009,8
"77218",113000003,2010,8
"77219",113000003,2011,7
"77220",113000003,2012,6
"77264",113000004,2007,6
"77265",113000004,2008,7
"77266",113000004,2009,8
"77267",113000004,2010,9
"77268",113000004,2011,9
"77269",113000004,2012,8
"77270",113000004,2013,7
"77271",113000004,2014,6
"77313",113000005,2007,6
"77314",113000005,2008,7
"77315",113000005,2009,8
"77316",113000005,2010,9
"77317",113000005,2011,9
"77318",113000005,2012,8
"77319",113000005,2013,7
"77320",113000005,2014,6
"77359",114000001,2004,6
"77360",114000001,2005,7
"77361",114000001,2006,8
"77362",114000001,2007,9
"77363",114000001,2008,9
"77364",114000001,2009,8
"77365",114000001,2010,7
"77366",114000001,2011,7
"77367",114000001,2012,6
"77406",114000002,2002,6
"77407",114000002,2003,7
"77408",114000002,2004,8
"77409",114000002,2005,9
"77410",114000002,2006,10
"77411",114000002,2007,10
"77412",114000002,2008,10
"77413",114000002,2009,9
"77414",114000002,2010,8
"77415",114000002,2011,7
"77416",114000002,2012,6
"77454",114000003,2001,6
"77455",114000003,2002,7
"77456",114000003,2003,8
"77457",114000003,2004,9
"77458",114000003,2005,10
"77459",114000003,2006,10
"77460",114000003,2007,10
"77461",114000003,2008,10
"77462",114000003,2009,9
"77463",114000003,2010,8
"77464",114000003,2011,7
"77465",114000003,2012,6
"77503",114000004,2001,6
"77504",114000004,2002,7
"77505",114000004,2003,8
"77506",114000004,2004,8
"77507",114000004,2005,9
"77508",114000004,2006,9
"77509",114000004,2007,9
"77510",114000004,2008,9
"77511",114000004,2009,8
"77512",114000004,2010,7
"77513",114000004,2011,6
"77552",114000005,2001,6
"77553",114000005,2002,7
"77554",114000005,2003,8
"77555",114000005,2004,9
"77556",114000005,2005,10
"77557",114000005,2006,10
"77558",114000005,2007,10
"77559",114000005,2008,10
"77560",114000005,2009,9
"77561",114000005,2010,8
"77562",114000005,2011,7
"77563",114000005,2012,6
"77601",114000006,2001,6
"77602",114000006,2002,7
"77603",114000006,2003,8
"77604",114000006,2004,9
"77605",114000006,2005,10
"77606",114000006,2006,10
"77607",114000006,2007,10
"77608",114000006,2008,10
"77609",114000006,2009,9
"77610",114000006,2010,8
"77611",114000006,2011,7
"77612",114000006,2012,6
"77650",114000007,2001,6
"77651",114000007,2002,7
"77652",114000007,2003,8
"77653",114000007,2004,9
"77654",114000007,2005,10
"77655",114000007,2006,10
"77656",114000007,2007,10
"77657",114000007,2008,10
"77658",114000007,2009,9
"77659",114000007,2010,8
"77660",114000007,2011,7
"77661",114000007,2012,6
"77703",114000009,2005,6
"77704",114000009,2006,7
"77705",114000009,2007,8
"77706",114000009,2008,8
"77707",114000009,2009,7
"77708",114000009,2010,7
"77709",114000009,2011,6
"77750",114000010,2003,6
"77751",114000010,2004,7
"77752",114000010,2005,8
"77753",114000010,2006,9
"77754",114000010,2007,10
"77755",114000010,2008,9
"77756",114000010,2009,8
"77757",114000010,2010,7
"77758",114000010,2011,6
"77797",114000011,2001,6
"77798",114000011,2002,7
"77799",114000011,2003,8
"77800",114000011,2004,8
"77801",114000011,2005,9
"77802",114000011,2006,9
"77803",114000011,2007,9
"77804",114000011,2008,9
"77805",114000011,2009,8
"77806",114000011,2010,7
"77807",114000011,2011,6
"77848",114000012,2003,6
"77849",114000012,2004,7
"77850",114000012,2005,8
"77851",114000012,2006,9
"77852",114000012,2007,10
"77853",114000012,2008,9
"77854",114000012,2009,8
"77855",114000012,2010,7
"77856",114000012,2011,6
"77897",114000013,2003,6
"77898",114000013,2004,7
"77899",114000013,2005,8
"77900",114000013,2006,9
"77901",114000013,2007,10
"77902",114000013,2008,9
"77903",114000013,2009,8
"77904",114000013,2010,7
"77905",114000013,2011,6
"77944",114000014,2001,6
"77945",114000014,2002,7
"77946",114000014,2003,8
"77947",114000014,2004,9
"77948",114000014,2005,10
"77949",114000014,2006,10
"77950",114000014,2007,10
"77951",114000014,2008,10
"77952",114000014,2009,9
"77953",114000014,2010,8
"77954",114000014,2011,7
"77955",114000014,2012,6
"77993",114000015,2001,6
"77994",114000015,2002,7
"77995",114000015,2003,8
"77996",114000015,2004,9
"77997",114000015,2005,10
"77998",114000015,2006,10
"77999",114000015,2007,10
"78000",114000015,2008,9
"78001",114000015,2009,8
"78002",114000015,2010,7
"78003",114000015,2011,6
"78044",114000016,2003,6
"78045",114000016,2004,7
"78046",114000016,2005,8
"78047",114000016,2006,9
"78048",114000016,2007,10
"78049",114000016,2008,10
"78050",114000016,2009,9
"78051",114000016,2010,8
"78052",114000016,2011,7
"78053",114000016,2012,6
"78091",114000017,2001,6
"78092",114000017,2002,7
"78093",114000017,2003,8
"78094",114000017,2004,9
"78095",114000017,2005,10
"78096",114000017,2006,10
"78097",114000017,2007,10
"78098",114000017,2008,10
"78099",114000017,2009,9
"78100",114000017,2010,8
"78101",114000017,2011,7
"78102",114000017,2012,6
"78141",114000018,2002,6
"78142",114000018,2003,7
"78143",114000018,2004,8
"78144",114000018,2005,9
"78145",114000018,2006,9
"78146",114000018,2007,9
"78147",114000018,2008,8
"78148",114000018,2009,8
"78149",114000018,2010,7
"78150",114000018,2011,6
"78189",114000019,2001,6
"78190",114000019,2002,7
"78191",114000019,2003,8
"78192",114000019,2004,9
"78193",114000019,2005,9
"78194",114000019,2006,9
"78195",114000019,2007,9
"78196",114000019,2008,9
"78197",114000019,2009,8
"78198",114000019,2010,7
"78199",114000019,2011,6
"78241",114000020,2004,6
"78242",114000020,2005,7
"78243",114000020,2006,8
"78244",114000020,2007,9
"78245",114000020,2008,10
"78246",114000020,2009,9
"78247",114000020,2010,8
"78248",114000020,2011,7
"78249",114000020,2012,6
"78290",114000021,2004,6
"78291",114000021,2005,7
"78292",114000021,2006,8
"78293",114000021,2007,9
